index,id,image_url,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
0,10,http://static-media.fxx.com/img/FX_Networks_-_FXX/305/815/Simpsons_01_10.jpg,7.4,1511.0,10,10,1990-03-25,1990,7G10,1,Homer's Night Out,30.3,http://www.simpsonsworld.com/video/275197507879,50816.0
1,12,http://static-media.fxx.com/img/FX_Networks_-_FXX/245/843/Simpsons_01_12.jpg,8.3,1716.0,12,12,1990-04-29,1990,7G12,1,Krusty Gets Busted,30.4,http://www.simpsonsworld.com/video/288019523914,62561.0
2,14,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/bart_gets_F.jpg,8.2,1638.0,1,14,1990-10-11,1990,7F03,2,"Bart Gets an ""F""",33.6,http://www.simpsonsworld.com/video/260539459671,59575.0
3,17,http://static-media.fxx.com/img/FX_Networks_-_FXX/660/859/Simpsons_02_01.jpg,8.1,1457.0,4,17,1990-11-01,1990,7F01,2,Two Cars in Every Garage and Three Eyes on Every Fish,26.1,http://www.simpsonsworld.com/video/260537411822,64959.0
4,19,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/Simpsons_02_08.jpg,8.0,1366.0,6,19,1990-11-15,1990,7F08,2,Dead Putting Society,25.4,http://www.simpsonsworld.com/video/260539459670,50691.0
5,21,http://static-media.fxx.com/img/FX_Networks_-_FXX/662/811/Simpsons_02_06.jpg,8.4,1522.0,8,21,1990-12-06,1990,7F06,2,Bart the Daredevil,26.2,http://www.simpsonsworld.com/video/260539459702,57605.0
6,23,http://static-media.fxx.com/img/FX_Networks_-_FXX/673/547/bart_gets_hit_by_car.jpg,7.8,1340.0,10,23,1991-01-10,1991,7F10,2,Bart Gets Hit by a Car,24.8,http://www.simpsonsworld.com/video/260550723760,56486.0
7,26,http://static-media.fxx.com/img/FX_Networks_-_FXX/930/879/Simpsons_02_13.jpg,8.0,1329.0,13,26,1991-02-07,1991,7F13,2,Homer vs. Lisa and the 8th Commandment,26.2,http://www.simpsonsworld.com/video/260820547692,58277.0
8,28,http://static-media.fxx.com/img/FX_Networks_-_FXX/372/934/Simpsons_02_16.jpg,8.2,1413.0,15,28,1991-02-21,1991,7F16,2,"Oh Brother, Where Art Thou?",26.8,http://www.simpsonsworld.com/video/272046659561,47426.0
9,30,http://static-media.fxx.com/img/FX_Networks_-_FXX/418/939/old_money.jpg,7.6,1243.0,17,30,1991-03-28,1991,7F17,2,Old Money,21.2,http://www.simpsonsworld.com/video/263504963955,44331.0
10,32,http://static-media.fxx.com/img/FX_Networks_-_FXX/238/11/Simpsons_02_19.jpg,8.5,1684.0,19,32,1991-04-25,1991,7F19,2,Lisa's Substitute,17.7,http://www.simpsonsworld.com/video/288011331912,52770.0
11,35,http://static-media.fxx.com/img/FX_Networks_-_FXX/368/31/Simpsons_02_22.jpg,8.0,1223.0,22,35,1991-07-11,1991,7F22,2,Blood Feud,17.3,http://www.simpsonsworld.com/video/272041539932,52829.0
12,37,http://static-media.fxx.com/img/FX_Networks_-_FXX/305/315/MrLisaGoestoWashington.jpg,7.7,1274.0,2,37,1991-09-26,1991,8F01,3,Mr. Lisa Goes to Washington,20.2,http://www.simpsonsworld.com/video/275196995796,52098.0
13,39,http://static-media.fxx.com/img/FX_Networks_-_FXX/241/939/BarttheMurderer.jpg,8.7,1446.0,4,39,1991-10-10,1991,8F03,3,Bart the Murderer,20.8,http://www.simpsonsworld.com/video/288015427922,64342.0
14,41,http://static-media.fxx.com/img/FX_Networks_-_FXX/239/191/Simpsons_03_07.jpg,7.7,1262.0,6,41,1991-10-24,1991,8F05,3,"Like Father, Like Clown",20.2,http://www.simpsonsworld.com/video/256874051703,45586.0
15,44,http://static-media.fxx.com/img/FX_Networks_-_FXX/262/139/SaturdaysofThunder.jpg,7.9,1194.0,9,44,1991-11-14,1991,8F07,3,Saturdays of Thunder,24.7,http://www.simpsonsworld.com/video/256898115598,55808.0
16,46,http://static-media.fxx.com/img/FX_Networks_-_FXX/66/542/BURNS_DE_KRAFTWERK.jpg,8.2,1291.0,11,46,1991-12-05,1991,8F09,3,Burns Verkaufen der Kraftwerk,21.1,http://www.simpsonsworld.com/video/310380099512,55987.0
17,48,http://static-media.fxx.com/img/FX_Networks_-_FXX/378/791/RadioBart.jpg,8.5,1365.0,13,48,1992-01-09,1992,8F11,3,Radio Bart,24.2,http://www.simpsonsworld.com/video/272052803895,58919.0
18,51,http://static-media.fxx.com/img/FX_Networks_-_FXX/546/759/BarttheLover.jpg,8.3,1272.0,16,51,1992-02-13,1992,8F16,3,Bart the Lover,20.5,http://www.simpsonsworld.com/video/272228931984,53123.0
19,53,http://static-media.fxx.com/img/FX_Networks_-_FXX/426/747/SeparateVocations.jpg,8.2,1201.0,18,53,1992-02-27,1992,8F15,3,Separate Vocations,23.7,http://www.simpsonsworld.com/video/263513155607,61508.0
20,55,http://static-media.fxx.com/img/FX_Networks_-_FXX/534/47/ColonelHomer.jpg,7.9,1233.0,20,55,1992-03-26,1992,8F19,3,Colonel Homer,25.5,http://www.simpsonsworld.com/video/272215619762,46901.0
21,58,http://static-media.fxx.com/img/FX_Networks_-_FXX/140/895/BartsFriendFallsInLove.jpg,7.8,1160.0,23,58,1992-05-07,1992,8F22,3,Bart's Friend Falls in Love,19.5,http://www.simpsonsworld.com/video/280393283967,48058.0
22,60,http://static-media.fxx.com/img/FX_Networks_-_FXX/987/218/Simpsons_04_02.jpg,8.4,1414.0,1,60,1992-09-24,1992,8F24,4,Kamp Krusty,21.8,http://www.simpsonsworld.com/video/279133251579,67081.0
23,65,http://static-media.fxx.com/img/FX_Networks_-_FXX/672/279/Simpsons_04_05.jpg,8.2,1293.0,6,65,1992-11-03,1992,9F03,4,Itchy & Scratchy: The Movie,20.1,http://www.simpsonsworld.com/video/278803011830,55740.0
24,69,http://static-media.fxx.com/img/FX_Networks_-_FXX/252/675/Simpsons_04_10.jpg,8.5,1350.0,10,69,1992-12-03,1992,9F08,4,Lisa's First Word,28.6,http://www.simpsonsworld.com/video/288026691837,62070.0
25,72,http://static-media.fxx.com/img/FX_Networks_-_FXX/72/899/Simpsons_04_13.jpg,8.0,1153.0,13,72,1993-01-21,1993,9F11,4,Selma's Choice,24.5,http://www.simpsonsworld.com/video/310386755912,56396.0
26,7,http://static-media.fxx.com/img/FX_Networks_-_FXX/636/523/Simpsons_01_09__827207.jpg,7.9,1638.0,7,7,1990-02-18,1990,7G09,1,The Call of the Simpsons,27.6,http://www.simpsonsworld.com/video/273396803837,57793.0
27,24,http://static-media.fxx.com/img/FX_Networks_-_FXX/671/595/Simpsons_02_11.jpg,8.8,1687.0,11,24,1991-01-24,1991,7F12,2,"One Fish, Two Fish, Blowfish, Blue Fish",24.2,http://www.simpsonsworld.com/video/260548675839,50206.0
28,80,http://static-media.fxx.com/img/FX_Networks_-_FXX/32/119/Simpsons_04_22.jpg,7.7,1080.0,21,80,1993-05-06,1993,9F20,4,Marge in Chains,17.3,http://www.simpsonsworld.com/video/299606595657,68692.0
29,82,http://static-media.fxx.com/img/FX_Networks_-_FXX/698/755/Simpsons_05_01__100677.jpg,8.4,1416.0,1,82,1993-09-30,1993,9F21,5,Homer's Barbershop Quartet,19.9,http://www.simpsonsworld.com/video/305674307809,58390.0
30,84,http://static-media.fxx.com/img/FX_Networks_-_FXX/146/751/Simpsons_05_04.jpg,8.6,1476.0,3,84,1993-10-14,1993,1F02,5,Homer Goes to College,18.1,http://www.simpsonsworld.com/video/280399427649,64802.0
31,87,http://static-media.fxx.com/img/FX_Networks_-_FXX/546/662/Simpsons_05_05.jpg,8.0,1132.0,6,87,1993-11-04,1993,1F03,5,Marge on the Lam,21.7,http://www.simpsonsworld.com/video/294777411510,53490.0
32,89,http://static-media.fxx.com/img/FX_Networks_-_FXX/280/1003/Simpsons_05_08.jpg,8.7,1270.0,8,89,1993-11-18,1993,1F06,5,Boy-Scoutz 'n the Hood,20.1,http://www.simpsonsworld.com/video/288056387698,83238.0
33,92,http://static-media.fxx.com/img/FX_Networks_-_FXX/702/159/Simpsons_05_11.jpg,8.2,1202.0,11,92,1994-01-06,1994,1F09,5,Homer the Vigilante,20.1,http://www.simpsonsworld.com/video/305677891810,74673.0
34,93,http://static-media.fxx.com/img/FX_Networks_-_FXX/1019/279/Simpsons_05_13.jpg,8.1,1123.0,12,93,1994-02-03,1994,1F11,5,Bart Gets Famous,20.0,http://www.simpsonsworld.com/video/302789187885,66267.0
35,95,http://static-media.fxx.com/img/FX_Networks_-_FXX/435/771/Simpsons_05_14.jpg,8.2,1187.0,14,95,1994-02-17,1994,1F12,5,Lisa vs. Malibu Stacy,20.5,http://www.simpsonsworld.com/video/274260035625,61715.0
36,98,http://static-media.fxx.com/img/FX_Networks_-_FXX/810/195/Simpsons_05_17.jpg,7.9,1116.0,17,98,1994-03-31,1994,1F15,5,Bart Gets an Elephant,17.0,http://www.simpsonsworld.com/video/275726403611,63427.0
37,102,http://static-media.fxx.com/img/FX_Networks_-_FXX/706/62/Simpsons_05_22.jpg,7.5,1014.0,21,102,1994-05-12,1994,1F21,5,Lady Bouvier's Lover,15.1,http://www.simpsonsworld.com/video/305681987583,59503.0
38,104,http://static-media.fxx.com/img/FX_Networks_-_FXX/265/950/Bart_Darnkess.jpg,8.6,1330.0,1,104,1994-09-04,1994,1F22,6,Bart of Darkness,15.1,http://www.simpsonsworld.com/video/300925507538,65126.0
39,107,http://static-media.fxx.com/img/FX_Networks_-_FXX/271/1022/Simpsons_06_03__786954.jpg,8.5,1277.0,4,107,1994-10-02,1994,2F01,6,Itchy & Scratchy Land,14.8,http://www.simpsonsworld.com/video/283752003577,72722.0
40,111,http://static-media.fxx.com/img/FX_Networks_-_FXX/829/238/Simpsons_06_07.jpg,8.4,1236.0,8,111,1994-11-13,1994,2F05,6,Lisa on Ice,17.9,http://www.simpsonsworld.com/video/275746371575,63564.0
41,114,http://static-media.fxx.com/img/FX_Networks_-_FXX/708/514/Simpsons_06_10.jpg,7.8,1100.0,11,114,1994-12-18,1994,2F08,6,Fear of Flying,15.6,http://www.simpsonsworld.com/video/305684547546,61569.0
42,116,http://static-media.fxx.com/img/FX_Networks_-_FXX/666/423/Simpsons_06_12.jpg,8.5,1284.0,13,116,1995-01-22,1995,2F10,6,And Maggie Makes Three,17.3,http://www.simpsonsworld.com/video/278796867754,63051.0
43,118,http://static-media.fxx.com/img/FX_Networks_-_FXX/526/207/Simpsons_06_14.jpg,8.5,1254.0,15,118,1995-02-12,1995,2F12,6,Homie the Clown,17.6,http://www.simpsonsworld.com/video/279723587611,73123.0
44,120,http://static-media.fxx.com/img/FX_Networks_-_FXX/709/990/Simpsons_06_16.jpg,7.9,1006.0,17,120,1995-02-26,1995,2F14,6,Homer vs. Patty and Selma,18.9,http://www.simpsonsworld.com/video/305686083529,60599.0
45,123,http://static-media.fxx.com/img/FX_Networks_-_FXX/676/183/Simpsons_06_19.jpg,8.1,1051.0,20,123,1995-04-09,1995,2F18,6,Two Dozen and One Greyhounds,11.6,http://www.simpsonsworld.com/video/278807107855,62323.0
46,125,http://static-media.fxx.com/img/FX_Networks_-_FXX/838/23/Simpsons_06_24__681923.jpg,8.3,1084.0,22,125,1995-04-30,1995,2F32,6,'Round Springfield,12.6,http://www.simpsonsworld.com/video/275755587777,56001.0
47,127,http://static-media.fxx.com/img/FX_Networks_-_FXX/445/31/Simpsons_06_22__554399.jpg,8.6,1285.0,24,127,1995-05-14,1995,2F22,6,Lemon of Troy,13.1,http://www.simpsonsworld.com/video/274269763684,70698.0
48,130,http://static-media.fxx.com/img/FX_Networks_-_FXX/716/823/Simpsons_07_01.jpg,8.3,1172.0,2,130,1995-09-24,1995,2F17,7,Radioactive Man,15.7,http://www.simpsonsworld.com/video/305693251940,62390.0
49,132,http://static-media.fxx.com/img/FX_Networks_-_FXX/974/183/Simpsons_07_04.jpg,8.7,1354.0,4,132,1995-10-08,1995,3F02,7,Bart Sells His Soul,14.8,http://www.simpsonsworld.com/video/276972099995,65333.0
50,134,http://static-media.fxx.com/img/FX_Networks_-_FXX/89/491/Simpsons_07_06.jpg,8.5,1304.0,6,134,1995-10-29,1995,3F04,7,Treehouse of Horror VI,19.7,http://www.simpsonsworld.com/video/310404163601,110342.0
51,139,http://static-media.fxx.com/img/FX_Networks_-_FXX/694/351/Simpsons_07_09.jpg,8.3,1146.0,11,139,1995-12-17,1995,3F07,7,Marge Be Not Proud,16.7,http://www.simpsonsworld.com/video/305669699710,68970.0
52,140,http://static-media.fxx.com/img/FX_Networks_-_FXX/1022/707/Simpsons_07_12.jpg,8.3,1064.0,12,140,1996-01-07,1996,3F10,7,Team Homer,16.7,http://www.simpsonsworld.com/video/302792771967,72268.0
53,143,http://static-media.fxx.com/img/FX_Networks_-_FXX/667/303/Simpsons_07_14.jpg,7.7,954.0,15,143,1996-02-11,1996,3F12,7,Bart the Fink,15.0,http://www.simpsonsworld.com/video/301346371709,71230.0
54,67,http://static-media.fxx.com/img/FX_Networks_-_FXX/775/187/Simpsons_04_08.jpg,8.2,1240.0,8,67,1992-11-12,1992,9F06,4,New Kid on the Block,23.1,http://www.simpsonsworld.com/video/273542211871,54557.0
55,149,http://static-media.fxx.com/img/FX_Networks_-_FXX/14/551/Simpsons_07_20.jpg,8.8,1393.0,21,149,1996-04-14,1996,3F18,7,22 Short Films About Springfield,10.5,http://www.simpsonsworld.com/video/299588163608,66536.0
56,151,http://static-media.fxx.com/img/FX_Networks_-_FXX/89/991/Simpsons_07_22.jpg,8.0,995.0,23,151,1996-05-05,1996,3F20,7,Much Apu About Nothing,11.3,http://www.simpsonsworld.com/video/310404675978,75618.0
57,153,http://static-media.fxx.com/img/FX_Networks_-_FXX/1013/746/Simpsons_07_24.jpg,8.3,1119.0,25,153,1996-05-19,1996,3F22,7,Summer of 4 Ft. 2,14.7,http://www.simpsonsworld.com/video/277013571573,65847.0
58,157,http://static-media.fxx.com/img/FX_Networks_-_FXX/47/258/Simpsons_08_09.jpg,7.7,1079.0,4,157,1996-11-17,1996,4F05,8,"Burns, Baby Burns",12.6,http://www.simpsonsworld.com/video/299622467514,55497.0
59,160,http://static-media.fxx.com/img/FX_Networks_-_FXX/361/767/Simpsons_08_05__410383.jpg,7.8,1005.0,7,160,1996-12-15,1996,4F01,8,Lisa's Date with Density,,http://www.simpsonsworld.com/video/306394691862,60912.0
60,163,http://static-media.fxx.com/img/FX_Networks_-_FXX/306/391/Simpsons_08_03__677111.jpg,9.0,1793.0,10,163,1997-01-12,1997,3G01,8,The Springfield Files,20.9,http://www.simpsonsworld.com/video/436259395954,69555.0
61,164,http://static-media.fxx.com/img/FX_Networks_-_FXX/311/271/Simpsons_08_12.jpg,7.8,998.0,11,164,1997-01-19,1997,4F08,8,The Twisted World of Marge Simpson,14.0,http://www.simpsonsworld.com/video/436264515927,71813.0
62,167,http://static-media.fxx.com/img/FX_Networks_-_FXX/324/459/Simpsons_08_16.jpg,7.9,1079.0,14,167,1997-02-09,1997,4F12,8,The Itchy & Scratchy & Poochie Show,15.5,http://www.simpsonsworld.com/video/436278339668,58581.0
63,168,http://static-media.fxx.com/img/FX_Networks_-_FXX/330/815/Simpsons_08_15.jpg,8.9,1666.0,15,168,1997-02-16,1997,4F11,8,Homer's Phobia,15.3,http://www.simpsonsworld.com/video/436284995621,63355.0
64,171,http://static-media.fxx.com/img/FX_Networks_-_FXX/443/103/Simpsons_08_19.jpg,8.7,1330.0,18,171,1997-03-16,1997,4F15,8,Homer vs. the Eighteenth Amendment,14.6,http://www.simpsonsworld.com/video/436402755605,83561.0
65,173,http://static-media.fxx.com/img/FX_Networks_-_FXX/412/347/Simpsons_08_20.jpg,7.7,913.0,20,173,1997-04-13,1997,4F16,8,The Canine Mutiny,,http://www.simpsonsworld.com/video/436370499586,54155.0
66,175,http://static-media.fxx.com/img/FX_Networks_-_FXX/477/287/Simpsons_08_22__537898.jpg,8.0,973.0,22,175,1997-04-27,1997,4F18,8,In Marge We Trust,16.9,http://www.simpsonsworld.com/video/436438595644,59088.0
67,178,http://static-media.fxx.com/img/FX_Networks_-_FXX/530/1014/Simpsons_08_25__334287.jpg,7.8,967.0,25,178,1997-05-18,1997,4F21,8,The Secret War of Lisa Simpson,12.7,http://www.simpsonsworld.com/video/436494915559,59196.0
68,180,http://static-media.fxx.com/img/FX_Networks_-_FXX/540/775/Simpsons_09_04.jpg,7.4,1158.0,2,180,1997-09-28,1997,4F23,9,The Principal and the Pauper,14.9,http://www.simpsonsworld.com/video/436505155662,48414.0
69,184,http://static-media.fxx.com/img/FX_Networks_-_FXX/518/967/Simpsons_09_08.jpg,7.7,925.0,6,184,1997-11-09,1997,5F03,9,Bart Star,10.6,http://www.simpsonsworld.com/video/448293443714,31033.0
70,186,http://static-media.fxx.com/img/FX_Networks_-_FXX/8/138/Simpsons_09_10.jpg,8.0,978.0,8,186,1997-11-23,1997,5F05,9,Lisa the Skeptic,9.3,http://www.simpsonsworld.com/video/279180355540,22318.0
71,189,http://static-media.fxx.com/img/FX_Networks_-_FXX/575/966/Simpsons_09_25.jpg,5.1,1119.0,11,189,1998-01-04,1998,5F24,9,"All Singing, All Dancing",8.9,http://www.simpsonsworld.com/video/294808131518,15780.0
72,191,http://static-media.fxx.com/img/FX_Networks_-_FXX/51/663/Simpsons_09_24.jpg,8.2,1042.0,13,191,1998-02-08,1998,5F23,9,The Joy of Sect,9.4,http://www.simpsonsworld.com/video/299627075941,27710.0
73,196,http://static-media.fxx.com/img/FX_Networks_-_FXX/63/875/Simpsons_09_18.jpg,7.8,906.0,18,196,1998-03-22,1998,5F13,9,This Little Wiggy,8.9,http://www.simpsonsworld.com/video/299639875678,20739.0
74,198,http://static-media.fxx.com/img/FX_Networks_-_FXX/68/255/Simpsons_09_19.jpg,7.9,949.0,20,198,1998-04-05,1998,5F14,9,The Trouble with Trillions,7.4,http://www.simpsonsworld.com/video/299644483816,23426.0
75,200,http://static-media.fxx.com/img/FX_Networks_-_FXX/12/67/Simpsons_09_14.jpg,8.5,1108.0,22,200,1998-04-26,1998,5F09,9,Trash of the Titans,10.2,http://www.simpsonsworld.com/video/307101763818,26299.0
76,203,http://static-media.fxx.com/img/FX_Networks_-_FXX/499/55/Simpsons_09_23.jpg,8.1,931.0,25,203,1998-05-17,1998,5F18,9,Natural Born Kissers,8.6,http://www.simpsonsworld.com/video/467599939876,53823.0
77,205,http://static-media.fxx.com/img/FX_Networks_-_FXX/641/266/Simpsons_10_03.jpg,8.2,988.0,2,205,1998-09-20,1998,5F21,10,The Wizard of Evergreen Terrace,7.95,http://www.simpsonsworld.com/video/473117763575,53216.0
78,207,http://static-media.fxx.com/img/FX_Networks_-_FXX/652/1003/Simpsons_10_05__447850.jpg,8.0,1013.0,4,207,1998-10-25,1998,AABF01,10,Treehouse of Horror IX,8.5,http://www.simpsonsworld.com/video/473130051681,83169.0
79,212,http://static-media.fxx.com/img/FX_Networks_-_FXX/685/211/Simpsons_10_09.jpg,8.2,975.0,9,212,1998-12-20,1998,AABF05,10,Mayored to the Mob,8.5,http://www.simpsonsworld.com/video/473163843671,56762.0
80,214,http://static-media.fxx.com/img/FX_Networks_-_FXX/677/402/Simpsons_10_11.jpg,7.7,834.0,11,214,1999-01-17,1999,AABF07,10,Wild Barts Can't Be Broken,8.8,http://www.simpsonsworld.com/video/473155651508,57693.0
81,219,http://static-media.fxx.com/img/FX_Networks_-_FXX/617/843/Simpsons_10_16.jpg,7.5,795.0,16,219,1999-02-28,1999,AABF12,10,Make Room for Lisa,7.6,http://www.simpsonsworld.com/video/473093187636,53449.0
82,222,http://static-media.fxx.com/img/FX_Networks_-_FXX/140/267/Simpsons_10_19.jpg,7.6,831.0,19,222,1999-04-11,1999,AABF15,10,Mom and Pop Art,8.5,http://www.simpsonsworld.com/video/310457411688,47851.0
83,224,http://static-media.fxx.com/img/FX_Networks_-_FXX/111/463/Simpsons_10_21.jpg,7.2,789.0,21,224,1999-05-02,1999,AABF17,10,Monty Can't Buy Me Love,7.26,http://www.simpsonsworld.com/video/310427203648,44242.0
84,226,http://static-media.fxx.com/img/FX_Networks_-_FXX/845/151/Simpsons_10_23.jpg,7.9,964.0,23,226,1999-05-16,1999,AABF20,10,Thirty Minutes over Tokyo,8.0,http://www.simpsonsworld.com/video/306901571847,55947.0
85,229,http://static-media.fxx.com/img/FX_Networks_-_FXX/854/935/Simpsons_11_02__034371.jpg,7.5,797.0,3,229,1999-10-24,1999,AABF21,11,Guess Who's Coming to Criticize Dinner?,6.7,http://www.simpsonsworld.com/video/306911811691,46141.0
86,231,http://static-media.fxx.com/img/FX_Networks_-_FXX/50/959/Simpsons_11_01.jpg,7.6,817.0,5,231,1999-11-07,1999,AABF19,11,E-I-E-I-(Annoyed Grunt),8.4,http://www.simpsonsworld.com/video/302847555697,51431.0
87,233,http://static-media.fxx.com/img/FX_Networks_-_FXX/862/743/Simpsons_11_07.jpg,7.1,747.0,7,233,1999-11-21,1999,BABF03,11,Eight Misbehavin',9.2,http://www.simpsonsworld.com/video/306920003903,40465.0
88,238,http://static-media.fxx.com/img/FX_Networks_-_FXX/549/155/Simpsons_11_12.jpg,7.3,747.0,12,238,2000-01-23,2000,BABF08,11,The Mansion Family,11.3,http://www.simpsonsworld.com/video/279747651734,43949.0
89,240,http://static-media.fxx.com/img/FX_Networks_-_FXX/301/499/Simpsons_11_14.jpg,7.9,887.0,14,240,2000-02-13,2000,BABF11,11,"Alone Again, Natura-diddily",10.8,http://www.simpsonsworld.com/video/288077891629,47392.0
90,242,http://static-media.fxx.com/img/FX_Networks_-_FXX/528/595/Simpsons_11_16.jpg,7.3,755.0,16,242,2000-02-27,2000,BABF12,11,Pygmoelian,9.4,http://www.simpsonsworld.com/video/294758467783,52891.0
91,245,http://static-media.fxx.com/img/FX_Networks_-_FXX/838/307/Simpsons_11_20.jpg,6.6,805.0,19,245,2000-04-30,2000,BABF16,11,Kill the Alligator and Run,7.46,http://www.simpsonsworld.com/video/292935747924,52176.0
92,247,http://static-media.fxx.com/img/FX_Networks_-_FXX/989/75/Simpsons_11_21.jpg,7.3,737.0,21,247,2000-05-14,2000,BABF18,11,"It's a Mad, Mad, Mad, Mad Marge",7.5,http://www.simpsonsworld.com/video/301683779737,54146.0
93,249,http://static-media.fxx.com/img/FX_Networks_-_FXX/534/951/Simpsons_12_03__536295.jpg,7.6,829.0,1,249,2000-11-01,2000,BABF21,12,Treehouse of Horror XI,13.2,http://www.simpsonsworld.com/video/294765123660,77719.0
94,251,http://static-media.fxx.com/img/FX_Networks_-_FXX/876/906/Simpsons_12_01.jpg,7.1,733.0,3,251,2000-11-12,2000,BABF17,12,Insane Clown Poppy,16.4,http://www.simpsonsworld.com/video/306934851515,40443.0
95,254,http://static-media.fxx.com/img/FX_Networks_-_FXX/47/531/Simpsons_12_06.jpg,7.7,782.0,6,254,2000-12-03,2000,CABF02,12,The Computer Wore Menace Shoes,15.6,http://www.simpsonsworld.com/video/302843971598,51100.0
96,258,http://static-media.fxx.com/img/FX_Networks_-_FXX/48/507/Simpsons_12_09.jpg,7.3,760.0,10,258,2001-01-14,2001,CABF05,12,Pokey Mom,15.0,http://www.simpsonsworld.com/video/302844995961,51024.0
97,261,http://static-media.fxx.com/img/FX_Networks_-_FXX/16/971/Simpsons_12_14__355949.jpg,7.2,668.0,13,261,2001-02-18,2001,CABF10,12,Day of the Jackanapes,15.4,http://www.simpsonsworld.com/video/307106883649,49986.0
98,263,http://static-media.fxx.com/img/FX_Networks_-_FXX/726/431/Simpsons_12_13.jpg,7.4,731.0,15,263,2001-03-04,2001,CABF09,12,"Hungry, Hungry Homer",17.6,http://www.simpsonsworld.com/video/307850819931,49811.0
99,265,http://static-media.fxx.com/img/FX_Networks_-_FXX/48/1007/Simpsons_12_17.jpg,6.9,719.0,17,265,2001-04-01,2001,CABF13,12,Simpson Safari,13.3,http://www.simpsonsworld.com/video/302845507908,49065.0
100,268,http://static-media.fxx.com/img/FX_Networks_-_FXX/959/294/Simpsons_12_20.jpg,7.3,666.0,20,268,2001-05-13,2001,CABF16,12,Children of a Lesser Clod,13.8,http://www.simpsonsworld.com/video/301652547508,50070.0
101,270,http://static-media.fxx.com/img/FX_Networks_-_FXX/24/779/treehouse.jpg,7.5,824.0,1,270,2001-11-06,2001,CABF19,13,Treehouse of Horror XII,13.0,http://www.simpsonsworld.com/video/307115075729,77136.0
102,272,http://static-media.fxx.com/img/FX_Networks_-_FXX/258/619/homer_the_moe.jpg,7.2,698.0,3,272,2001-11-18,2001,CABF20,13,Homer the Moe,14.4,http://www.simpsonsworld.com/video/300917827935,44651.0
103,274,http://static-media.fxx.com/img/FX_Networks_-_FXX/99/783/the_blunder_eyars.jpg,7.7,716.0,5,274,2001-12-09,2001,CABF21,13,The Blunder Years,12.9,http://www.simpsonsworld.com/video/302898755902,45288.0
104,279,http://static-media.fxx.com/img/FX_Networks_-_FXX/990/51/half_decent.jpg,7.5,683.0,10,279,2002-02-10,2002,DABF04,13,Half-Decent Proposal,13.2,http://www.simpsonsworld.com/video/301684803770,42977.0
105,281,http://static-media.fxx.com/img/FX_Networks_-_FXX/100/258/the_lastest_gun.jpg,6.5,656.0,12,281,2002-02-24,2002,DABF07,13,The Lastest Gun in the West,13.2,http://www.simpsonsworld.com/video/302899267542,44787.0
106,284,http://static-media.fxx.com/img/FX_Networks_-_FXX/971/507/blame_it_on_lisa.jpg,7.0,670.0,15,284,2002-03-31,2002,DABF10,13,Blame It on Lisa,11.1,http://www.simpsonsworld.com/video/301665347899,50694.0
107,286,http://static-media.fxx.com/img/FX_Networks_-_FXX/89/1023/gump_roast.jpg,5.6,721.0,17,286,2002-04-21,2002,DABF12,13,Gump Roast,12.3,http://www.simpsonsworld.com/video/302888515845,46335.0
108,70,http://static-media.fxx.com/img/FX_Networks_-_FXX/781/42/Simpsons_04_11.jpg,8.7,1445.0,11,70,1992-12-17,1992,9F09,4,Homer's Triple Bypass,23.6,http://www.simpsonsworld.com/video/273548355538,57400.0
109,294,http://static-media.fxx.com/img/FX_Networks_-_FXX/150/335/Simpsons_Bart_vsLisa_vs3rd_Grade.jpg,7.0,645.0,3,294,2002-11-17,2002,DABF20,14,Bart vs. Lisa vs. the Third Grade,13.3,http://www.simpsonsworld.com/video/221347395722,43130.0
110,297,http://static-media.fxx.com/img/FX_Networks_-_FXX/264/598/Simpsons_The_Great_Louse_Detective.jpg,7.3,628.0,6,297,2002-12-15,2002,EABF01,14,The Great Louse Detective,15.5,http://www.simpsonsworld.com/video/221467203550,48110.0
111,299,http://static-media.fxx.com/img/FX_Networks_-_FXX/326/110/Simpsons_14_08.jpg,7.3,598.0,8,299,2003-01-12,2003,EABF03,14,The Dad Who Knew Too Little,12.8,http://www.simpsonsworld.com/video/221531715548,47170.0
112,301,http://static-media.fxx.com/img/FX_Networks_-_FXX/321/231/Simpsons_Pray_Anything.jpg,6.8,598.0,10,301,2003-02-09,2003,EABF06,14,Pray Anything,13.4,http://www.simpsonsworld.com/video/221526595805,46336.0
113,306,http://static-media.fxx.com/img/FX_Networks_-_FXX/482/867/Simpsons_14_15.jpg,7.3,557.0,15,306,2003-03-16,2003,EABF10,14,C.E.D'oh,13.0,http://www.simpsonsworld.com/video/221696067982,47386.0
114,308,http://static-media.fxx.com/img/FX_Networks_-_FXX/485/795/Simpsons_Three_Gays_of_the_Condo.jpg,7.2,649.0,17,308,2003-04-13,2003,EABF12,14,Three Gays of the Condo,12.02,http://www.simpsonsworld.com/video/221699139984,49263.0
