index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att_y,Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
14,Yann Sommer,1.0,ch SUI,GK,32-255,90,0,0,0,0,0,0,0,0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,80.0,0.0,27.0,0.0,0.0,0.0,3.0,2.0,1.0,33.3,1.8,3.0,11.0,27.3,40.0,4.0,22.5,29.4,10.0,20.0,28.9,12.0,0.0,0.0,0.0,13.3,0,25
0,Wout Weghorst,9.0,nl NED,FW,29-022,90,0,0,0,0,2,0,0,0,34.0,1.0,0,1.0,0.4,0.4,0.0,2.0,0.0,18.0,24.0,75.0,2.0,28.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,26
1,Renato Steffen,11.0,ch SUI,LW,29-299,87,0,0,0,0,1,0,1,0,28.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,0.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,26
2,Omar Marmoush,29.0,eg EGY,FW,,3,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26
3,Ridle Baku,20.0,de GER,RW,23-143,90,0,0,0,0,2,1,0,0,47.0,3.0,0,1.0,0.1,0.1,0.0,1.0,0.0,27.0,35.0,77.1,3.0,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,26
4,Maximilian Philipp,17.0,de GER,AM,27-181,77,0,0,0,0,0,0,0,0,26.0,0.0,0,2.0,0.0,0.0,0.0,2.0,1.0,11.0,17.0,64.7,2.0,13.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,1,26
5,Lukas Nmecha,10.0,de GER,AM,22-258,13,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,26
6,Maximilian Arnold,27.0,de GER,DM,27-094,90,0,0,0,0,1,0,0,0,57.0,0.0,0,2.0,0.0,0.0,0.0,2.0,0.0,39.0,49.0,79.6,6.0,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,26
7,Xaver Schlager,24.0,at AUT,DM,23-335,69,0,0,0,0,1,0,1,0,29.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,72.7,1.0,16.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,26
8,Josuha Guilavogui,23.0,fr FRA,DM,30-344,21,0,0,0,0,0,0,1,0,13.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,1.0,4.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1,26
9,Jérôme Roussillon,15.0,fr FRA,LB,28-235,90,1,0,0,0,1,1,1,0,51.0,0.0,1,2.0,0.3,0.3,0.0,4.0,0.0,32.0,40.0,80.0,3.0,27.0,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,1,26
10,John Brooks,25.0,us USA,CB,28-213,90,0,0,0,0,0,0,0,0,57.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,51.0,84.3,4.0,34.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,26
11,Maxence Lacroix,4.0,fr FRA,CB,21-145,90,0,0,0,0,0,0,0,0,70.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,39.0,54.0,72.2,1.0,33.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,26
12,Kevin Mbabu,19.0,ch SUI,RB,26-132,90,0,0,0,0,0,0,0,0,69.0,2.0,0,2.0,0.0,0.0,0.0,2.0,1.0,26.0,47.0,55.3,5.0,33.0,0.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,1,26
13,Koen Casteels,1.0,be BEL,GK,29-065,90,0,0,0,0,0,0,0,0,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,72.7,0.0,26.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.3,7.0,18.0,38.9,34.0,4.0,23.5,30.0,10.0,100.0,65.5,11.0,1.0,9.1,0.0,7.5,1,26
0,André Silva,33.0,pt POR,FW,25-296,90,0,0,0,0,1,1,0,0,34.0,1.0,0,1.0,0.2,0.2,0.0,3.0,0.0,11.0,21.0,52.4,1.0,20.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,0,26
1,Christopher Nkunku,18.0,fr FRA,"LW,LM",23-288,90,0,0,0,0,1,1,0,0,49.0,3.0,0,3.0,0.0,0.0,0.0,4.0,0.0,27.0,36.0,75.0,7.0,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,26
2,Dominik Szoboszlai,17.0,hu HUN,RW,20-308,67,0,0,0,0,1,0,0,0,30.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,14.0,20.0,70.0,1.0,13.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
3,Yussuf Poulsen,9.0,dk DEN,"AM,RW",27-075,23,0,0,0,0,0,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,62.5,1.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,26
4,Emil Forsberg,10.0,se SWE,"AM,RW,LW",29-310,90,0,0,0,0,2,0,0,0,43.0,2.0,0,2.0,0.1,0.1,0.1,2.0,0.0,17.0,29.0,58.6,1.0,26.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,26
5,Amadou Haidara,8.0,ml MLI,DM,23-210,58,0,0,0,0,0,0,0,0,30.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,22.0,72.7,4.0,17.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,26
6,Konrad Laimer,27.0,at AUT,"DM,CM",24-094,32,0,0,0,0,0,0,0,0,18.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,4.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
7,Tyler Adams,14.0,us USA,DM,22-196,85,0,0,0,0,0,0,1,0,52.0,3.0,2,1.0,0.0,0.0,0.0,1.0,0.0,36.0,42.0,85.7,10.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
8,Kevin Kampl,44.0,si SVN,"CM,DM",30-324,5,0,0,0,0,1,0,0,0,8.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,6.0,100.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
9,Joško Gvardiol,32.0,hr CRO,LB,19-218,85,0,0,0,0,0,0,1,0,65.0,2.0,0,0.0,0.0,0.0,0.2,2.0,0.0,39.0,56.0,69.6,6.0,30.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,26
10,Nordi Mukiele,22.0,fr FRA,"CB,LB",23-301,5,0,0,0,0,0,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,45.5,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
11,Mohamed Simakan,2.0,fr FRA,CB,21-118,85,0,0,0,0,1,0,0,0,56.0,7.0,3,2.0,0.2,0.2,0.0,1.0,0.0,36.0,42.0,85.7,5.0,34.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,26
12,Brian Brobbey,21.0,nl NED,RM,19-209,5,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,4.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,26
13,Willi Orban,4.0,hu HUN,CB,28-299,90,0,0,0,0,3,0,0,0,68.0,1.0,0,1.0,0.6,0.6,0.0,0.0,0.0,50.0,57.0,87.7,6.0,38.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
14,Lukas Klostermann,16.0,de GER,"RB,CB",25-087,90,0,0,0,0,1,0,0,0,69.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,50.0,58.0,86.2,6.0,33.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26
15,Péter Gulácsi,1.0,hu HUN,GK,31-115,90,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,76.7,1.0,19.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,1.0,4.0,11.0,36.4,26.0,3.0,34.6,31.8,4.0,50.0,37.0,10.0,1.0,10.0,0.0,9.0,0,26
0,Jeong Woo-yeong,29.0,kr KOR,FW,21-356,71,0,0,0,0,2,2,0,0,20.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,9.0,13.0,69.2,2.0,12.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
1,Kevin Schade,20.0,de GER,FW,19-288,19,0,0,0,0,1,0,1,0,13.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,7.0,57.1,0.0,8.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,27
2,Lucas Höler,9.0,de GER,FW,27-063,81,0,0,0,0,0,0,0,0,21.0,0.0,0,0.0,0.0,0.0,0.2,1.0,0.0,10.0,15.0,66.7,0.0,7.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
3,Ermedin Demirović,11.0,ba BIH,FW,23-170,9,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
4,Vincenzo Grifo,32.0,it ITA,LM,28-157,90,0,0,0,0,1,0,0,0,53.0,1.0,0,0.0,0.2,0.2,0.0,1.0,0.0,31.0,43.0,72.1,6.0,36.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
5,Maximilian Eggestein,8.0,de GER,CM,24-277,45,0,0,0,0,0,0,0,0,27.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,81.0,1.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
6,Janik Haberer,19.0,de GER,CM,27-162,45,0,0,0,0,0,0,0,0,22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,78.9,1.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
7,Yannik Keitel,14.0,de GER,CM,21-208,90,0,0,0,0,2,1,0,0,53.0,3.0,0,0.0,0.3,0.3,0.0,2.0,0.0,30.0,42.0,71.4,6.0,31.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1,27
8,Roland Sallai,22.0,hu HUN,RM,24-112,71,0,0,0,0,1,0,0,0,28.0,1.0,1,0.0,0.0,0.0,0.1,2.0,0.0,14.0,22.0,63.6,3.0,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,27
9,Nils Petersen,18.0,de GER,RM,32-279,19,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
10,Christian Günter,30.0,de GER,LB,28-195,90,0,0,0,0,2,0,0,0,67.0,1.0,1,0.0,0.0,0.0,0.2,3.0,0.0,38.0,60.0,63.3,6.0,41.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
11,Nico Schlotterbeck,4.0,de GER,CB,21-284,90,0,0,0,0,0,0,0,0,66.0,3.0,3,2.0,0.0,0.0,0.2,5.0,0.0,39.0,48.0,81.3,9.0,42.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
12,Philipp Lienhart,3.0,at AUT,CB,25-062,90,0,0,0,0,0,0,0,0,74.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,58.0,62.0,93.5,2.0,51.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,27
13,Lukas Kübler,17.0,de GER,RB,29-012,86,0,0,0,0,0,0,0,0,73.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,44.0,62.0,71.0,3.0,42.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1,27
14,Noah Weißhaupt,33.0,de GER,RB,19-356,4,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,27
15,Mark Flekken,26.0,nl NED,GK,28-090,90,0,0,0,0,0,0,0,0,58.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,56.0,87.5,1.0,42.0,0.0,0.0,0.0,4.0,1.0,3.0,75.0,1.1,8.0,14.0,57.1,48.0,12.0,22.9,29.6,7.0,42.9,42.6,22.0,0.0,0.0,5.0,20.0,1,27
0,Anthony Modeste,27.0,fr FRA,FW,33-150,68,1,0,0,0,5,1,1,0,25.0,0.0,0,0.0,0.2,0.2,0.4,3.0,0.0,10.0,16.0,62.5,2.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
1,Ondrej Duda,18.0,sk SVK,"CM,FW",26-280,22,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,2.0,10.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
2,Sebastian Andersson,9.0,se SWE,FW,30-058,81,0,0,0,0,4,1,0,0,31.0,0.0,0,0.0,0.4,0.4,0.0,1.0,0.0,15.0,17.0,88.2,1.0,21.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,27
3,Louis Schaub,21.0,at AUT,FW,26-256,9,0,0,0,0,0,0,0,0,5.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,27
4,Florian Kainz,11.0,at AUT,LM,28-322,73,0,0,0,0,2,0,2,1,45.0,0.0,0,2.0,0.2,0.2,0.3,4.0,0.0,20.0,34.0,58.8,7.0,31.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
5,Mark Uth,13.0,de GER,CM,30-018,61,0,0,0,0,3,2,0,0,27.0,1.0,0,2.0,0.3,0.3,0.1,3.0,0.0,14.0,17.0,82.4,2.0,19.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
6,Ellyes Skhiri,28.0,tn TUN,"DM,CM",26-124,29,0,0,0,0,0,0,0,0,17.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,92.3,3.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
7,Salih Özcan,6.0,tr TUR,RM,23-243,68,0,0,0,0,0,0,0,0,26.0,0.0,0,1.0,0.0,0.0,0.0,3.0,1.0,12.0,18.0,66.7,4.0,18.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,27
8,Tim Lemperle,25.0,de GER,"LM,RM",19-218,22,0,0,0,0,0,0,0,0,15.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,58.3,1.0,11.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,27
9,Dejan Ljubicic,7.0,at AUT,"DM,RM",23-338,81,0,0,0,0,0,0,0,0,38.0,1.0,2,0.0,0.0,0.0,0.0,2.0,0.0,24.0,27.0,88.9,4.0,20.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
10,Tomáš Ostrák,31.0,cz CZE,RM,21-218,9,0,0,0,0,0,0,0,0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,27
11,Jonas Hector,14.0,de GER,LB,31-107,90,0,0,0,0,0,0,0,0,50.0,2.0,4,0.0,0.0,0.0,0.0,2.0,0.0,30.0,38.0,78.9,4.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
12,Rafael Czichos,5.0,de GER,CB,31-120,90,0,0,0,0,0,0,0,0,60.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,41.0,52.0,78.8,5.0,39.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
13,Jorge Meré,22.0,es ESP,CB,24-147,90,0,0,0,0,0,0,0,0,60.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,80.0,4.0,34.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
14,Benno Schmitz,2.0,de GER,RB,26-298,90,0,1,0,0,1,0,0,0,67.0,2.0,1,3.0,0.0,0.0,0.2,5.0,1.0,38.0,58.0,65.5,2.0,33.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,27
15,Timo Horn,1.0,de GER,GK,28-122,90,0,0,0,0,0,0,0,0,44.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,43.0,72.1,0.0,29.0,0.0,1.0,1.0,3.0,1.0,3.0,66.7,0.5,10.0,21.0,47.6,36.0,1.0,50.0,42.0,7.0,42.9,42.0,15.0,0.0,0.0,0.0,8.0,0,27
0,Georginio Rutter,33.0,fr FRA,FW,19-144,90,0,0,0,0,1,0,0,0,25.0,0.0,0,1.0,0.1,0.1,0.2,1.0,0.0,7.0,10.0,70.0,0.0,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
1,Jacob Bruun Larsen,7.0,dk DEN,"LW,RW",22-357,72,0,0,0,0,2,0,0,0,36.0,0.0,0,1.0,0.2,0.2,0.0,2.0,0.0,21.0,26.0,80.8,3.0,21.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
2,Robert Skov,29.0,dk DEN,RW,25-114,18,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
3,Mijat Gaćinović,20.0,rs SRB,RW,26-215,45,0,0,0,0,1,0,1,0,14.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,10.0,60.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
4,Christoph Baumgartner,14.0,at AUT,"AM,DM",22-041,45,0,0,0,0,1,0,0,0,35.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,24.0,62.5,3.0,16.0,3.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,1,28
5,Andrej Kramarić,27.0,hr CRO,"LW,AM",30-084,90,0,0,0,0,3,0,0,0,46.0,1.0,0,0.0,0.2,0.2,0.1,3.0,0.0,30.0,37.0,81.1,7.0,33.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,28
6,Sebastian Rudy,16.0,de GER,DM,31-195,57,0,0,0,0,1,0,0,0,38.0,1.0,0,1.0,0.1,0.1,0.0,0.0,0.0,21.0,31.0,67.7,3.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
7,Florian Grillitsch,11.0,at AUT,DM,26-035,33,0,0,0,0,0,0,0,0,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,85.2,3.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
8,Dennis Geiger,8.0,de GER,DM,23-093,72,0,0,0,0,0,0,0,0,40.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,36.0,80.6,1.0,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
9,Moanes Dabbur,10.0,il ISR,AM,29-120,18,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,0.0,8.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
10,David Raum,17.0,de GER,LB,23-142,90,0,0,0,0,0,0,0,0,105.0,1.0,1,0.0,0.0,0.0,0.1,6.0,0.0,71.0,98.0,72.4,7.0,65.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1,28
11,Chris Richards,28.0,us USA,CB,21-167,90,0,0,0,0,0,0,0,0,99.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,86.0,87.2,9.0,57.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
12,Kevin Vogt,22.0,de GER,CB,29-353,90,0,0,0,0,0,0,1,0,82.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,78.0,89.7,8.0,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
13,Stefan Posch,38.0,at AUT,RB,24-120,45,0,0,0,0,0,0,0,0,33.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,63.0,2.0,20.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
14,Pavel Kadeřábek,3.0,cz CZE,RB,29-139,45,0,0,0,0,0,0,0,0,45.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,41.0,73.2,6.0,24.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,28
15,Oliver Baumann,1.0,de GER,GK,31-101,90,0,0,0,0,0,0,0,0,49.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,47.0,80.9,0.0,28.0,0.0,0.0,0.0,5.0,2.0,3.0,60.0,1.9,7.0,14.0,50.0,39.0,10.0,25.6,29.6,7.0,57.1,45.4,14.0,1.0,7.1,3.0,20.8,1,28
0,Karim Onisiwo,9.0,at AUT,FW,29-178,59,0,0,0,0,3,0,0,0,26.0,0.0,0,3.0,0.1,0.1,0.0,1.0,0.0,7.0,11.0,63.6,1.0,8.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
1,Ádám Szalai,28.0,hu HUN,FW,33-276,31,0,0,0,0,1,0,0,0,19.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,7.0,9.0,77.8,0.0,11.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
2,Jonathan Burkardt,29.0,de GER,FW,21-062,75,1,0,0,0,2,2,0,0,27.0,1.0,0,1.0,0.2,0.2,0.0,2.0,0.0,10.0,17.0,58.8,3.0,17.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,0,28
3,Marcus Ingvartsen,11.0,dk DEN,FW,25-250,15,1,0,0,0,2,1,0,0,11.0,0.0,0,1.0,0.2,0.2,0.1,1.0,0.0,5.0,6.0,83.3,1.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
4,Jean-Paul Boëtius,5.0,nl NED,CM,27-173,75,0,0,0,0,1,0,0,0,39.0,0.0,2,3.0,0.0,0.0,0.0,2.0,0.0,17.0,31.0,54.8,4.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,28
5,Anton Stach,6.0,de GER,CM,22-300,15,0,1,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.1,1.0,1.0,5.0,7.0,71.4,0.0,5.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
6,Dominik Kohr,31.0,de GER,CM,27-223,90,0,1,0,0,0,0,0,0,53.0,2.0,2,3.0,0.0,0.0,0.2,3.0,2.0,26.0,44.0,59.1,6.0,19.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,28
7,Leandro Barreiro Martins,8.0,lu LUX,CM,21-251,75,0,0,0,0,1,1,0,0,26.0,4.0,0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,16.0,37.5,1.0,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
8,Lee Jae-sung,7.0,kr KOR,CM,29-032,15,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
9,Anderson Lucoqui,23.0,ao ANG,WB,24-067,90,0,0,0,0,1,0,0,0,46.0,1.0,1,3.0,0.0,0.0,0.1,4.0,0.0,19.0,34.0,55.9,3.0,17.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,28
10,Silvan Widmer,30.0,ch SUI,WB,28-190,90,0,0,0,0,0,0,0,0,39.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,50.0,2.0,13.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,28
11,Moussa Niakhate,19.0,sn SEN,CB,25-187,32,0,0,0,0,0,0,0,0,16.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,11.0,15.0,73.3,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
12,Alexander Hack,42.0,de GER,CB,28-003,58,0,0,0,0,0,0,1,0,26.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,68.4,2.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
13,Stefan Bell,16.0,de GER,CB,30-018,90,0,0,0,0,0,0,0,0,30.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,92.3,2.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
14,Jerry St. Juste,4.0,nl NED,CB,24-327,90,0,0,0,0,2,1,0,0,40.0,3.0,2,2.0,0.1,0.1,0.1,4.0,0.0,20.0,26.0,76.9,3.0,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28
15,Robin Zentner,27.0,de GER,GK,26-318,90,0,0,0,0,0,0,0,0,37.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,61.1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,22.0,40.9,24.0,7.0,62.5,45.9,11.0,63.6,50.5,18.0,1.0,5.6,0.0,10.5,0,28
0,Taiwo Awoniyi,14.0,ng NGA,FW,24-030,85,0,0,0,0,3,1,0,0,19.0,0.0,0,0.0,0.2,0.2,0.0,4.0,0.0,5.0,8.0,62.5,0.0,16.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1,29
1,Sheraldo Becker,27.0,sr SUR,FW,26-214,5,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,29
2,Max Kruse,10.0,de GER,FW,33-176,71,0,0,0,0,1,0,0,0,41.0,1.0,1,0.0,0.1,0.1,0.0,5.0,0.0,28.0,34.0,82.4,3.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,29
