index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att_y,Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
9,Christian Günter,30.0,de GER,LB,28-314,90,0,1,0,0,1,0,0,0,68.0,2.0,0,1.0,0.1,0.1,0.2,5.0,1.0,38.0,56.0,67.9,6.0,35.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,154
10,Keven Schlotterbeck,31.0,de GER,CB,24-255,69,0,0,0,0,1,0,1,0,36.0,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,23.0,28.0,82.1,1.0,20.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,154
11,Manuel Gulde,5.0,de GER,CB,30-330,21,0,0,0,0,0,0,1,0,13.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,2.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,154
12,Philipp Lienhart,3.0,at AUT,CB,25-181,90,0,0,0,0,0,0,0,0,62.0,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,37.0,50.0,74.0,3.0,36.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,154
13,Lukas Kübler,17.0,de GER,RB,29-131,90,0,0,0,0,0,0,0,0,68.0,2.0,4,2.0,0.0,0.0,0.1,1.0,0.0,40.0,52.0,76.9,4.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,154
14,Benjamin Uphoff,1.0,de GER,GK,28-153,90,0,0,0,0,0,0,0,0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.0,61.7,1.0,29.0,0.0,0.0,0.0,5.0,2.0,3.0,60.0,0.8,10.0,27.0,37.0,37.0,3.0,45.9,36.2,10.0,100.0,66.8,19.0,4.0,21.1,0.0,4.1,1,154
0,Janni Serra,23.0,de GER,FW,23-301,65,0,1,0,0,0,0,0,0,21.0,0.0,0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,80.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
1,Robin Hack,21.0,de GER,"FW,LW",23-134,25,0,1,0,0,2,0,1,0,22.0,2.0,0,0.0,0.1,0.1,0.2,5.0,1.0,15.0,17.0,88.2,4.0,20.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
2,Florian Krüger,18.0,de GER,LW,22-329,65,0,0,0,0,0,0,0,0,19.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,17.0,76.5,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
3,Bryan Lasme,10.0,fr FRA,"LW,FW",23-055,25,1,0,0,0,2,1,0,0,14.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,8.0,87.5,0.0,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
4,Patrick Wimmer,20.0,at AUT,RW,20-223,90,0,0,0,0,4,1,0,0,58.0,4.0,4,0.0,0.3,0.3,0.0,3.0,0.0,17.0,42.0,40.5,2.0,27.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0,154
5,Sebastian Vasiliadis,39.0,gr GRE,LM,24-096,81,0,0,0,0,0,0,0,0,38.0,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,17.0,28.0,60.7,1.0,23.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,154
6,Gonzalo Castro,7.0,de GER,CM,34-211,9,0,0,0,0,0,0,0,0,7.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,28.6,1.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
7,Masaya Okugawa,11.0,jp JPN,"CM,LM",25-269,90,1,0,0,0,4,1,0,0,33.0,2.0,0,2.0,0.3,0.3,0.0,0.0,0.0,9.0,17.0,52.9,1.0,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
8,Alessandro Schöpf,8.0,at AUT,"RM,CM",27-335,90,0,0,0,0,1,1,0,0,61.0,0.0,3,1.0,0.2,0.2,0.1,2.0,0.0,40.0,51.0,78.4,6.0,35.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,154
9,Andrés Andrade Cedeño,30.0,pa PAN,"LB,CB",23-084,90,0,0,0,0,2,1,0,0,69.0,1.0,5,2.0,0.0,0.0,0.0,1.0,1.0,36.0,55.0,65.5,4.0,34.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,0,154
10,Joakim Nilsson,4.0,se SWE,CB,27-336,81,0,0,0,0,0,0,0,0,58.0,0.0,3,2.0,0.0,0.0,0.1,2.0,0.0,36.0,48.0,75.0,3.0,38.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
11,Guilherme Ramos,3.0,pt POR,CB,24-150,9,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,55.6,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
12,Amos Pieper,2.0,de GER,CB,23-356,84,0,0,0,0,0,0,0,0,69.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,47.0,59.0,79.7,5.0,44.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
13,Jacob Barrett Laursen,5.0,dk DEN,CB,27-052,6,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,6.0,83.3,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
14,Cédric Brunner,27.0,ch SUI,"RB,RM",27-325,90,0,0,0,0,0,0,0,0,72.0,1.0,4,1.0,0.0,0.0,0.0,1.0,0.0,39.0,59.0,66.1,3.0,40.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,154
15,Stefan Ortega,1.0,de GER,GK,29-063,90,0,0,0,0,0,0,0,0,57.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,54.0,72.2,0.0,35.0,0.0,0.0,0.0,5.0,2.0,3.0,60.0,2.2,12.0,26.0,46.2,44.0,1.0,47.7,38.1,10.0,50.0,37.5,13.0,0.0,0.0,1.0,15.4,0,154
0,Patrik Schick,14.0,cz CZE,FW,25-349,90,1,0,0,0,4,3,0,0,36.0,0.0,0,0.0,0.6,0.6,0.0,5.0,2.0,15.0,22.0,68.2,1.0,19.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,155
1,Paulinho,7.0,br BRA,LW,21-177,76,0,0,0,0,3,2,0,0,41.0,1.0,0,1.0,0.2,0.2,0.1,3.0,0.0,23.0,31.0,74.2,2.0,32.0,9.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,1,155
2,Amine Adli,31.0,ma MAR,LW,21-243,14,0,0,0,0,0,0,0,0,13.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,3.0,7.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,155
3,Moussa Diaby,19.0,fr FRA,RW,22-185,90,0,0,0,0,2,1,0,0,50.0,1.0,0,0.0,0.3,0.3,0.5,6.0,1.0,30.0,39.0,76.9,10.0,39.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,1,155
4,Florian Wirtz,27.0,de GER,AM,18-250,90,0,0,0,0,1,1,0,0,71.0,0.0,0,0.0,0.1,0.1,0.2,5.0,0.0,50.0,63.0,79.4,6.0,48.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1,155
5,Kerem Demirbay,10.0,de GER,DM,28-189,76,0,0,0,0,2,0,0,0,77.0,1.0,1,1.0,0.0,0.0,0.3,5.0,0.0,54.0,65.0,83.1,7.0,45.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,155
6,Karim Bellarabi,38.0,de GER,DM,31-275,14,0,1,0,0,2,0,0,0,10.0,0.0,0,0.0,0.1,0.1,0.2,1.0,1.0,6.0,7.0,85.7,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,155
7,Robert Andrich,8.0,de GER,DM,27-108,90,0,0,0,0,0,0,0,0,76.0,1.0,3,0.0,0.0,0.0,0.0,2.0,0.0,55.0,66.0,83.3,8.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,155
8,Mitchel Bakker,5.0,nl NED,LB,21-202,90,0,0,0,0,1,0,0,0,79.0,0.0,1,0.0,0.1,0.1,0.0,0.0,0.0,56.0,68.0,82.4,3.0,51.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,155
9,Piero Hincapié,33.0,ec ECU,CB,19-364,90,0,0,0,0,2,0,0,0,87.0,0.0,0,5.0,0.1,0.1,0.0,1.0,0.0,69.0,78.0,88.5,5.0,57.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,155
10,Jonathan Tah,4.0,de GER,CB,25-331,90,1,0,0,0,2,1,1,0,94.0,2.0,1,0.0,0.3,0.3,0.3,2.0,0.0,76.0,81.0,93.8,8.0,64.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,155
11,Jeremie Frimpong,30.0,nl NED,RB,21-029,82,0,0,0,0,0,0,0,0,65.0,2.0,1,2.0,0.0,0.0,0.0,2.0,0.0,43.0,54.0,79.6,4.0,39.0,7.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,1,155
12,Lucas Alario,13.0,ar ARG,RB,29-092,8,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,155
13,Lukáš Hrádecký,1.0,fi FIN,GK,32-045,90,0,0,0,0,0,0,0,0,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,0.0,19.0,0.0,0.0,0.0,7.0,2.0,5.0,71.4,1.9,6.0,11.0,54.5,24.0,3.0,37.5,34.8,4.0,50.0,37.0,12.0,0.0,0.0,0.0,14.5,1,155
0,Max Kruse,10.0,de GER,FW,33-295,90,0,1,0,0,4,0,0,0,52.0,0.0,0,1.0,0.4,0.4,0.8,9.0,1.0,26.0,38.0,68.4,5.0,33.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,155
1,Kevin Behrens,17.0,de GER,FW,30-339,45,0,0,0,0,1,1,0,0,26.0,1.0,0,0.0,0.3,0.3,0.0,2.0,1.0,13.0,18.0,72.2,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,155
2,Andreas Voglsammer,9.0,de GER,FW,29-364,45,0,0,0,0,4,2,0,0,18.0,0.0,0,0.0,0.4,0.4,0.2,3.0,0.0,6.0,10.0,60.0,0.0,10.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
3,Niko Gießelmann,23.0,de GER,LW,30-104,25,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,155
4,Bastian Oczipka,20.0,de GER,LW,32-361,65,0,0,0,0,1,0,0,0,38.0,3.0,0,0.0,0.1,0.1,0.0,1.0,0.0,23.0,30.0,76.7,4.0,19.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,0,155
5,Christopher Trimmel,28.0,at AUT,RW,34-318,76,0,0,0,0,1,1,1,0,49.0,3.0,2,3.0,0.0,0.0,0.0,4.0,0.0,23.0,34.0,67.6,3.0,9.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,155
6,Julian Ryerson,6.0,no NOR,RW,24-052,14,0,0,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,100.0,2.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
7,Grischa Prömel,21.0,de GER,CM,26-364,70,2,0,0,0,2,2,0,0,34.0,3.0,0,0.0,1.5,1.5,0.0,0.0,0.0,19.0,26.0,73.1,3.0,15.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
8,Kevin Möhwald,30.0,de GER,CM,28-189,20,0,0,0,0,2,1,0,0,12.0,0.0,0,0.0,0.2,0.2,0.3,2.0,0.0,5.0,8.0,62.5,3.0,8.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,155
9,Genki Haraguchi,24.0,jp JPN,CM,30-244,45,0,0,0,0,1,0,0,0,18.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,6.0,10.0,60.0,2.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
10,Levin Öztunalı,7.0,de GER,CM,25-299,45,0,0,0,0,1,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.2,4.0,0.0,12.0,18.0,66.7,2.0,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,155
11,Rani Khedira,8.0,de GER,DM,27-346,90,0,0,0,0,0,0,0,0,43.0,2.0,3,0.0,0.0,0.0,0.0,2.0,0.0,22.0,31.0,71.0,3.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
12,Marvin Friedrich,5.0,de GER,CB,26-026,90,0,0,0,0,2,0,1,0,32.0,2.0,0,2.0,0.1,0.1,0.0,1.0,0.0,12.0,18.0,66.7,1.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
13,Robin Knoche,31.0,de GER,CB,29-231,90,0,0,0,0,0,0,0,0,46.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,3.0,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,155
14,Paul Jaeckel,3.0,de GER,CB,23-170,90,0,0,0,0,0,0,0,0,44.0,0.0,6,3.0,0.0,0.0,0.0,1.0,0.0,20.0,25.0,80.0,3.0,17.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0,155
15,Andreas Luthe,1.0,de GER,GK,34-304,90,0,0,0,0,0,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,74.1,0.0,11.0,0.0,0.0,0.0,8.0,2.0,6.0,75.0,1.3,10.0,15.0,66.7,18.0,5.0,55.6,41.0,9.0,55.6,46.0,25.0,1.0,4.0,0.0,5.0,0,155
0,Yussuf Poulsen,9.0,dk DEN,FW,27-207,45,0,0,0,0,1,1,0,0,13.0,0.0,0,0.0,0.4,0.4,0.2,2.0,0.0,6.0,10.0,60.0,1.0,10.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
1,Christopher Nkunku,18.0,fr FRA,FW,24-055,45,1,2,0,0,3,2,0,0,38.0,0.0,0,0.0,0.7,0.7,0.6,3.0,2.0,26.0,31.0,83.9,3.0,29.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,156
2,André Silva,33.0,pt POR,FW,26-063,68,2,0,1,1,3,1,0,0,43.0,2.0,0,4.0,1.4,1.2,0.4,6.0,3.0,18.0,21.0,85.7,1.0,27.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,156
3,Hugo Novoa,38.0,es ESP,FW,19-007,22,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.2,1.0,0.0,4.0,5.0,80.0,1.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
4,Dominik Szoboszlai,17.0,hu HUN,AM,21-075,86,1,1,0,0,4,1,0,0,87.0,3.0,0,1.0,0.4,0.4,0.5,5.0,1.0,65.0,72.0,90.3,5.0,54.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1,156
5,Sidney Raebiger,37.0,de GER,AM,16-266,4,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
6,Kevin Kampl,44.0,si SVN,CM,31-091,90,0,0,0,0,1,0,0,0,114.0,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,103.0,110.0,93.6,12.0,87.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
7,Tyler Adams,14.0,us USA,CM,22-328,90,0,0,0,0,0,0,0,0,100.0,2.0,0,1.0,0.0,0.0,0.0,4.0,1.0,94.0,97.0,96.9,10.0,72.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
8,Angeliño,3.0,es ESP,WB,25-004,90,0,0,0,0,0,0,0,0,76.0,1.0,0,0.0,0.0,0.0,0.4,2.0,0.0,55.0,73.0,75.3,1.0,40.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,156
9,Lukas Klostermann,16.0,de GER,WB,25-219,81,0,0,0,0,0,0,0,0,52.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,36.0,49.0,73.5,6.0,27.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,156
10,Joscha Wosz,47.0,de GER,WB,19-172,9,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
11,Joško Gvardiol,32.0,hr CRO,CB,19-350,90,0,0,0,0,2,1,0,0,125.0,2.0,1,1.0,0.3,0.3,0.0,0.0,0.0,100.0,113.0,88.5,7.0,86.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,1,156
12,Willi Orban,4.0,hu HUN,CB,29-066,90,0,0,0,0,0,0,0,0,93.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,78.0,85.0,91.8,2.0,58.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
13,Mohamed Simakan,2.0,fr FRA,CB,21-250,90,0,0,0,0,0,0,0,0,91.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,77.0,83.0,92.8,0.0,59.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,156
14,Péter Gulácsi,1.0,hu HUN,GK,31-247,90,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,88.9,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,1.0,3.0,33.3,25.0,4.0,12.0,24.7,2.0,0.0,17.5,3.0,0.0,0.0,1.0,20.0,1,156
0,Jonathan Burkardt,29.0,de GER,FW,21-181,64,0,0,0,0,0,0,0,0,18.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,71.4,1.0,8.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
1,David Nemeth,34.0,at AUT,CB,20-296,26,0,0,0,0,0,0,0,0,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,92.9,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
2,Karim Onisiwo,9.0,at AUT,FW,29-297,81,0,1,0,0,0,0,0,0,27.0,0.0,1,1.0,0.0,0.0,0.2,2.0,2.0,12.0,18.0,66.7,2.0,21.0,2.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,0,156
3,Paul Nebel,26.0,de GER,FW,19-090,9,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
4,Jean-Paul Boëtius,5.0,nl NED,CM,27-292,64,0,0,0,0,0,0,0,0,27.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,76.0,2.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
5,Leandro Barreiro Martins,8.0,lu LUX,CM,22-005,26,0,0,0,0,0,0,0,0,13.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
6,Anton Stach,6.0,de GER,CM,23-054,90,0,0,0,0,1,0,0,0,57.0,1.0,1,2.0,0.1,0.1,0.0,0.0,0.0,29.0,42.0,69.0,2.0,31.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
7,Lee Jae-sung,7.0,kr KOR,CM,29-151,81,1,0,0,0,1,1,1,0,35.0,2.0,1,4.0,0.2,0.2,0.0,0.0,0.0,17.0,23.0,73.9,2.0,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
8,Matondo-Merveille Papela,24.0,de GER,CM,20-355,9,0,0,0,0,0,0,0,0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
9,Aarón Martín,3.0,es ESP,WB,24-261,81,0,0,0,0,0,0,0,0,35.0,2.0,1,0.0,0.0,0.0,0.1,2.0,0.0,21.0,30.0,70.0,1.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
10,Anderson Lucoqui,23.0,ao ANG,WB,24-186,9,0,0,0,0,0,0,0,0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
11,Daniel Brosinski,18.0,de GER,WB,33-175,90,0,0,0,0,0,0,0,0,52.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,25.0,42.0,59.5,1.0,25.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
12,Alexander Hack,42.0,de GER,CB,28-122,18,0,0,0,0,0,0,0,1,15.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,55.6,0.0,8.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
13,Stefan Bell,16.0,de GER,CB,30-137,90,0,0,0,0,0,0,1,0,63.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,44.0,50.0,88.0,0.0,37.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
14,Silvan Widmer,30.0,ch SUI,CB,28-309,90,0,0,0,0,0,0,0,0,63.0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,48.0,54.0,88.9,3.0,32.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,156
15,Robin Zentner,27.0,de GER,GK,27-072,90,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,96.7,0.0,15.0,0.0,0.0,0.0,7.0,4.0,3.0,57.1,3.8,3.0,4.0,75.0,23.0,4.0,13.0,25.8,7.0,14.3,21.1,17.0,1.0,5.9,0.0,9.8,0,156
0,Moanes Dabbur,10.0,il ISR,FW,29-239,71,0,0,0,0,2,1,0,0,39.0,1.0,1,1.0,0.1,0.1,0.0,3.0,1.0,23.0,31.0,74.2,4.0,19.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1,157
1,Georginio Rutter,33.0,fr FRA,FW,19-263,19,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,1.0,7.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
2,Ihlas Bebou,9.0,tg TOG,FW,27-260,71,2,0,0,0,3,2,0,0,29.0,0.0,0,0.0,0.9,0.9,0.1,0.0,0.0,12.0,17.0,70.6,1.0,22.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
3,Angelo Stiller,13.0,de GER,FW,20-279,19,0,0,0,0,0,0,0,0,12.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,2.0,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
4,David Raum,17.0,de GER,LW,23-261,90,1,1,0,0,1,1,0,0,69.0,0.0,1,1.0,0.5,0.5,0.8,5.0,1.0,45.0,60.0,75.0,5.0,35.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,1,157
5,Pavel Kadeřábek,3.0,cz CZE,RW,29-258,36,0,0,0,0,0,0,0,0,29.0,1.0,0,1.0,0.0,0.0,0.1,0.0,0.0,20.0,26.0,76.9,2.0,16.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
6,Kevin Akpoguma,25.0,ng NGA,RW,26-264,54,0,1,0,0,0,0,0,0,38.0,0.0,1,1.0,0.0,0.0,0.3,2.0,1.0,20.0,28.0,71.4,3.0,17.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
7,Andrej Kramarić,27.0,hr CRO,CM,30-203,89,0,0,0,0,3,1,0,0,56.0,0.0,0,0.0,0.2,0.2,0.3,3.0,0.0,37.0,46.0,80.4,4.0,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
8,Sargis Adamyan,23.0,am ARM,CM,28-230,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
9,Christoph Baumgartner,14.0,at AUT,CM,22-160,90,0,0,0,0,1,0,1,0,62.0,3.0,1,2.0,0.3,0.3,0.0,3.0,1.0,39.0,48.0,81.3,6.0,38.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
10,Dennis Geiger,8.0,de GER,DM,23-212,90,0,0,0,0,1,0,0,0,77.0,3.0,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,62.0,90.3,12.0,41.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
11,Chris Richards,28.0,us USA,CB,21-286,90,0,0,0,0,2,0,0,0,84.0,1.0,1,6.0,0.2,0.2,0.0,2.0,0.0,48.0,66.0,72.7,7.0,48.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
12,Kevin Vogt,22.0,de GER,CB,30-107,90,0,0,0,0,0,0,0,0,87.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,74.0,85.0,87.1,4.0,66.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,157
13,Stefan Posch,38.0,at AUT,CB,24-239,90,0,0,0,0,0,0,0,0,71.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,63.0,79.4,5.0,40.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,157
14,Oliver Baumann,1.0,de GER,GK,31-220,90,0,0,0,0,0,0,0,0,54.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,51.0,84.3,0.0,36.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1.0,1.0,9.0,11.1,44.0,7.0,15.9,27.5,7.0,28.6,31.1,16.0,0.0,0.0,1.0,14.0,1,157
