Round,Wk,Day,Date,Time,Home,xG_x,xG_y,Away,Attendance,Venue,Referee,game_id,Score_x,Score_y,Round_x,Fouls_x,Corners_x,Crosses_x,Touches_x,Tackles_x,Interceptions_x,Aerials Won_x,Clearances_x,Offsides_x,Goal Kicks_x,Throw Ins_x,Long Balls_x,Round_y,Fouls_y,Corners_y,Crosses_y,Touches_y,Tackles_y,Interceptions_y,Aerials Won_y,Clearances_y,Offsides_y
Regular season,16.0,Wed,2021-12-15,20:30,Augsburg,1.2,2.2,RB Leipzig,,WWK Arena,Florian Badstübner,143,1,1,Regular season,15.0,6.0,16.0,446.0,19.0,11.0,11.0,19.0,3.0,4.0,17.0,68.0,Regular season,8.0,8.0,22.0,805.0,7.0,11.0,9.0,18.0,3.0
Regular season,17.0,Fri,2021-12-17,20:30,Bayern Munich,3.6,1.0,Wolfsburg,,Allianz Arena,Tobias Welz,144,4,0,Regular season,10.0,5.0,21.0,920.0,27.0,14.0,5.0,4.0,0.0,2.0,15.0,42.0,Regular season,4.0,3.0,13.0,608.0,22.0,22.0,7.0,30.0,1.0
Regular season,17.0,Sat,2021-12-18,15:30,Bochum,1.1,0.8,Union Berlin,13500.0,Vonovia Ruhrstadion,Tobias Reichel,145,0,1,Regular season,13.0,1.0,17.0,645.0,7.0,10.0,29.0,16.0,1.0,4.0,27.0,116.0,Regular season,9.0,5.0,15.0,559.0,7.0,12.0,27.0,24.0,1.0
Regular season,17.0,Sat,2021-12-18,15:30,Greuther Fürth,0.1,1.2,Augsburg,,Sportpark Ronhof Thomas Sommer,Sascha Stegemann,146,0,0,Regular season,8.0,6.0,21.0,517.0,18.0,12.0,13.0,21.0,1.0,11.0,35.0,87.0,Regular season,13.0,5.0,24.0,568.0,17.0,2.0,25.0,27.0,1.0
Regular season,17.0,Sat,2021-12-18,15:30,RB Leipzig,1.6,0.8,Arminia,,Red Bull Arena,Frank Willenborg,147,0,2,Regular season,6.0,10.0,35.0,958.0,21.0,7.0,20.0,6.0,0.0,1.0,18.0,56.0,Regular season,16.0,1.0,3.0,400.0,15.0,11.0,15.0,54.0,2.0
Regular season,17.0,Sat,2021-12-18,15:30,Hoffenheim,2.1,1.3,M'Gladbach,750.0,PreZero Arena,Sven Jablonski,148,1,1,Regular season,6.0,15.0,38.0,708.0,10.0,5.0,13.0,9.0,6.0,4.0,27.0,81.0,Regular season,9.0,3.0,8.0,539.0,9.0,19.0,14.0,32.0,2.0
Regular season,17.0,Sat,2021-12-18,15:30,Eint Frankfurt,1.8,0.6,Mainz 05,15000.0,Deutsche Bank Park,Felix Brych,149,1,0,Regular season,11.0,8.0,23.0,656.0,21.0,15.0,21.0,19.0,1.0,8.0,16.0,115.0,Regular season,9.0,6.0,23.0,649.0,14.0,12.0,30.0,18.0,4.0
Regular season,17.0,Sat,2021-12-18,18:30,Hertha BSC,1.2,1.3,Dortmund,5000.0,Olympiastadion Berlin,Marco Fritz,150,3,2,Regular season,4.0,1.0,13.0,534.0,12.0,22.0,13.0,30.0,1.0,8.0,16.0,81.0,Regular season,19.0,5.0,20.0,712.0,16.0,3.0,11.0,12.0,3.0
Regular season,17.0,Sun,2021-12-19,15:30,Freiburg,2.1,0.8,Leverkusen,750.0,Europa-Park Stadion,Benjamin Cortus,151,2,1,Regular season,6.0,4.0,17.0,554.0,15.0,15.0,15.0,27.0,0.0,7.0,20.0,66.0,Regular season,8.0,8.0,19.0,670.0,8.0,10.0,17.0,14.0,0.0
Regular season,17.0,Sun,2021-12-19,17:30,Köln,2.0,0.4,Stuttgart,15000.0,RheinEnergieSTADION,Bastian Dankert,152,1,0,Regular season,17.0,2.0,19.0,612.0,22.0,12.0,10.0,13.0,1.0,4.0,20.0,80.0,Regular season,13.0,1.0,13.0,576.0,19.0,11.0,8.0,17.0,3.0
Regular season,18.0,Fri,2022-01-07,20:30,Bayern Munich,1.9,1.0,M'Gladbach,,Allianz Arena,Daniel Siebert,153,1,2,Regular season,18.0,6.0,20.0,868.0,20.0,11.0,14.0,11.0,5.0,3.0,25.0,67.0,Regular season,11.0,6.0,11.0,613.0,25.0,22.0,12.0,34.0,1.0
Regular season,18.0,Sat,2022-01-08,15:30,Freiburg,1.8,1.0,Arminia,,Europa-Park Stadion,Harm Osmers,154,2,2,Regular season,6.0,7.0,17.0,605.0,18.0,10.0,30.0,28.0,4.0,10.0,26.0,86.0,Regular season,5.0,12.0,22.0,615.0,13.0,21.0,23.0,19.0,1.0
Regular season,18.0,Sat,2022-01-08,15:30,Leverkusen,1.6,2.7,Union Berlin,,BayArena,Matthias Jöllenbeck,155,2,2,Regular season,8.0,11.0,30.0,731.0,9.0,7.0,19.0,18.0,1.0,4.0,23.0,74.0,Regular season,11.0,5.0,18.0,493.0,17.0,13.0,12.0,31.0,1.0
Regular season,18.0,Sat,2022-01-08,15:30,RB Leipzig,2.9,0.3,Mainz 05,,Red Bull Arena,Deniz Aytekin,156,4,1,Regular season,6.0,6.0,17.0,872.0,17.0,5.0,0.0,5.0,5.0,2.0,14.0,56.0,Regular season,10.0,1.0,5.0,466.0,19.0,12.0,11.0,12.0,3.0
Regular season,18.0,Sat,2022-01-08,15:30,Hoffenheim,2.2,0.9,Augsburg,500.0,PreZero Arena,Benjamin Cortus,157,3,1,Regular season,17.0,2.0,21.0,719.0,10.0,5.0,17.0,14.0,2.0,7.0,26.0,79.0,Regular season,7.0,4.0,17.0,558.0,22.0,14.0,19.0,19.0,2.0
Regular season,18.0,Sat,2022-01-08,15:30,Greuther Fürth,0.9,1.9,Stuttgart,,Sportpark Ronhof Thomas Sommer,Felix Brych,158,0,0,Regular season,8.0,1.0,9.0,554.0,20.0,5.0,11.0,28.0,0.0,11.0,21.0,74.0,Regular season,13.0,5.0,27.0,769.0,21.0,4.0,18.0,16.0,0.0
Regular season,18.0,Sat,2022-01-08,18:30,Eint Frankfurt,1.4,2.0,Dortmund,250.0,Deutsche Bank Park,Robert Schröder,159,2,3,Regular season,14.0,4.0,13.0,533.0,14.0,20.0,11.0,24.0,2.0,12.0,14.0,87.0,Regular season,6.0,11.0,31.0,814.0,8.0,8.0,11.0,15.0,3.0
Regular season,18.0,Sun,2022-01-09,15:30,Hertha BSC,1.2,1.2,Köln,3000.0,Olympiastadion Berlin,Tobias Stieler,160,1,3,Regular season,9.0,10.0,23.0,621.0,17.0,11.0,11.0,28.0,0.0,6.0,23.0,86.0,Regular season,16.0,4.0,19.0,563.0,25.0,22.0,7.0,19.0,7.0
Regular season,18.0,Sun,2022-01-09,17:30,Bochum,0.9,0.4,Wolfsburg,,Vonovia Ruhrstadion,Daniel Schlager,161,1,0,Regular season,15.0,4.0,20.0,596.0,25.0,13.0,33.0,19.0,1.0,6.0,27.0,102.0,Regular season,18.0,2.0,16.0,604.0,23.0,7.0,20.0,20.0,2.0
Regular season,19.0,Fri,2022-01-14,20:30,Dortmund,2.4,0.9,Freiburg,750.0,Signal Iduna Park,Florian Badstübner,162,5,1,Regular season,8.0,9.0,20.0,830.0,16.0,12.0,19.0,6.0,1.0,2.0,21.0,50.0,Regular season,8.0,2.0,9.0,474.0,15.0,13.0,15.0,18.0,1.0
Regular season,19.0,Sat,2022-01-15,15:30,Stuttgart,1.0,1.5,RB Leipzig,500.0,Mercedes-Benz Arena,Daniel Schlager,163,0,2,Regular season,12.0,5.0,19.0,683.0,23.0,10.0,17.0,7.0,2.0,6.0,30.0,65.0,Regular season,13.0,1.0,6.0,671.0,18.0,17.0,12.0,25.0,1.0
Regular season,19.0,Sat,2022-01-15,15:30,Union Berlin,1.3,0.8,Hoffenheim,3000.0,Stadion An der Alten Försterei,Martin Petersen,164,2,1,Regular season,10.0,0.0,17.0,556.0,16.0,12.0,20.0,28.0,5.0,6.0,24.0,73.0,Regular season,11.0,8.0,26.0,719.0,5.0,7.0,15.0,17.0,0.0
Regular season,19.0,Sat,2022-01-15,15:30,Köln,1.0,3.3,Bayern Munich,1000.0,RheinEnergieSTADION,Tobias Welz,165,0,4,Regular season,6.0,5.0,22.0,655.0,24.0,16.0,12.0,26.0,7.0,7.0,9.0,57.0,Regular season,11.0,12.0,19.0,667.0,18.0,11.0,15.0,16.0,1.0
Regular season,19.0,Sat,2022-01-15,15:30,Mainz 05,1.7,1.5,Bochum,1000.0,Mewa Arena,Frank Willenborg,166,1,0,Regular season,19.0,7.0,22.0,609.0,17.0,16.0,24.0,20.0,0.0,8.0,20.0,95.0,Regular season,14.0,3.0,15.0,568.0,14.0,12.0,19.0,34.0,0.0
Regular season,19.0,Sat,2022-01-15,15:30,Wolfsburg,1.7,0.3,Hertha BSC,500.0,Volkswagen Arena,Robert Hartmann,167,0,0,Regular season,12.0,3.0,15.0,599.0,29.0,11.0,20.0,14.0,10.0,6.0,30.0,81.0,Regular season,12.0,2.0,12.0,654.0,19.0,10.0,12.0,19.0,5.0
Regular season,19.0,Sat,2022-01-15,18:30,M'Gladbach,1.2,5.3,Leverkusen,750.0,Stadion im Borussia-Park,Sascha Stegemann,168,1,2,Regular season,8.0,5.0,18.0,634.0,19.0,11.0,12.0,14.0,1.0,8.0,14.0,61.0,Regular season,18.0,7.0,19.0,560.0,17.0,13.0,19.0,25.0,1.0
Regular season,19.0,Sun,2022-01-16,15:30,Augsburg,1.0,2.6,Eint Frankfurt,,WWK Arena,Sven Jablonski,169,1,1,Regular season,12.0,4.0,33.0,598.0,14.0,9.0,15.0,22.0,4.0,11.0,24.0,82.0,Regular season,14.0,3.0,25.0,635.0,25.0,12.0,17.0,28.0,3.0
Regular season,19.0,Sun,2022-01-16,17:30,Arminia,0.5,0.7,Greuther Fürth,750.0,SchücoArena,Christian Dingert,170,2,2,Regular season,16.0,3.0,17.0,556.0,33.0,5.0,28.0,27.0,0.0,4.0,34.0,84.0,Regular season,6.0,5.0,15.0,654.0,20.0,16.0,27.0,31.0,2.0
Regular season,20.0,Fri,2022-01-21,20:30,Eint Frankfurt,1.9,1.3,Arminia,1000.0,Deutsche Bank Park,Tobias Reichel,171,0,2,Regular season,7.0,10.0,34.0,865.0,15.0,15.0,27.0,9.0,1.0,5.0,40.0,83.0,Regular season,10.0,1.0,5.0,498.0,19.0,15.0,26.0,36.0,3.0
Regular season,20.0,Sat,2022-01-22,15:30,Leverkusen,2.8,1.5,Augsburg,750.0,BayArena,Daniel Schlager,172,5,1,Regular season,8.0,9.0,16.0,792.0,10.0,8.0,17.0,13.0,1.0,5.0,24.0,49.0,Regular season,7.0,5.0,13.0,455.0,23.0,12.0,9.0,19.0,1.0
Regular season,20.0,Sat,2022-01-22,15:30,M'Gladbach,1.5,1.1,Union Berlin,750.0,Stadion im Borussia-Park,Felix Brych,173,1,2,Regular season,11.0,4.0,11.0,752.0,15.0,9.0,14.0,11.0,0.0,3.0,19.0,61.0,Regular season,19.0,1.0,15.0,550.0,17.0,5.0,16.0,13.0,1.0
Regular season,20.0,Sat,2022-01-22,15:30,Greuther Fürth,1.3,1.7,Mainz 05,,Sportpark Ronhof Thomas Sommer,Robert Schröder,174,2,1,Regular season,12.0,7.0,13.0,536.0,27.0,15.0,17.0,35.0,1.0,13.0,28.0,81.0,Regular season,15.0,7.0,23.0,652.0,20.0,6.0,22.0,16.0,1.0
Regular season,20.0,Sat,2022-01-22,15:30,Hoffenheim,1.7,1.6,Dortmund,500.0,PreZero Arena,Deniz Aytekin,175,2,3,Regular season,14.0,7.0,26.0,762.0,9.0,13.0,11.0,3.0,5.0,4.0,17.0,76.0,Regular season,7.0,3.0,8.0,602.0,21.0,9.0,13.0,22.0,1.0
Regular season,20.0,Sat,2022-01-22,15:30,Freiburg,1.6,0.3,Stuttgart,500.0,Europa-Park Stadion,Tobias Stieler,176,2,0,Regular season,12.0,6.0,27.0,623.0,11.0,4.0,23.0,21.0,2.0,8.0,20.0,75.0,Regular season,7.0,3.0,16.0,640.0,7.0,1.0,14.0,30.0,0.0
Regular season,20.0,Sat,2022-01-22,18:30,Bochum,1.8,1.1,Köln,750.0,Vonovia Ruhrstadion,Matthias Jöllenbeck,177,2,2,Regular season,11.0,1.0,20.0,634.0,7.0,12.0,18.0,22.0,3.0,8.0,23.0,112.0,Regular season,12.0,5.0,23.0,526.0,11.0,7.0,19.0,20.0,2.0
Regular season,20.0,Sun,2022-01-23,15:30,RB Leipzig,1.5,0.8,Wolfsburg,1000.0,Red Bull Arena,Daniel Siebert,178,2,0,Regular season,17.0,4.0,13.0,625.0,14.0,15.0,15.0,12.0,2.0,4.0,21.0,38.0,Regular season,16.0,3.0,17.0,565.0,15.0,15.0,14.0,19.0,5.0
Regular season,20.0,Sun,2022-01-23,17:30,Hertha BSC,0.9,5.5,Bayern Munich,3000.0,Olympiastadion Berlin,Bastian Dankert,179,1,4,Regular season,9.0,4.0,7.0,465.0,22.0,17.0,8.0,29.0,0.0,9.0,6.0,69.0,Regular season,9.0,9.0,20.0,924.0,23.0,16.0,9.0,3.0,4.0
Regular season,21.0,Fri,2022-02-04,20:30,Hertha BSC,0.4,1.1,Bochum,3000.0,Olympiastadion Berlin,Marco Fritz,180,1,1,Regular season,15.0,4.0,12.0,597.0,19.0,8.0,14.0,18.0,1.0,5.0,16.0,77.0,Regular season,22.0,7.0,21.0,590.0,24.0,19.0,16.0,13.0,4.0
Regular season,21.0,Sat,2022-02-05,15:30,Stuttgart,1.5,1.1,Eint Frankfurt,10000.0,Mercedes-Benz Arena,Sascha Stegemann,181,2,3,Regular season,7.0,3.0,17.0,650.0,21.0,14.0,24.0,20.0,3.0,9.0,22.0,93.0,Regular season,12.0,14.0,22.0,567.0,28.0,6.0,16.0,11.0,1.0
Regular season,21.0,Sat,2022-02-05,15:30,Arminia,0.5,2.0,M'Gladbach,10000.0,SchücoArena,Benjamin Cortus,182,1,1,Regular season,14.0,5.0,15.0,515.0,22.0,13.0,16.0,25.0,4.0,11.0,18.0,79.0,Regular season,11.0,11.0,23.0,711.0,24.0,13.0,22.0,22.0,2.0
Regular season,21.0,Sat,2022-02-05,15:30,Köln,1.0,0.7,Freiburg,10000.0,RheinEnergieSTADION,Felix Brych,183,1,0,Regular season,14.0,8.0,20.0,505.0,10.0,11.0,27.0,39.0,1.0,6.0,16.0,91.0,Regular season,15.0,8.0,22.0,649.0,13.0,14.0,25.0,30.0,3.0
Regular season,21.0,Sat,2022-02-05,15:30,Augsburg,1.8,1.7,Union Berlin,7600.0,WWK Arena,Harm Osmers,184,2,0,Regular season,7.0,4.0,11.0,550.0,15.0,6.0,24.0,18.0,2.0,7.0,25.0,80.0,Regular season,16.0,6.0,27.0,585.0,19.0,7.0,23.0,14.0,3.0
Regular season,21.0,Sat,2022-02-05,15:30,Mainz 05,2.2,1.6,Hoffenheim,6800.0,Mewa Arena,Christian Dingert,185,2,0,Regular season,12.0,5.0,16.0,534.0,18.0,9.0,16.0,24.0,2.0,12.0,18.0,66.0,Regular season,13.0,3.0,17.0,711.0,15.0,13.0,15.0,17.0,3.0
Regular season,21.0,Sat,2022-02-05,18:30,Bayern Munich,3.1,2.1,RB Leipzig,10000.0,Allianz Arena,Sven Jablonski,186,3,2,Regular season,11.0,2.0,16.0,766.0,15.0,13.0,10.0,5.0,5.0,5.0,21.0,40.0,Regular season,12.0,0.0,5.0,595.0,18.0,14.0,9.0,17.0,3.0
Regular season,21.0,Sun,2022-02-06,15:30,Dortmund,1.7,2.0,Leverkusen,10000.0,Signal Iduna Park,Daniel Siebert,187,2,5,Regular season,8.0,7.0,16.0,761.0,19.0,9.0,11.0,11.0,2.0,4.0,12.0,39.0,Regular season,10.0,6.0,14.0,502.0,18.0,20.0,11.0,22.0,1.0
Regular season,21.0,Sun,2022-02-06,17:30,Wolfsburg,2.4,1.1,Greuther Fürth,500.0,Volkswagen Arena,Martin Petersen,188,4,1,Regular season,11.0,2.0,11.0,633.0,13.0,10.0,13.0,20.0,1.0,3.0,15.0,64.0,Regular season,13.0,3.0,10.0,505.0,11.0,6.0,14.0,10.0,2.0
Regular season,22.0,Fri,2022-02-11,20:30,RB Leipzig,0.9,0.9,Köln,15000.0,Red Bull Arena,Florian Badstübner,189,3,1,Regular season,6.0,5.0,7.0,633.0,15.0,13.0,9.0,21.0,2.0,8.0,17.0,69.0,Regular season,11.0,6.0,17.0,641.0,19.0,16.0,15.0,10.0,0.0
Regular season,22.0,Sat,2022-02-12,15:30,Freiburg,1.7,2.3,Mainz 05,10000.0,Europa-Park Stadion,Deniz Aytekin,190,1,1,Regular season,14.0,7.0,20.0,685.0,14.0,11.0,29.0,38.0,0.0,10.0,20.0,81.0,Regular season,15.0,3.0,18.0,484.0,16.0,12.0,30.0,20.0,3.0
Regular season,22.0,Sat,2022-02-12,15:30,Greuther Fürth,2.4,2.1,Hertha BSC,9000.0,Sportpark Ronhof Thomas Sommer,Daniel Schlager,191,2,1,Regular season,11.0,8.0,14.0,509.0,21.0,15.0,9.0,26.0,1.0,15.0,20.0,64.0,Regular season,12.0,8.0,28.0,651.0,16.0,14.0,19.0,15.0,4.0
Regular season,22.0,Sat,2022-02-12,15:30,M'Gladbach,2.4,1.6,Augsburg,10000.0,Stadion im Borussia-Park,Tobias Welz,192,3,2,Regular season,8.0,3.0,11.0,731.0,17.0,11.0,16.0,17.0,3.0,5.0,27.0,67.0,Regular season,12.0,2.0,23.0,589.0,18.0,20.0,12.0,19.0,3.0
Regular season,22.0,Sat,2022-02-12,15:30,Eint Frankfurt,1.0,1.5,Wolfsburg,10000.0,Deutsche Bank Park,Frank Willenborg,193,0,2,Regular season,12.0,10.0,33.0,764.0,16.0,12.0,28.0,11.0,2.0,10.0,36.0,92.0,Regular season,9.0,1.0,10.0,546.0,20.0,15.0,32.0,37.0,4.0
Regular season,22.0,Sat,2022-02-12,15:30,Bochum,1.4,1.9,Bayern Munich,10000.0,Vonovia Ruhrstadion,Robert Schröder,194,4,2,Regular season,13.0,4.0,14.0,473.0,18.0,18.0,24.0,21.0,4.0,13.0,17.0,95.0,Regular season,7.0,9.0,19.0,723.0,10.0,12.0,21.0,8.0,2.0
Regular season,22.0,Sat,2022-02-12,18:30,Leverkusen,1.9,1.0,Stuttgart,10000.0,BayArena,Felix Brych,195,4,2,Regular season,10.0,10.0,30.0,876.0,17.0,6.0,7.0,9.0,1.0,7.0,21.0,49.0,Regular season,6.0,0.0,6.0,492.0,20.0,14.0,8.0,32.0,0.0
Regular season,22.0,Sun,2022-02-13,15:30,Union Berlin,1.2,2.2,Dortmund,10000.0,Stadion An der Alten Försterei,Matthias Jöllenbeck,196,0,3,Regular season,20.0,2.0,29.0,558.0,18.0,12.0,8.0,11.0,1.0,3.0,24.0,69.0,Regular season,9.0,5.0,9.0,814.0,13.0,8.0,17.0,16.0,0.0
Regular season,22.0,Sun,2022-02-13,17:30,Hoffenheim,2.8,0.9,Arminia,10000.0,PreZero Arena,Robert Hartmann,197,2,0,Regular season,12.0,13.0,26.0,653.0,15.0,9.0,20.0,16.0,2.0,4.0,16.0,68.0,Regular season,12.0,3.0,16.0,604.0,15.0,13.0,13.0,25.0,2.0
Regular season,23.0,Fri,2022-02-18,20:30,Mainz 05,0.9,1.0,Leverkusen,10000.0,Mewa Arena,Benjamin Cortus,198,3,2,Regular season,15.0,6.0,26.0,516.0,14.0,18.0,11.0,12.0,3.0,3.0,23.0,61.0,Regular season,13.0,2.0,12.0,694.0,19.0,9.0,13.0,24.0,0.0
Regular season,23.0,Sat,2022-02-19,15:30,Stuttgart,1.2,2.0,Bochum,20059.0,Mercedes-Benz Arena,Harm Osmers,199,1,1,Regular season,7.0,5.0,14.0,555.0,15.0,6.0,31.0,24.0,1.0,10.0,23.0,90.0,Regular season,17.0,0.0,22.0,504.0,16.0,8.0,24.0,15.0,0.0
Regular season,23.0,Sat,2022-02-19,15:30,Arminia,0.8,0.9,Union Berlin,10000.0,SchücoArena,Daniel Schlager,200,1,0,Regular season,7.0,6.0,12.0,562.0,13.0,6.0,41.0,32.0,1.0,10.0,27.0,89.0,Regular season,14.0,4.0,25.0,707.0,20.0,13.0,18.0,15.0,4.0
Regular season,23.0,Sat,2022-02-19,15:30,Wolfsburg,1.5,1.5,Hoffenheim,7145.0,Volkswagen Arena,Felix Zwayer,201,1,2,Regular season,10.0,5.0,20.0,691.0,8.0,7.0,17.0,17.0,4.0,5.0,21.0,73.0,Regular season,18.0,2.0,14.0,595.0,13.0,10.0,13.0,20.0,2.0
Regular season,23.0,Sat,2022-02-19,15:30,Augsburg,1.1,2.0,Freiburg,15000.0,WWK Arena,Daniel Siebert,202,1,2,Regular season,11.0,11.0,33.0,581.0,15.0,15.0,23.0,18.0,1.0,12.0,27.0,99.0,Regular season,8.0,4.0,12.0,538.0,28.0,6.0,28.0,39.0,2.0
Regular season,23.0,Sat,2022-02-19,18:30,Köln,1.1,0.6,Eint Frankfurt,10000.0,RheinEnergieSTADION,Christian Dingert,203,1,0,Regular season,9.0,5.0,27.0,699.0,18.0,18.0,14.0,15.0,2.0,7.0,30.0,92.0,Regular season,16.0,6.0,15.0,555.0,16.0,17.0,17.0,35.0,0.0
Regular season,23.0,Sun,2022-02-20,15:30,Bayern Munich,1.8,0.8,Greuther Fürth,25000.0,Allianz Arena,Robert Hartmann,204,4,1,Regular season,14.0,6.0,26.0,888.0,15.0,5.0,12.0,9.0,3.0,6.0,19.0,52.0,Regular season,18.0,4.0,13.0,349.0,20.0,17.0,10.0,29.0,2.0
Regular season,23.0,Sun,2022-02-20,17:30,Dortmund,3.8,0.9,M'Gladbach,10000.0,Signal Iduna Park,Marco Fritz,205,6,0,Regular season,17.0,5.0,7.0,626.0,19.0,10.0,5.0,9.0,2.0,5.0,14.0,54.0,Regular season,11.0,5.0,12.0,618.0,13.0,15.0,12.0,10.0,4.0
Regular season,23.0,Sun,2022-02-20,19:30,Hertha BSC,1.0,3.4,RB Leipzig,10000.0,Olympiastadion Berlin,Patrick Ittrich,206,1,6,Regular season,10.0,3.0,6.0,491.0,22.0,8.0,5.0,19.0,0.0,9.0,15.0,42.0,Regular season,8.0,10.0,13.0,757.0,12.0,5.0,11.0,7.0,2.0
Regular season,24.0,Fri,2022-02-25,20:30,Hoffenheim,2.6,1.7,Stuttgart,18099.0,PreZero Arena,Matthias Jöllenbeck,207,2,1,Regular season,14.0,9.0,35.0,620.0,20.0,10.0,15.0,15.0,2.0,6.0,26.0,68.0,Regular season,13.0,2.0,13.0,505.0,16.0,14.0,14.0,37.0,4.0
Regular season,24.0,Sat,2022-02-26,15:30,Freiburg,2.6,1.3,Hertha BSC,25000.0,Europa-Park Stadion,Sven Jablonski,208,3,0,Regular season,13.0,6.0,23.0,670.0,15.0,11.0,19.0,17.0,1.0,8.0,13.0,61.0,Regular season,10.0,6.0,15.0,504.0,10.0,7.0,16.0,25.0,5.0
Regular season,24.0,Sat,2022-02-26,15:30,Leverkusen,2.1,0.4,Arminia,10000.0,BayArena,Martin Petersen,209,3,0,Regular season,8.0,6.0,21.0,957.0,25.0,10.0,10.0,5.0,3.0,4.0,18.0,48.0,Regular season,10.0,3.0,5.0,472.0,23.0,21.0,2.0,25.0,1.0
Regular season,24.0,Sat,2022-02-26,15:30,Greuther Fürth,0.7,0.6,Köln,9200.0,Sportpark Ronhof Thomas Sommer,Robert Schörgenhofer,210,1,1,Regular season,15.0,7.0,18.0,470.0,14.0,14.0,13.0,30.0,3.0,13.0,33.0,79.0,Regular season,13.0,11.0,28.0,616.0,21.0,8.0,26.0,27.0,0.0
Regular season,24.0,Sat,2022-02-26,15:30,M'Gladbach,2.4,1.4,Wolfsburg,10000.0,Stadion im Borussia-Park,Tobias Reichel,211,2,2,Regular season,12.0,7.0,28.0,748.0,13.0,6.0,22.0,6.0,0.0,5.0,22.0,57.0,Regular season,14.0,4.0,12.0,452.0,18.0,7.0,14.0,32.0,4.0
Regular season,24.0,Sat,2022-02-26,15:30,Union Berlin,1.0,1.0,Mainz 05,10000.0,Stadion An der Alten Försterei,Bastian Dankert,212,3,1,Regular season,13.0,2.0,14.0,542.0,13.0,10.0,16.0,17.0,1.0,9.0,20.0,106.0,Regular season,17.0,6.0,16.0,569.0,12.0,7.0,19.0,14.0,0.0
Regular season,24.0,Sat,2022-02-26,18:30,Eint Frankfurt,0.9,2.4,Bayern Munich,25000.0,Deutsche Bank Park,Florian Badstübner,213,0,1,Regular season,16.0,2.0,12.0,476.0,20.0,13.0,10.0,23.0,3.0,12.0,20.0,67.0,Regular season,3.0,8.0,16.0,867.0,19.0,12.0,20.0,12.0,5.0
Regular season,24.0,Sun,2022-02-27,15:30,Bochum,0.8,0.7,RB Leipzig,10000.0,Vonovia Ruhrstadion,Felix Brych,214,0,1,Regular season,15.0,5.0,23.0,576.0,17.0,11.0,16.0,6.0,4.0,8.0,24.0,98.0,Regular season,9.0,0.0,5.0,582.0,20.0,7.0,21.0,31.0,1.0
Regular season,24.0,Sun,2022-02-27,17:30,Augsburg,0.8,0.6,Dortmund,15330.0,WWK Arena,Deniz Aytekin,215,1,1,Regular season,15.0,5.0,12.0,510.0,23.0,16.0,10.0,19.0,2.0,5.0,27.0,59.0,Regular season,8.0,5.0,15.0,781.0,19.0,14.0,9.0,13.0,2.0
Regular season,25.0,Fri,2022-03-04,20:30,Arminia,0.2,0.5,Augsburg,19460.0,SchücoArena,Felix Brych,216,0,1,Regular season,12.0,6.0,19.0,555.0,12.0,15.0,36.0,17.0,1.0,13.0,32.0,113.0,Regular season,10.0,1.0,19.0,581.0,13.0,17.0,31.0,29.0,2.0
Regular season,25.0,Sat,2022-03-05,15:30,RB Leipzig,0.6,0.4,Freiburg,24758.0,Red Bull Arena,Felix Zwayer,217,1,1,Regular season,8.0,4.0,21.0,915.0,9.0,13.0,15.0,5.0,1.0,2.0,23.0,46.0,Regular season,15.0,1.0,5.0,447.0,10.0,20.0,14.0,29.0,5.0
Regular season,25.0,Sat,2022-03-05,15:30,Bayern Munich,1.6,2.1,Leverkusen,25000.0,Allianz Arena,Daniel Siebert,218,1,1,Regular season,10.0,7.0,28.0,853.0,15.0,14.0,11.0,7.0,2.0,5.0,18.0,55.0,Regular season,14.0,2.0,3.0,473.0,15.0,17.0,10.0,29.0,3.0
Regular season,25.0,Sat,2022-03-05,15:30,Wolfsburg,0.5,1.2,Union Berlin,15703.0,Volkswagen Arena,Patrick Ittrich,219,1,0,Regular season,12.0,6.0,21.0,538.0,13.0,8.0,24.0,37.0,0.0,13.0,19.0,92.0,Regular season,15.0,10.0,45.0,622.0,11.0,7.0,16.0,22.0,3.0
Regular season,25.0,Sat,2022-03-05,15:30,Hertha BSC,0.4,1.2,Eint Frankfurt,25000.0,Olympiastadion Berlin,Harm Osmers,220,1,4,Regular season,10.0,3.0,20.0,569.0,18.0,13.0,17.0,18.0,3.0,2.0,21.0,78.0,Regular season,16.0,8.0,15.0,621.0,17.0,5.0,16.0,19.0,2.0
Regular season,25.0,Sat,2022-03-05,15:30,Bochum,1.6,0.7,Greuther Fürth,19800.0,Vonovia Ruhrstadion,Daniel Schlager,221,2,1,Regular season,16.0,3.0,22.0,523.0,29.0,11.0,26.0,18.0,0.0,9.0,29.0,92.0,Regular season,14.0,6.0,14.0,592.0,23.0,11.0,19.0,29.0,3.0
Regular season,25.0,Sat,2022-03-05,18:30,Stuttgart,2.4,0.9,M'Gladbach,25000.0,Mercedes-Benz Arena,Christian Dingert,222,3,2,Regular season,7.0,4.0,16.0,676.0,15.0,0.0,17.0,9.0,4.0,3.0,27.0,79.0,Regular season,10.0,2.0,7.0,572.0,26.0,7.0,12.0,19.0,1.0
Regular season,25.0,Sun,2022-03-06,17:30,Köln,1.6,2.5,Hoffenheim,37500.0,RheinEnergieSTADION,Marco Fritz,223,0,1,Regular season,9.0,4.0,25.0,681.0,14.0,7.0,19.0,6.0,4.0,7.0,35.0,66.0,Regular season,12.0,1.0,7.0,589.0,11.0,12.0,17.0,26.0,2.0
