Round,Wk,Day,Date,Time,Home,xG_x,xG_y,Away,Attendance,Venue,Referee,game_id,Score_x,Score_y,Round_x,Fouls_x,Corners_x,Crosses_x,Touches_x,Tackles_x,Interceptions_x,Aerials Won_x,Clearances_x,Offsides_x,Goal Kicks_x,Throw Ins_x,Long Balls_x,Round_y,Fouls_y,Corners_y,Crosses_y,Touches_y,Tackles_y,Interceptions_y,Aerials Won_y,Clearances_y,Offsides_y
Regular season,26.0,Sat,2022-03-12,15:30,Union Berlin,1.5,1.0,Stuttgart,16509.0,Stadion An der Alten Försterei,Robert Hartmann,224,1,1,Regular season,25.0,3.0,20.0,514.0,12.0,9.0,12.0,20.0,2.0,8.0,15.0,82.0,Regular season,12.0,3.0,19.0,624.0,15.0,8.0,18.0,18.0,0.0
Regular season,26.0,Sat,2022-03-12,15:30,Hoffenheim,1.7,2.9,Bayern Munich,25600.0,PreZero Arena,Robert Schröder,225,1,1,Regular season,12.0,3.0,15.0,523.0,13.0,15.0,8.0,13.0,2.0,13.0,13.0,67.0,Regular season,9.0,8.0,27.0,772.0,21.0,11.0,11.0,11.0,7.0
Regular season,26.0,Sat,2022-03-12,15:30,Freiburg,1.3,1.3,Wolfsburg,25000.0,Europa-Park Stadion,Martin Petersen,226,3,2,Regular season,11.0,7.0,13.0,496.0,19.0,12.0,10.0,24.0,1.0,5.0,18.0,84.0,Regular season,9.0,5.0,21.0,619.0,17.0,8.0,17.0,16.0,3.0
Regular season,26.0,Sat,2022-03-12,18:30,M'Gladbach,1.8,0.6,Hertha BSC,30675.0,Stadion im Borussia-Park,Florian Badstübner,227,2,0,Regular season,7.0,3.0,13.0,644.0,21.0,8.0,24.0,23.0,4.0,8.0,16.0,66.0,Regular season,17.0,6.0,27.0,549.0,17.0,9.0,20.0,12.0,1.0
Regular season,26.0,Sun,2022-03-13,15:30,Leverkusen,2.4,0.5,Köln,22658.0,BayArena,Sascha Stegemann,228,0,1,Regular season,13.0,7.0,23.0,617.0,11.0,10.0,17.0,17.0,0.0,5.0,33.0,90.0,Regular season,19.0,0.0,9.0,541.0,18.0,20.0,19.0,26.0,1.0
Regular season,26.0,Sun,2022-03-13,17:30,Dortmund,2.0,0.7,Arminia,33000.0,Signal Iduna Park,Bastian Dankert,229,1,0,Regular season,6.0,4.0,14.0,711.0,22.0,10.0,17.0,21.0,3.0,7.0,22.0,63.0,Regular season,10.0,5.0,16.0,518.0,15.0,8.0,12.0,14.0,2.0
Regular season,26.0,Sun,2022-03-13,17:30,Eint Frankfurt,1.8,1.1,Bochum,24000.0,Deutsche Bank Park,Marco Fritz,230,2,1,Regular season,10.0,9.0,26.0,623.0,20.0,14.0,17.0,16.0,1.0,5.0,27.0,68.0,Regular season,15.0,3.0,19.0,573.0,17.0,17.0,18.0,23.0,2.0
Regular season,26.0,Sun,2022-03-13,19:30,Greuther Fürth,0.3,1.7,RB Leipzig,9418.0,Sportpark Ronhof Thomas Sommer,Sven Jablonski,231,1,6,Regular season,9.0,0.0,10.0,633.0,12.0,8.0,7.0,11.0,1.0,6.0,20.0,58.0,Regular season,8.0,2.0,14.0,721.0,12.0,8.0,11.0,16.0,1.0
Regular season,25.0,Wed,2022-03-16,18:30,Mainz 05,0.9,0.8,Dortmund,25000.0,Mewa Arena,Sascha Stegemann,232,0,1,Regular season,18.0,5.0,14.0,466.0,16.0,16.0,20.0,19.0,1.0,5.0,27.0,65.0,Regular season,10.0,5.0,16.0,614.0,10.0,10.0,14.0,21.0,2.0
Regular season,27.0,Fri,2022-03-18,20:30,Bochum,,,M'Gladbach,,Vonovia Ruhrstadion,Benjamin Cortus,233,0,2,Regular season,12.0,,26.0,,,9.0,,,2.0,,,,Regular season,10.0,,8.0,,,2.0,,,2.0
Regular season,27.0,Sat,2022-03-19,15:30,Stuttgart,2.2,1.0,Augsburg,55785.0,Mercedes-Benz Arena,Patrick Ittrich,234,3,2,Regular season,13.0,8.0,29.0,629.0,3.0,7.0,13.0,8.0,1.0,4.0,24.0,79.0,Regular season,17.0,0.0,10.0,454.0,20.0,8.0,17.0,38.0,1.0
Regular season,27.0,Sat,2022-03-19,15:30,Hertha BSC,1.3,0.8,Hoffenheim,25000.0,Olympiastadion Berlin,Daniel Schlager,235,3,0,Regular season,10.0,1.0,12.0,370.0,19.0,7.0,26.0,20.0,3.0,14.0,32.0,72.0,Regular season,13.0,6.0,24.0,681.0,14.0,5.0,16.0,11.0,1.0
Regular season,27.0,Sat,2022-03-19,15:30,Mainz 05,4.3,0.2,Arminia,25000.0,Mewa Arena,Felix Zwayer,236,4,0,Regular season,10.0,6.0,18.0,627.0,21.0,12.0,15.0,9.0,4.0,8.0,25.0,78.0,Regular season,14.0,1.0,4.0,527.0,23.0,15.0,13.0,24.0,3.0
Regular season,27.0,Sat,2022-03-19,15:30,Greuther Fürth,1.0,1.2,Freiburg,9884.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel,237,0,0,Regular season,15.0,1.0,10.0,524.0,17.0,18.0,16.0,31.0,1.0,6.0,21.0,71.0,Regular season,9.0,11.0,32.0,703.0,14.0,5.0,29.0,14.0,1.0
Regular season,27.0,Sat,2022-03-19,18:30,Bayern Munich,2.7,1.0,Union Berlin,37000.0,Allianz Arena,Harm Osmers,238,4,0,Regular season,8.0,3.0,13.0,918.0,16.0,10.0,15.0,10.0,0.0,5.0,19.0,57.0,Regular season,7.0,2.0,15.0,455.0,17.0,12.0,9.0,10.0,2.0
Regular season,27.0,Sun,2022-03-20,15:30,RB Leipzig,1.2,0.2,Eint Frankfurt,43058.0,Red Bull Arena,Christian Dingert,239,0,0,Regular season,6.0,3.0,12.0,745.0,16.0,14.0,13.0,14.0,3.0,7.0,17.0,52.0,Regular season,21.0,2.0,13.0,644.0,18.0,14.0,5.0,18.0,1.0
Regular season,27.0,Sun,2022-03-20,17:30,Wolfsburg,1.1,1.0,Leverkusen,16554.0,Volkswagen Arena,Felix Brych,240,0,2,Regular season,6.0,7.0,21.0,577.0,8.0,8.0,15.0,19.0,2.0,10.0,24.0,80.0,Regular season,13.0,7.0,15.0,582.0,13.0,13.0,9.0,23.0,2.0
Regular season,27.0,Sun,2022-03-20,19:30,Köln,1.1,1.2,Dortmund,50000.0,RheinEnergieSTADION,Daniel Siebert,241,1,1,Regular season,13.0,7.0,25.0,649.0,21.0,18.0,13.0,13.0,1.0,6.0,21.0,84.0,Regular season,16.0,5.0,10.0,560.0,16.0,9.0,16.0,26.0,3.0
Regular season,28.0,Fri,2022-04-01,20:30,Union Berlin,1.3,0.3,Köln,22012.0,Stadion An der Alten Försterei,Florian Badstübner,242,1,0,Regular season,18.0,2.0,17.0,477.0,21.0,22.0,18.0,19.0,2.0,7.0,29.0,97.0,Regular season,11.0,4.0,18.0,700.0,16.0,16.0,17.0,22.0,0.0
Regular season,28.0,Sat,2022-04-02,15:30,Arminia,1.0,2.2,Stuttgart,26011.0,SchücoArena,Patrick Ittrich,243,1,1,Regular season,13.0,6.0,21.0,624.0,16.0,6.0,19.0,10.0,1.0,9.0,20.0,78.0,Regular season,12.0,1.0,15.0,537.0,17.0,8.0,27.0,13.0,1.0
Regular season,28.0,Sat,2022-04-02,15:30,Hoffenheim,2.0,2.1,Bochum,15014.0,PreZero Arena,Daniel Siebert,244,1,2,Regular season,9.0,5.0,17.0,672.0,11.0,6.0,13.0,17.0,1.0,4.0,20.0,74.0,Regular season,11.0,6.0,14.0,520.0,20.0,10.0,11.0,19.0,2.0
Regular season,28.0,Sat,2022-04-02,15:30,Leverkusen,1.5,0.8,Hertha BSC,23557.0,BayArena,Matthias Jöllenbeck,245,2,1,Regular season,13.0,3.0,21.0,800.0,7.0,8.0,21.0,12.0,2.0,2.0,18.0,62.0,Regular season,11.0,3.0,12.0,422.0,19.0,11.0,13.0,18.0,0.0
Regular season,28.0,Sat,2022-04-02,15:30,Eint Frankfurt,1.2,0.6,Greuther Fürth,50500.0,Deutsche Bank Park,Bastian Dankert,246,0,0,Regular season,10.0,9.0,34.0,827.0,21.0,8.0,16.0,9.0,2.0,3.0,15.0,64.0,Regular season,14.0,0.0,4.0,471.0,13.0,10.0,12.0,24.0,5.0
Regular season,28.0,Sat,2022-04-02,15:30,Freiburg,0.6,2.1,Bayern Munich,34700.0,Europa-Park Stadion,Christian Dingert,247,1,4,Regular season,12.0,1.0,15.0,542.0,17.0,12.0,9.0,22.0,0.0,6.0,18.0,71.0,Regular season,7.0,6.0,22.0,771.0,11.0,8.0,12.0,18.0,3.0
Regular season,28.0,Sat,2022-04-02,18:30,Dortmund,0.7,1.1,RB Leipzig,81365.0,Signal Iduna Park,Marco Fritz,248,1,4,Regular season,7.0,7.0,18.0,792.0,15.0,7.0,8.0,7.0,1.0,2.0,17.0,65.0,Regular season,10.0,5.0,6.0,519.0,19.0,15.0,7.0,18.0,2.0
Regular season,28.0,Sun,2022-04-03,15:30,Augsburg,1.6,1.1,Wolfsburg,23143.0,WWK Arena,Sascha Stegemann,249,3,0,Regular season,15.0,3.0,11.0,461.0,6.0,11.0,17.0,21.0,4.0,13.0,25.0,82.0,Regular season,10.0,5.0,22.0,654.0,14.0,19.0,23.0,12.0,0.0
Regular season,28.0,Sun,2022-04-03,17:30,M'Gladbach,1.5,1.8,Mainz 05,44156.0,Stadion im Borussia-Park,Daniel Schlager,250,1,1,Regular season,13.0,3.0,12.0,703.0,21.0,12.0,17.0,14.0,5.0,5.0,10.0,75.0,Regular season,20.0,7.0,17.0,660.0,15.0,15.0,19.0,8.0,3.0
Regular season,26.0,Wed,2022-04-06,18:30,Augsburg,1.8,1.8,Mainz 05,18122.0,WWK Arena,Matthias Jöllenbeck,251,2,1,Regular season,16.0,5.0,14.0,438.0,18.0,10.0,17.0,23.0,1.0,11.0,12.0,71.0,Regular season,18.0,7.0,29.0,628.0,20.0,11.0,23.0,7.0,3.0
Regular season,29.0,Fri,2022-04-08,20:30,Stuttgart,1.7,1.9,Dortmund,58248.0,Mercedes-Benz Arena,Harm Osmers,252,0,2,Regular season,8.0,4.0,18.0,587.0,15.0,15.0,9.0,16.0,3.0,9.0,12.0,56.0,Regular season,6.0,5.0,15.0,779.0,21.0,8.0,7.0,11.0,1.0
Regular season,29.0,Sat,2022-04-09,15:30,Bayern Munich,1.5,0.2,Augsburg,75000.0,Allianz Arena,Patrick Ittrich,253,1,0,Regular season,10.0,3.0,18.0,834.0,18.0,10.0,13.0,18.0,3.0,8.0,23.0,65.0,Regular season,22.0,3.0,9.0,479.0,31.0,8.0,9.0,20.0,3.0
Regular season,29.0,Sat,2022-04-09,15:30,Greuther Fürth,0.5,2.7,M'Gladbach,13900.0,Sportpark Ronhof Thomas Sommer,Tobias Stieler,254,0,2,Regular season,12.0,3.0,15.0,645.0,20.0,14.0,8.0,15.0,3.0,6.0,21.0,57.0,Regular season,8.0,5.0,13.0,647.0,18.0,11.0,9.0,7.0,2.0
Regular season,29.0,Sat,2022-04-09,15:30,Köln,1.8,0.9,Mainz 05,49800.0,RheinEnergieSTADION,Martin Petersen,255,3,2,Regular season,19.0,8.0,23.0,593.0,18.0,5.0,24.0,22.0,0.0,4.0,34.0,96.0,Regular season,23.0,5.0,13.0,516.0,22.0,6.0,23.0,35.0,1.0
Regular season,29.0,Sat,2022-04-09,15:30,Wolfsburg,2.0,0.4,Arminia,22512.0,Volkswagen Arena,Benjamin Brand,256,4,0,Regular season,10.0,3.0,16.0,625.0,16.0,9.0,25.0,9.0,4.0,6.0,20.0,66.0,Regular season,13.0,2.0,3.0,565.0,15.0,5.0,10.0,19.0,1.0
Regular season,29.0,Sat,2022-04-09,18:30,Hertha BSC,0.7,1.8,Union Berlin,74667.0,Olympiastadion Berlin,Sven Jablonski,257,1,4,Regular season,10.0,2.0,17.0,623.0,7.0,13.0,13.0,23.0,1.0,9.0,17.0,64.0,Regular season,11.0,8.0,23.0,560.0,9.0,9.0,14.0,19.0,4.0
Regular season,29.0,Sun,2022-04-10,15:30,Bochum,0.7,1.4,Leverkusen,25000.0,Vonovia Ruhrstadion,Felix Zwayer,258,0,0,Regular season,10.0,2.0,22.0,520.0,12.0,20.0,13.0,14.0,2.0,6.0,27.0,97.0,Regular season,9.0,3.0,10.0,680.0,13.0,4.0,14.0,22.0,1.0
Regular season,29.0,Sun,2022-04-10,17:30,Eint Frankfurt,0.9,1.0,Freiburg,47000.0,Deutsche Bank Park,Felix Brych,259,1,2,Regular season,13.0,2.0,25.0,633.0,18.0,11.0,17.0,17.0,3.0,7.0,35.0,85.0,Regular season,9.0,4.0,13.0,567.0,23.0,11.0,24.0,32.0,2.0
Regular season,29.0,Sun,2022-04-10,19:30,RB Leipzig,1.5,0.2,Hoffenheim,35112.0,Red Bull Arena,Bastian Dankert,260,3,0,Regular season,11.0,2.0,6.0,659.0,11.0,12.0,18.0,14.0,2.0,4.0,21.0,50.0,Regular season,15.0,1.0,10.0,626.0,13.0,13.0,12.0,7.0,5.0
Regular season,30.0,Sat,2022-04-16,15:30,Dortmund,3.0,1.5,Wolfsburg,79200.0,Signal Iduna Park,Robert Schröder,261,6,1,Regular season,13.0,4.0,13.0,706.0,13.0,10.0,7.0,27.0,6.0,5.0,15.0,31.0,Regular season,9.0,6.0,21.0,500.0,17.0,9.0,5.0,15.0,0.0
Regular season,30.0,Sat,2022-04-16,15:30,Mainz 05,0.6,0.7,Stuttgart,30128.0,Mewa Arena,Florian Badstübner,262,0,0,Regular season,18.0,5.0,14.0,538.0,17.0,13.0,8.0,13.0,1.0,4.0,28.0,86.0,Regular season,11.0,2.0,11.0,545.0,19.0,12.0,16.0,24.0,0.0
Regular season,30.0,Sat,2022-04-16,15:30,Freiburg,2.2,0.4,Bochum,34000.0,Europa-Park Stadion,Sascha Stegemann,263,3,0,Regular season,8.0,3.0,13.0,640.0,13.0,4.0,14.0,10.0,3.0,3.0,21.0,82.0,Regular season,10.0,4.0,13.0,442.0,13.0,13.0,14.0,9.0,1.0
Regular season,30.0,Sat,2022-04-16,15:30,Augsburg,1.0,1.1,Hertha BSC,28533.0,WWK Arena,Marco Fritz,264,0,1,Regular season,14.0,1.0,18.0,526.0,14.0,4.0,20.0,20.0,3.0,14.0,27.0,108.0,Regular season,17.0,7.0,20.0,391.0,12.0,9.0,17.0,20.0,0.0
Regular season,30.0,Sat,2022-04-16,18:30,M'Gladbach,1.2,2.0,Köln,54042.0,Stadion im Borussia-Park,Deniz Aytekin,265,1,3,Regular season,15.0,5.0,11.0,657.0,17.0,8.0,14.0,18.0,1.0,10.0,35.0,68.0,Regular season,19.0,5.0,23.0,525.0,22.0,12.0,16.0,12.0,3.0
Regular season,30.0,Sun,2022-04-17,15:30,Arminia,0.4,2.7,Bayern Munich,26419.0,SchücoArena,Matthias Jöllenbeck,266,0,3,Regular season,11.0,5.0,13.0,383.0,16.0,10.0,11.0,36.0,2.0,12.0,12.0,69.0,Regular season,11.0,4.0,19.0,853.0,16.0,8.0,12.0,16.0,0.0
Regular season,30.0,Sun,2022-04-17,17:30,Union Berlin,1.1,0.5,Eint Frankfurt,22000.0,Stadion An der Alten Försterei,Frank Willenborg,267,2,0,Regular season,10.0,4.0,14.0,592.0,18.0,14.0,19.0,23.0,1.0,8.0,22.0,90.0,Regular season,8.0,3.0,13.0,665.0,14.0,8.0,20.0,14.0,1.0
Regular season,30.0,Sun,2022-04-17,17:30,Hoffenheim,1.0,0.3,Greuther Fürth,16110.0,PreZero Arena,Felix Zwayer,268,0,0,Regular season,19.0,10.0,30.0,679.0,14.0,11.0,15.0,12.0,1.0,8.0,24.0,90.0,Regular season,15.0,1.0,12.0,533.0,21.0,9.0,12.0,29.0,2.0
Regular season,30.0,Sun,2022-04-17,19:30,Leverkusen,0.8,0.5,RB Leipzig,26119.0,BayArena,Daniel Siebert,269,0,1,Regular season,18.0,7.0,24.0,624.0,8.0,14.0,10.0,6.0,1.0,7.0,23.0,63.0,Regular season,7.0,1.0,3.0,713.0,13.0,9.0,15.0,21.0,0.0
Regular season,31.0,Fri,2022-04-22,20:30,Wolfsburg,3.7,0.7,Mainz 05,19055.0,Volkswagen Arena,Harm Osmers,270,5,0,Regular season,10.0,2.0,15.0,826.0,11.0,6.0,13.0,13.0,1.0,3.0,11.0,57.0,Regular season,10.0,3.0,5.0,589.0,8.0,10.0,9.0,17.0,1.0
Regular season,31.0,Sat,2022-04-23,15:30,Eint Frankfurt,1.3,0.7,Hoffenheim,50500.0,Deutsche Bank Park,Sven Jablonski,271,2,2,Regular season,10.0,9.0,22.0,622.0,20.0,10.0,15.0,10.0,2.0,7.0,25.0,73.0,Regular season,9.0,7.0,20.0,623.0,16.0,10.0,9.0,18.0,3.0
Regular season,31.0,Sat,2022-04-23,15:30,Köln,2.0,0.9,Arminia,50000.0,RheinEnergieSTADION,Tobias Stieler,272,3,1,Regular season,7.0,5.0,22.0,554.0,23.0,6.0,20.0,24.0,3.0,9.0,24.0,83.0,Regular season,16.0,10.0,15.0,475.0,16.0,9.0,18.0,20.0,1.0
Regular season,31.0,Sat,2022-04-23,15:30,Freiburg,2.3,1.6,M'Gladbach,34700.0,Europa-Park Stadion,Benjamin Brand,273,3,3,Regular season,12.0,8.0,33.0,638.0,11.0,7.0,11.0,0.0,2.0,5.0,18.0,69.0,Regular season,12.0,0.0,3.0,454.0,12.0,7.0,13.0,26.0,2.0
Regular season,31.0,Sat,2022-04-23,15:30,RB Leipzig,0.6,1.4,Union Berlin,45770.0,Red Bull Arena,Daniel Schlager,274,1,2,Regular season,13.0,2.0,6.0,657.0,10.0,7.0,21.0,23.0,0.0,11.0,16.0,70.0,Regular season,9.0,5.0,20.0,569.0,26.0,6.0,14.0,8.0,0.0
Regular season,31.0,Sat,2022-04-23,15:30,Greuther Fürth,0.9,2.5,Leverkusen,11579.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel,275,1,4,Regular season,4.0,6.0,21.0,627.0,14.0,7.0,5.0,16.0,2.0,3.0,22.0,53.0,Regular season,13.0,3.0,12.0,597.0,9.0,8.0,9.0,21.0,3.0
Regular season,31.0,Sat,2022-04-23,18:30,Bayern Munich,1.7,1.3,Dortmund,75000.0,Allianz Arena,Daniel Siebert,276,3,1,Regular season,9.0,3.0,10.0,785.0,16.0,13.0,13.0,7.0,4.0,6.0,20.0,90.0,Regular season,11.0,1.0,3.0,600.0,17.0,21.0,16.0,16.0,3.0
Regular season,31.0,Sun,2022-04-24,15:30,Bochum,1.1,1.9,Augsburg,23500.0,Vonovia Ruhrstadion,Bastian Dankert,277,0,2,Regular season,10.0,10.0,35.0,610.0,17.0,7.0,15.0,12.0,2.0,10.0,26.0,105.0,Regular season,17.0,4.0,12.0,488.0,20.0,8.0,16.0,28.0,1.0
Regular season,31.0,Sun,2022-04-24,17:30,Hertha BSC,1.4,0.6,Stuttgart,54589.0,Olympiastadion Berlin,Felix Brych,278,2,0,Regular season,10.0,4.0,17.0,522.0,20.0,14.0,23.0,25.0,3.0,5.0,27.0,90.0,Regular season,8.0,6.0,20.0,675.0,6.0,10.0,30.0,17.0,1.0
Regular season,32.0,Fri,2022-04-29,20:30,Union Berlin,1.4,0.3,Greuther Fürth,22012.0,Stadion An der Alten Försterei,Patrick Ittrich,279,1,1,Regular season,14.0,2.0,28.0,595.0,24.0,9.0,11.0,19.0,3.0,6.0,28.0,92.0,Regular season,14.0,4.0,15.0,565.0,12.0,8.0,15.0,21.0,3.0
Regular season,32.0,Sat,2022-04-30,15:30,Dortmund,4.0,1.6,Bochum,81365.0,Signal Iduna Park,Robert Hartmann,280,3,4,Regular season,14.0,10.0,19.0,715.0,18.0,4.0,12.0,11.0,3.0,6.0,16.0,46.0,Regular season,18.0,3.0,16.0,391.0,24.0,5.0,10.0,14.0,1.0
Regular season,32.0,Sat,2022-04-30,15:30,Stuttgart,0.8,1.4,Wolfsburg,55000.0,Mercedes-Benz Arena,Sven Jablonski,281,1,1,Regular season,8.0,4.0,32.0,652.0,4.0,8.0,26.0,19.0,2.0,7.0,28.0,80.0,Regular season,11.0,9.0,19.0,549.0,20.0,6.0,18.0,38.0,0.0
Regular season,32.0,Sat,2022-04-30,15:30,Arminia,0.5,1.5,Hertha BSC,26021.0,SchücoArena,Deniz Aytekin,282,1,1,Regular season,14.0,2.0,13.0,620.0,19.0,11.0,20.0,19.0,3.0,8.0,26.0,104.0,Regular season,13.0,6.0,14.0,557.0,24.0,13.0,16.0,19.0,2.0
Regular season,32.0,Sat,2022-04-30,15:30,Augsburg,1.7,2.5,Köln,29511.0,WWK Arena,Robert Schröder,283,1,4,Regular season,14.0,5.0,24.0,486.0,19.0,9.0,21.0,19.0,1.0,7.0,24.0,76.0,Regular season,14.0,7.0,19.0,558.0,26.0,9.0,15.0,25.0,3.0
Regular season,32.0,Sat,2022-04-30,15:30,Mainz 05,3.3,1.4,Bayern Munich,33305.0,Mewa Arena,Sascha Stegemann,284,3,1,Regular season,11.0,7.0,26.0,431.0,28.0,13.0,11.0,21.0,1.0,4.0,17.0,55.0,Regular season,11.0,8.0,19.0,729.0,22.0,7.0,8.0,23.0,0.0
Regular season,32.0,Sat,2022-04-30,18:30,Hoffenheim,2.0,2.4,Freiburg,23627.0,PreZero Arena,Marco Fritz,285,3,4,Regular season,13.0,4.0,25.0,657.0,16.0,8.0,21.0,14.0,3.0,6.0,32.0,64.0,Regular season,6.0,5.0,14.0,543.0,23.0,17.0,14.0,26.0,2.0
Regular season,32.0,Mon,2022-05-02,20:30,M'Gladbach,1.5,1.1,RB Leipzig,35324.0,Stadion im Borussia-Park,Martin Petersen,286,3,1,Regular season,11.0,3.0,5.0,663.0,21.0,11.0,7.0,26.0,0.0,7.0,13.0,50.0,Regular season,20.0,8.0,23.0,661.0,16.0,10.0,13.0,9.0,3.0
Regular season,32.0,Mon,2022-05-02,20:30,Leverkusen,1.8,0.3,Eint Frankfurt,26492.0,BayArena,Benjamin Cortus,287,2,0,Regular season,5.0,4.0,15.0,737.0,22.0,10.0,12.0,19.0,4.0,3.0,12.0,60.0,Regular season,8.0,4.0,13.0,633.0,16.0,15.0,7.0,14.0,1.0
Regular season,33.0,Fri,2022-05-06,20:30,Bochum,2.1,0.8,Arminia,25000.0,Vonovia Ruhrstadion,Robert Schröder,288,2,1,Regular season,9.0,6.0,20.0,702.0,15.0,12.0,16.0,11.0,6.0,8.0,12.0,110.0,Regular season,11.0,2.0,8.0,507.0,17.0,9.0,15.0,21.0,1.0
Regular season,33.0,Sat,2022-05-07,15:30,Hoffenheim,2.5,4.0,Leverkusen,20033.0,PreZero Arena,Frank Willenborg,289,2,4,Regular season,14.0,6.0,16.0,558.0,20.0,11.0,16.0,16.0,3.0,8.0,21.0,51.0,Regular season,9.0,7.0,19.0,630.0,12.0,13.0,14.0,17.0,2.0
Regular season,33.0,Sat,2022-05-07,15:30,Köln,1.2,1.1,Wolfsburg,50000.0,RheinEnergieSTADION,Tobias Stieler,290,0,1,Regular season,12.0,9.0,49.0,730.0,16.0,11.0,18.0,8.0,1.0,4.0,39.0,88.0,Regular season,12.0,2.0,9.0,561.0,19.0,10.0,25.0,44.0,2.0
Regular season,33.0,Sat,2022-05-07,15:30,Greuther Fürth,1.3,1.5,Dortmund,16600.0,Sportpark Ronhof Thomas Sommer,Christian Dingert,291,1,3,Regular season,15.0,5.0,12.0,530.0,13.0,9.0,1.0,14.0,2.0,1.0,20.0,51.0,Regular season,10.0,2.0,6.0,696.0,8.0,14.0,8.0,12.0,4.0
Regular season,33.0,Sat,2022-05-07,15:30,Freiburg,1.8,2.0,Union Berlin,34700.0,Europa-Park Stadion,Felix Brych,292,1,4,Regular season,11.0,4.0,29.0,741.0,9.0,6.0,27.0,17.0,0.0,7.0,22.0,90.0,Regular season,15.0,6.0,21.0,388.0,13.0,7.0,16.0,43.0,2.0
Regular season,33.0,Sat,2022-05-07,18:30,Hertha BSC,1.1,0.7,Mainz 05,71548.0,Olympiastadion Berlin,Patrick Ittrich,293,1,2,Regular season,19.0,3.0,19.0,464.0,13.0,15.0,18.0,23.0,1.0,4.0,19.0,72.0,Regular season,18.0,8.0,18.0,714.0,11.0,5.0,16.0,16.0,1.0
Regular season,33.0,Sun,2022-05-08,15:30,Eint Frankfurt,0.8,1.4,M'Gladbach,51500.0,Deutsche Bank Park,Felix Zwayer,294,1,1,Regular season,6.0,9.0,26.0,642.0,11.0,14.0,8.0,13.0,2.0,3.0,15.0,64.0,Regular season,7.0,1.0,11.0,703.0,25.0,7.0,7.0,25.0,0.0
Regular season,33.0,Sun,2022-05-08,17:30,Bayern Munich,2.6,1.5,Stuttgart,75000.0,Allianz Arena,Deniz Aytekin,295,2,2,Regular season,11.0,7.0,23.0,937.0,17.0,9.0,8.0,10.0,1.0,7.0,20.0,58.0,Regular season,8.0,3.0,18.0,389.0,12.0,21.0,10.0,27.0,2.0
Regular season,33.0,Sun,2022-05-08,19:30,RB Leipzig,3.2,0.3,Augsburg,37029.0,Red Bull Arena,Bastian Dankert,296,4,0,Regular season,8.0,5.0,14.0,789.0,12.0,6.0,9.0,11.0,1.0,2.0,14.0,51.0,Regular season,16.0,1.0,13.0,481.0,9.0,12.0,5.0,23.0,0.0
Regular season,34.0,Sat,2022-05-14,15:30,Wolfsburg,1.5,2.1,Bayern Munich,30000.0,Volkswagen Arena,Robert Hartmann,297,2,2,Regular season,5.0,2.0,10.0,490.0,28.0,14.0,7.0,28.0,2.0,13.0,4.0,55.0,Regular season,10.0,12.0,26.0,858.0,21.0,16.0,6.0,5.0,2.0
Regular season,34.0,Sat,2022-05-14,15:30,Stuttgart,3.9,1.2,Köln,52230.0,Mercedes-Benz Arena,Robert Schröder,298,2,1,Regular season,15.0,6.0,18.0,398.0,16.0,7.0,23.0,41.0,1.0,10.0,11.0,72.0,Regular season,10.0,10.0,35.0,634.0,17.0,2.0,7.0,12.0,3.0
Regular season,34.0,Sat,2022-05-14,15:30,Leverkusen,2.2,1.1,Freiburg,30210.0,BayArena,Sven Jablonski,299,2,1,Regular season,6.0,6.0,16.0,624.0,10.0,10.0,14.0,34.0,1.0,6.0,23.0,73.0,Regular season,12.0,9.0,29.0,571.0,10.0,18.0,15.0,17.0,0.0
Regular season,34.0,Sat,2022-05-14,15:30,Dortmund,1.3,1.0,Hertha BSC,80500.0,Signal Iduna Park,Tobias Stieler,300,2,1,Regular season,9.0,3.0,18.0,841.0,14.0,6.0,13.0,12.0,1.0,3.0,26.0,57.0,Regular season,16.0,1.0,7.0,384.0,24.0,5.0,14.0,27.0,2.0
Regular season,34.0,Sat,2022-05-14,15:30,Mainz 05,1.3,1.6,Eint Frankfurt,33000.0,Mewa Arena,Martin Petersen,301,2,2,Regular season,7.0,5.0,16.0,599.0,14.0,13.0,20.0,23.0,2.0,12.0,24.0,60.0,Regular season,11.0,3.0,14.0,604.0,14.0,10.0,7.0,21.0,2.0
Regular season,34.0,Sat,2022-05-14,15:30,M'Gladbach,3.2,1.6,Hoffenheim,50395.0,Stadion im Borussia-Park,Harm Osmers,302,5,1,Regular season,8.0,6.0,12.0,691.0,16.0,10.0,7.0,13.0,2.0,10.0,14.0,50.0,Regular season,12.0,2.0,14.0,598.0,8.0,6.0,7.0,17.0,0.0
Regular season,34.0,Sat,2022-05-14,15:30,Union Berlin,2.6,0.2,Bochum,22012.0,Stadion An der Alten Försterei,Marco Fritz,303,3,2,Regular season,12.0,1.0,8.0,536.0,22.0,8.0,15.0,14.0,0.0,5.0,26.0,86.0,Regular season,7.0,3.0,14.0,674.0,20.0,16.0,16.0,5.0,1.0
