Wk,Day,Date,Time,Home,xG_x,xG_y,Away,Attendance,Venue,Referee,game_id,Score_x,Score_y,Fouls_x,Corners_x,Crosses_x,Touches_x,Tackles_x,Interceptions_x,Aerials Won_x,Clearances_x,Offsides_x,Goal Kicks_x,Throw Ins_x,Long Balls_x,Fouls_y,Corners_y,Crosses_y,Touches_y,Tackles_y,Interceptions_y,Aerials Won_y,Clearances_y,Offsides_y,Goal Kicks_y,Throw Ins_y,Long Balls_y
8.0,Sat,2022-10-01,18:30,Werder Bremen,1.9,2.3,M'Gladbach,42100.0,Wohninvest Weserstadion,Matthias Jöllenbeck,69,5,1,8.0,4.0,20.0,593.0,16.0,13.0,7.0,10.0,0.0,7.0,15.0,72.0,8.0,5.0,13.0,637.0,10.0,8.0,11.0,18.0,3.0,7.0,22.0,38.0
8.0,Sun,2022-10-02,15:30,Hertha BSC,0.9,1.4,Hoffenheim,41653.0,Olympiastadion Berlin,Christian Dingert,70,1,1,5.0,2.0,15.0,523.0,16.0,11.0,14.0,16.0,1.0,7.0,23.0,55.0,15.0,6.0,18.0,641.0,19.0,8.0,16.0,18.0,4.0,10.0,21.0,61.0
8.0,Sun,2022-10-02,17:30,Schalke 04,1.8,1.4,Augsburg,60328.0,Veltins-Arena,Daniel Schlager,71,2,3,11.0,8.0,41.0,549.0,16.0,7.0,31.0,31.0,3.0,6.0,26.0,94.0,10.0,4.0,16.0,477.0,13.0,6.0,31.0,41.0,0.0,11.0,18.0,99.0
9.0,Fri,2022-10-07,20:30,Hoffenheim,1.7,1.3,Werder Bremen,25410.0,PreZero Arena,Benjamin Cortus,72,1,2,12.0,3.0,16.0,519.0,12.0,7.0,13.0,15.0,6.0,4.0,18.0,57.0,19.0,3.0,12.0,573.0,14.0,8.0,19.0,23.0,3.0,13.0,13.0,70.0
9.0,Sat,2022-10-08,15:30,Bochum,0.6,0.9,Eint Frankfurt,24850.0,Vonovia Ruhrstadion,Martin Petersen,73,3,0,12.0,9.0,18.0,500.0,21.0,9.0,28.0,21.0,2.0,10.0,29.0,111.0,10.0,4.0,16.0,576.0,17.0,6.0,17.0,29.0,1.0,5.0,32.0,83.0
9.0,Sat,2022-10-08,15:30,Mainz 05,0.6,1.0,RB Leipzig,26100.0,Mewa Arena,Felix Brych,74,1,1,12.0,4.0,23.0,515.0,25.0,16.0,12.0,9.0,4.0,7.0,29.0,85.0,12.0,2.0,14.0,793.0,16.0,8.0,24.0,32.0,3.0,7.0,20.0,76.0
9.0,Sat,2022-10-08,15:30,Augsburg,2.0,1.8,Wolfsburg,26220.0,WWK Arena,Daniel Siebert,75,1,1,19.0,11.0,26.0,438.0,13.0,6.0,19.0,15.0,2.0,6.0,23.0,101.0,11.0,5.0,22.0,453.0,12.0,8.0,24.0,32.0,2.0,7.0,16.0,89.0
9.0,Sat,2022-10-08,15:30,Leverkusen,1.5,0.4,Schalke 04,30210.0,BayArena,Tobias Reichel,76,4,0,9.0,3.0,14.0,714.0,14.0,8.0,14.0,14.0,1.0,5.0,23.0,57.0,17.0,3.0,20.0,488.0,22.0,7.0,12.0,13.0,2.0,4.0,14.0,76.0
9.0,Sat,2022-10-08,18:30,Dortmund,1.6,0.6,Bayern Munich,81365.0,Signal Iduna Park,Deniz Aytekin,77,2,2,8.0,7.0,17.0,609.0,18.0,12.0,4.0,14.0,0.0,9.0,21.0,66.0,11.0,4.0,10.0,739.0,31.0,9.0,8.0,22.0,2.0,7.0,21.0,69.0
9.0,Sun,2022-10-09,15:30,M'Gladbach,3.0,1.3,Köln,54042.0,Stadion im Borussia-Park,Sven Jablonski,78,5,2,8.0,7.0,13.0,755.0,13.0,1.0,11.0,18.0,4.0,7.0,19.0,63.0,14.0,4.0,16.0,443.0,18.0,12.0,5.0,17.0,1.0,4.0,20.0,59.0
9.0,Sun,2022-10-09,17:30,Hertha BSC,1.6,1.0,Freiburg,40481.0,Olympiastadion Berlin,Robert Schröder,79,2,2,14.0,4.0,13.0,501.0,29.0,10.0,24.0,15.0,1.0,8.0,18.0,66.0,13.0,2.0,14.0,622.0,16.0,11.0,23.0,7.0,1.0,12.0,21.0,92.0
9.0,Sun,2022-10-09,19:30,Stuttgart,1.0,0.7,Union Berlin,43250.0,Mercedes-Benz Arena,Bastian Dankert,80,0,1,12.0,2.0,23.0,630.0,13.0,5.0,26.0,28.0,0.0,5.0,26.0,65.0,10.0,5.0,16.0,590.0,17.0,11.0,19.0,20.0,0.0,5.0,27.0,82.0
10.0,Fri,2022-10-14,20:30,Schalke 04,0.7,3.2,Hoffenheim,59811.0,Veltins-Arena,Florian Badstübner,81,0,3,12.0,4.0,18.0,519.0,18.0,11.0,18.0,7.0,2.0,7.0,25.0,78.0,8.0,5.0,10.0,526.0,10.0,7.0,14.0,18.0,0.0,6.0,28.0,60.0
10.0,Sat,2022-10-15,15:30,Wolfsburg,1.8,0.8,M'Gladbach,26701.0,Volkswagen Arena,Benjamin Cortus,82,2,2,13.0,7.0,23.0,594.0,6.0,8.0,8.0,11.0,1.0,4.0,10.0,62.0,11.0,6.0,14.0,529.0,19.0,3.0,11.0,15.0,2.0,16.0,25.0,75.0
10.0,Sat,2022-10-15,15:30,Eint Frankfurt,3.9,0.4,Leverkusen,49700.0,Deutsche Bank Park,Frank Willenborg,83,5,1,10.0,7.0,20.0,639.0,15.0,7.0,11.0,12.0,3.0,2.0,16.0,58.0,9.0,1.0,6.0,652.0,13.0,3.0,6.0,18.0,0.0,8.0,12.0,53.0
10.0,Sat,2022-10-15,15:30,Werder Bremen,1.3,1.1,Mainz 05,41000.0,Wohninvest Weserstadion,Robert Hartmann,84,0,2,3.0,3.0,19.0,850.0,17.0,13.0,18.0,16.0,2.0,3.0,26.0,91.0,11.0,3.0,10.0,489.0,19.0,23.0,16.0,27.0,4.0,12.0,21.0,81.0
10.0,Sat,2022-10-15,15:30,Stuttgart,2.2,1.6,Bochum,45400.0,Mercedes-Benz Arena,Christian Dingert,85,4,1,6.0,3.0,11.0,562.0,13.0,5.0,19.0,32.0,4.0,9.0,32.0,99.0,17.0,3.0,21.0,573.0,18.0,9.0,18.0,7.0,1.0,4.0,33.0,78.0
10.0,Sat,2022-10-15,18:30,RB Leipzig,2.9,2.3,Hertha BSC,47069.0,Red Bull Arena,Harm Osmers,86,3,2,16.0,8.0,15.0,643.0,15.0,7.0,15.0,16.0,3.0,9.0,21.0,71.0,8.0,4.0,19.0,485.0,15.0,14.0,21.0,20.0,1.0,6.0,21.0,64.0
10.0,Sun,2022-10-16,15:30,Köln,1.5,0.4,Augsburg,49000.0,RheinEnergieSTADION,Felix Zwayer,87,3,2,11.0,5.0,32.0,648.0,14.0,1.0,22.0,27.0,0.0,3.0,32.0,82.0,15.0,3.0,12.0,458.0,24.0,7.0,31.0,52.0,2.0,8.0,19.0,78.0
10.0,Sun,2022-10-16,17:30,Union Berlin,1.9,0.8,Dortmund,22012.0,Stadion An der Alten Försterei,Tobias Stieler,88,2,0,15.0,5.0,13.0,391.0,19.0,10.0,16.0,32.0,3.0,4.0,14.0,71.0,5.0,8.0,27.0,953.0,21.0,2.0,12.0,12.0,0.0,7.0,21.0,94.0
10.0,Sun,2022-10-16,19:30,Bayern Munich,2.1,0.3,Freiburg,75000.0,Allianz Arena,Sascha Stegemann,89,5,0,8.0,5.0,14.0,743.0,9.0,3.0,13.0,14.0,2.0,5.0,22.0,48.0,9.0,5.0,9.0,435.0,14.0,11.0,12.0,20.0,0.0,7.0,14.0,62.0
11.0,Fri,2022-10-21,20:30,Mainz 05,1.9,0.7,Köln,31610.0,Mewa Arena,Matthias Jöllenbeck,90,5,0,13.0,5.0,25.0,608.0,12.0,5.0,8.0,11.0,1.0,5.0,16.0,91.0,14.0,4.0,11.0,490.0,23.0,7.0,9.0,16.0,0.0,9.0,19.0,68.0
11.0,Sat,2022-10-22,15:30,Leverkusen,2.2,1.2,Wolfsburg,26294.0,BayArena,Felix Brych,91,2,2,19.0,3.0,8.0,657.0,12.0,6.0,10.0,9.0,2.0,4.0,29.0,63.0,5.0,3.0,8.0,502.0,14.0,8.0,11.0,11.0,2.0,9.0,20.0,71.0
11.0,Sat,2022-10-22,15:30,Hoffenheim,0.8,2.4,Bayern Munich,30150.0,PreZero Arena,Sven Jablonski,92,0,2,12.0,7.0,20.0,509.0,21.0,12.0,7.0,10.0,3.0,3.0,26.0,77.0,8.0,5.0,15.0,700.0,27.0,10.0,14.0,18.0,5.0,7.0,19.0,58.0
11.0,Sat,2022-10-22,15:30,Dortmund,2.6,1.0,Stuttgart,81365.0,Signal Iduna Park,Daniel Schlager,93,5,0,7.0,9.0,19.0,754.0,24.0,12.0,6.0,10.0,0.0,9.0,13.0,75.0,8.0,2.0,11.0,562.0,16.0,13.0,5.0,27.0,3.0,3.0,18.0,49.0
11.0,Sat,2022-10-22,15:30,Freiburg,2.9,0.5,Werder Bremen,34700.0,Europa-Park Stadion,Bastian Dankert,94,2,0,14.0,6.0,28.0,617.0,8.0,6.0,16.0,5.0,3.0,6.0,16.0,67.0,12.0,2.0,6.0,452.0,19.0,12.0,18.0,33.0,0.0,13.0,11.0,76.0
11.0,Sat,2022-10-22,15:30,Augsburg,1.6,2.4,RB Leipzig,25109.0,WWK Arena,Robert Schröder,95,3,3,15.0,3.0,17.0,366.0,12.0,8.0,19.0,18.0,3.0,14.0,13.0,72.0,11.0,6.0,17.0,656.0,8.0,3.0,21.0,15.0,1.0,9.0,18.0,70.0
11.0,Sat,2022-10-22,18:30,M'Gladbach,1.0,1.9,Eint Frankfurt,53019.0,Stadion im Borussia-Park,Daniel Siebert,96,1,3,9.0,3.0,19.0,741.0,20.0,12.0,12.0,5.0,0.0,5.0,29.0,63.0,20.0,2.0,10.0,551.0,22.0,14.0,8.0,28.0,4.0,3.0,15.0,50.0
11.0,Sun,2022-10-23,15:30,Bochum,1.1,1.0,Union Berlin,25460.0,Vonovia Ruhrstadion,Deniz Aytekin,97,2,1,14.0,3.0,15.0,501.0,19.0,4.0,39.0,27.0,2.0,4.0,29.0,83.0,10.0,7.0,19.0,525.0,11.0,9.0,28.0,20.0,1.0,6.0,26.0,80.0
11.0,Sun,2022-10-23,17:30,Hertha BSC,0.8,0.6,Schalke 04,60165.0,Olympiastadion Berlin,Martin Petersen,98,2,1,14.0,5.0,17.0,572.0,13.0,11.0,24.0,22.0,1.0,8.0,25.0,81.0,13.0,6.0,21.0,497.0,22.0,9.0,19.0,23.0,5.0,11.0,24.0,83.0
12.0,Fri,2022-10-28,20:30,Werder Bremen,1.3,0.4,Hertha BSC,42100.0,Wohninvest Weserstadion,Tobias Reichel,99,1,0,14.0,4.0,21.0,574.0,18.0,6.0,19.0,31.0,1.0,10.0,20.0,69.0,11.0,5.0,19.0,533.0,20.0,8.0,16.0,20.0,1.0,6.0,27.0,76.0
12.0,Sat,2022-10-29,15:30,Bayern Munich,3.1,2.2,Mainz 05,75000.0,Allianz Arena,Felix Zwayer,100,6,2,10.0,8.0,21.0,744.0,7.0,9.0,15.0,12.0,1.0,6.0,12.0,51.0,11.0,5.0,14.0,402.0,12.0,15.0,10.0,14.0,1.0,9.0,17.0,66.0
12.0,Sat,2022-10-29,15:30,Wolfsburg,2.0,0.5,Bochum,24037.0,Volkswagen Arena,Robert Hartmann,101,4,0,8.0,7.0,26.0,541.0,11.0,13.0,9.0,14.0,0.0,9.0,20.0,78.0,17.0,2.0,10.0,507.0,27.0,6.0,16.0,21.0,1.0,10.0,14.0,82.0
12.0,Sat,2022-10-29,15:30,RB Leipzig,1.2,0.1,Leverkusen,45598.0,Red Bull Arena,Sven Jablonski,102,2,0,9.0,3.0,9.0,637.0,19.0,12.0,10.0,8.0,3.0,2.0,17.0,84.0,7.0,3.0,10.0,736.0,18.0,9.0,3.0,9.0,1.0,2.0,22.0,59.0
12.0,Sat,2022-10-29,15:30,Stuttgart,2.6,1.0,Augsburg,46400.0,Mercedes-Benz Arena,Tobias Stieler,103,2,1,7.0,10.0,30.0,624.0,8.0,1.0,30.0,13.0,0.0,8.0,23.0,82.0,12.0,3.0,18.0,418.0,10.0,4.0,27.0,22.0,2.0,12.0,15.0,91.0
12.0,Sat,2022-10-29,18:30,Eint Frankfurt,1.9,0.6,Dortmund,50000.0,Deutsche Bank Park,Sascha Stegemann,104,1,2,15.0,4.0,16.0,779.0,20.0,3.0,7.0,17.0,1.0,4.0,23.0,51.0,11.0,3.0,8.0,595.0,31.0,10.0,7.0,22.0,1.0,9.0,19.0,68.0
12.0,Sun,2022-10-30,15:30,Union Berlin,0.9,1.0,M'Gladbach,22012.0,Stadion An der Alten Försterei,Harm Osmers,105,2,1,17.0,6.0,29.0,633.0,13.0,5.0,16.0,6.0,4.0,4.0,21.0,77.0,6.0,5.0,8.0,541.0,8.0,4.0,11.0,28.0,0.0,14.0,18.0,75.0
12.0,Sun,2022-10-30,17:30,Schalke 04,0.6,2.3,Freiburg,61115.0,Veltins-Arena,Christian Dingert,106,0,2,20.0,4.0,16.0,479.0,13.0,11.0,18.0,21.0,1.0,9.0,28.0,80.0,7.0,8.0,23.0,556.0,8.0,9.0,24.0,18.0,2.0,7.0,19.0,74.0
12.0,Sun,2022-10-30,19:30,Köln,1.2,0.9,Hoffenheim,49000.0,RheinEnergieSTADION,Frank Willenborg,107,1,1,11.0,5.0,23.0,466.0,13.0,14.0,15.0,26.0,3.0,1.0,23.0,73.0,10.0,4.0,19.0,738.0,15.0,7.0,8.0,20.0,1.0,8.0,28.0,79.0
13.0,Fri,2022-11-04,20:30,M'Gladbach,0.9,1.1,Stuttgart,53178.0,Stadion im Borussia-Park,Matthias Jöllenbeck,108,3,1,13.0,3.0,14.0,667.0,16.0,7.0,14.0,26.0,2.0,10.0,17.0,63.0,16.0,5.0,20.0,584.0,17.0,14.0,10.0,15.0,1.0,4.0,22.0,66.0
13.0,Sat,2022-11-05,15:30,Dortmund,1.5,0.6,Bochum,81365.0,Signal Iduna Park,Tobias Stieler,109,3,0,7.0,2.0,7.0,648.0,16.0,11.0,18.0,19.0,1.0,7.0,20.0,73.0,14.0,5.0,13.0,470.0,28.0,11.0,14.0,9.0,4.0,8.0,23.0,95.0
13.0,Sat,2022-11-05,15:30,Mainz 05,1.0,0.6,Wolfsburg,26750.0,Mewa Arena,Daniel Siebert,110,0,3,15.0,9.0,27.0,612.0,20.0,18.0,17.0,5.0,1.0,8.0,26.0,106.0,6.0,4.0,9.0,523.0,21.0,4.0,20.0,33.0,0.0,14.0,27.0,93.0
13.0,Sat,2022-11-05,15:30,Augsburg,1.2,1.2,Eint Frankfurt,30087.0,WWK Arena,Deniz Aytekin,111,1,2,17.0,3.0,19.0,547.0,20.0,15.0,19.0,24.0,1.0,6.0,32.0,91.0,15.0,7.0,19.0,669.0,15.0,6.0,22.0,26.0,1.0,11.0,19.0,71.0
13.0,Sat,2022-11-05,15:30,Hertha BSC,1.2,1.9,Bayern Munich,74667.0,Olympiastadion Berlin,Bastian Dankert,112,2,3,13.0,2.0,8.0,386.0,30.0,19.0,15.0,24.0,6.0,7.0,16.0,55.0,9.0,7.0,16.0,759.0,19.0,13.0,20.0,19.0,2.0,4.0,26.0,57.0
13.0,Sat,2022-11-05,15:30,Hoffenheim,0.9,1.7,RB Leipzig,23127.0,PreZero Arena,Martin Petersen,113,1,3,9.0,6.0,20.0,509.0,20.0,9.0,5.0,14.0,1.0,5.0,15.0,45.0,9.0,3.0,9.0,796.0,14.0,8.0,5.0,23.0,3.0,7.0,19.0,55.0
13.0,Sat,2022-11-05,18:30,Werder Bremen,1.0,1.4,Schalke 04,41000.0,Wohninvest Weserstadion,Felix Brych,114,2,1,11.0,3.0,11.0,553.0,19.0,10.0,21.0,34.0,1.0,9.0,28.0,85.0,12.0,3.0,22.0,642.0,23.0,5.0,26.0,12.0,3.0,6.0,26.0,91.0
13.0,Sun,2022-11-06,15:30,Leverkusen,1.9,0.3,Union Berlin,30210.0,BayArena,Robert Schröder,115,5,0,11.0,1.0,8.0,720.0,11.0,1.0,16.0,25.0,0.0,4.0,14.0,45.0,16.0,5.0,17.0,544.0,10.0,5.0,18.0,7.0,2.0,1.0,18.0,75.0
13.0,Sun,2022-11-06,17:30,Freiburg,1.4,0.5,Köln,33800.0,Europa-Park Stadion,Florian Badstübner,116,2,0,9.0,5.0,19.0,648.0,14.0,6.0,19.0,13.0,1.0,7.0,27.0,103.0,10.0,3.0,13.0,559.0,7.0,12.0,25.0,29.0,1.0,6.0,24.0,76.0
14.0,Tue,2022-11-08,18:30,Wolfsburg,2.4,1.6,Dortmund,28675.0,Volkswagen Arena,Christian Dingert,117,2,0,11.0,6.0,12.0,451.0,21.0,10.0,8.0,23.0,3.0,15.0,9.0,56.0,12.0,9.0,26.0,732.0,10.0,8.0,13.0,8.0,2.0,5.0,21.0,72.0
14.0,Tue,2022-11-08,20:30,Stuttgart,2.0,0.7,Hertha BSC,44500.0,Mercedes-Benz Arena,Frank Willenborg,118,2,1,9.0,8.0,27.0,734.0,22.0,8.0,16.0,21.0,3.0,4.0,27.0,63.0,15.0,5.0,17.0,535.0,10.0,5.0,13.0,31.0,0.0,8.0,23.0,52.0
14.0,Tue,2022-11-08,20:30,Bochum,2.0,0.8,M'Gladbach,25900.0,Vonovia Ruhrstadion,Daniel Schlager,119,2,1,11.0,6.0,16.0,539.0,12.0,19.0,16.0,11.0,9.0,5.0,20.0,101.0,14.0,3.0,14.0,607.0,7.0,9.0,20.0,19.0,6.0,7.0,31.0,69.0
14.0,Tue,2022-11-08,20:30,Bayern Munich,4.4,1.3,Werder Bremen,75000.0,Allianz Arena,Robert Hartmann,120,6,1,9.0,8.0,11.0,777.0,12.0,7.0,11.0,11.0,3.0,6.0,19.0,49.0,8.0,4.0,8.0,534.0,20.0,10.0,4.0,14.0,1.0,6.0,11.0,66.0
14.0,Wed,2022-11-09,18:30,Köln,1.4,1.4,Leverkusen,50000.0,RheinEnergieSTADION,Tobias Stieler,121,1,2,9.0,6.0,22.0,715.0,15.0,10.0,20.0,11.0,0.0,7.0,21.0,76.0,7.0,1.0,11.0,546.0,16.0,7.0,15.0,21.0,1.0,10.0,31.0,78.0
14.0,Wed,2022-11-09,20:30,Union Berlin,1.2,0.6,Augsburg,22012.0,Stadion An der Alten Försterei,Sascha Stegemann,122,2,2,7.0,6.0,32.0,606.0,18.0,4.0,46.0,13.0,2.0,2.0,24.0,96.0,10.0,3.0,4.0,457.0,12.0,7.0,24.0,29.0,0.0,11.0,23.0,77.0
14.0,Wed,2022-11-09,20:30,Schalke 04,1.5,0.8,Mainz 05,58256.0,Veltins-Arena,Tobias Reichel,123,1,0,16.0,1.0,23.0,459.0,15.0,13.0,20.0,25.0,2.0,8.0,14.0,85.0,17.0,6.0,23.0,531.0,15.0,12.0,20.0,21.0,1.0,10.0,23.0,89.0
14.0,Wed,2022-11-09,20:30,RB Leipzig,2.9,0.2,Freiburg,41240.0,Red Bull Arena,Harm Osmers,124,3,1,9.0,6.0,12.0,663.0,9.0,8.0,13.0,11.0,1.0,2.0,17.0,46.0,22.0,2.0,8.0,496.0,14.0,4.0,17.0,14.0,0.0,7.0,13.0,65.0
14.0,Wed,2022-11-09,20:30,Eint Frankfurt,2.8,1.8,Hoffenheim,49000.0,Deutsche Bank Park,Felix Zwayer,125,4,2,9.0,4.0,10.0,672.0,18.0,11.0,8.0,20.0,2.0,4.0,14.0,58.0,22.0,5.0,20.0,643.0,16.0,10.0,8.0,15.0,2.0,9.0,32.0,76.0
15.0,Fri,2022-11-11,20:30,M'Gladbach,2.1,3.0,Dortmund,54042.0,Stadion im Borussia-Park,Sven Jablonski,126,4,2,12.0,2.0,3.0,513.0,24.0,10.0,5.0,31.0,3.0,6.0,17.0,31.0,12.0,9.0,24.0,712.0,17.0,4.0,11.0,8.0,2.0,6.0,25.0,57.0
15.0,Sat,2022-11-12,15:30,Augsburg,2.2,1.1,Bochum,28011.0,WWK Arena,Felix Brych,127,0,1,12.0,6.0,22.0,604.0,14.0,4.0,32.0,14.0,2.0,5.0,32.0,120.0,9.0,2.0,10.0,546.0,26.0,8.0,34.0,38.0,3.0,10.0,27.0,115.0
15.0,Sat,2022-11-12,15:30,Hoffenheim,1.4,0.7,Wolfsburg,18014.0,PreZero Arena,Daniel Schlager,128,1,2,15.0,7.0,29.0,654.0,15.0,8.0,18.0,8.0,2.0,5.0,27.0,92.0,11.0,1.0,17.0,463.0,13.0,4.0,16.0,24.0,2.0,14.0,19.0,81.0
15.0,Sat,2022-11-12,15:30,Werder Bremen,0.9,1.7,RB Leipzig,41500.0,Wohninvest Weserstadion,Matthias Jöllenbeck,129,1,2,14.0,0.0,20.0,626.0,13.0,9.0,12.0,18.0,1.0,9.0,22.0,82.0,8.0,4.0,12.0,670.0,10.0,7.0,12.0,28.0,1.0,2.0,19.0,70.0
15.0,Sat,2022-11-12,15:30,Hertha BSC,1.8,1.8,Köln,60827.0,Olympiastadion Berlin,Christian Dingert,130,2,0,15.0,10.0,21.0,557.0,16.0,15.0,23.0,27.0,2.0,9.0,29.0,68.0,10.0,5.0,25.0,591.0,29.0,8.0,11.0,22.0,3.0,6.0,26.0,86.0
15.0,Sat,2022-11-12,15:30,Leverkusen,1.6,0.3,Stuttgart,30210.0,BayArena,Florian Badstübner,131,2,0,11.0,4.0,12.0,551.0,18.0,13.0,8.0,15.0,1.0,5.0,19.0,55.0,10.0,2.0,8.0,670.0,17.0,9.0,3.0,14.0,3.0,8.0,18.0,69.0
15.0,Sat,2022-11-12,18:30,Schalke 04,0.8,1.9,Bayern Munich,62271.0,Veltins-Arena,Felix Zwayer,132,0,2,7.0,4.0,14.0,415.0,21.0,8.0,9.0,19.0,1.0,12.0,24.0,76.0,4.0,5.0,11.0,805.0,14.0,7.0,10.0,16.0,1.0,4.0,23.0,58.0
15.0,Sun,2022-11-13,15:30,Mainz 05,1.5,1.8,Eint Frankfurt,33305.0,Mewa Arena,Robert Schröder,133,1,1,12.0,5.0,19.0,540.0,20.0,8.0,27.0,21.0,1.0,4.0,31.0,90.0,8.0,2.0,14.0,723.0,13.0,2.0,12.0,32.0,3.0,10.0,25.0,68.0
15.0,Sun,2022-11-13,17:30,Freiburg,2.3,1.7,Union Berlin,33800.0,Europa-Park Stadion,Deniz Aytekin,134,4,1,13.0,2.0,12.0,831.0,12.0,2.0,15.0,10.0,0.0,2.0,14.0,57.0,9.0,1.0,10.0,372.0,11.0,5.0,14.0,14.0,0.0,3.0,20.0,60.0
16.0,Fri,2023-01-20,20:30,RB Leipzig,0.7,0.7,Bayern Munich,47069.0,Red Bull Arena,Daniel Siebert,135,1,1,17.0,3.0,9.0,593.0,26.0,19.0,7.0,16.0,3.0,3.0,27.0,44.0,12.0,2.0,10.0,764.0,19.0,12.0,10.0,10.0,2.0,5.0,18.0,65.0
16.0,Sat,2023-01-21,15:30,Union Berlin,2.9,1.0,Hoffenheim,21747.0,Stadion An der Alten Försterei,Robert Hartmann,136,3,1,11.0,9.0,39.0,615.0,20.0,8.0,16.0,20.0,1.0,1.0,26.0,74.0,13.0,4.0,13.0,591.0,7.0,9.0,15.0,26.0,1.0,5.0,23.0,68.0
16.0,Sat,2023-01-21,15:30,Stuttgart,1.6,1.4,Mainz 05,45903.0,Mercedes-Benz Arena,Felix Brych,137,1,1,15.0,3.0,14.0,713.0,12.0,17.0,20.0,18.0,1.0,6.0,15.0,80.0,17.0,5.0,17.0,583.0,16.0,15.0,12.0,14.0,0.0,9.0,24.0,75.0
16.0,Sat,2023-01-21,15:30,Bochum,1.6,0.9,Hertha BSC,26000.0,Vonovia Ruhrstadion,Martin Petersen,138,3,1,13.0,1.0,7.0,552.0,28.0,6.0,27.0,26.0,1.0,9.0,31.0,88.0,13.0,6.0,27.0,543.0,24.0,7.0,21.0,20.0,0.0,7.0,37.0,84.0
16.0,Sat,2023-01-21,15:30,Wolfsburg,2.7,0.7,Freiburg,25849.0,Volkswagen Arena,Felix Zwayer,139,6,0,11.0,0.0,11.0,625.0,9.0,8.0,17.0,30.0,0.0,3.0,9.0,56.0,12.0,5.0,12.0,537.0,5.0,8.0,17.0,8.0,4.0,1.0,21.0,61.0
16.0,Sat,2023-01-21,15:30,Eint Frankfurt,1.2,1.8,Schalke 04,50000.0,Deutsche Bank Park,Marco Fritz,140,3,0,16.0,5.0,10.0,544.0,20.0,9.0,26.0,32.0,2.0,10.0,21.0,67.0,10.0,4.0,25.0,657.0,17.0,12.0,30.0,9.0,1.0,6.0,36.0,76.0
16.0,Sat,2023-01-21,18:30,Köln,3.0,0.3,Werder Bremen,50000.0,RheinEnergieSTADION,Robert Schröder,141,7,1,10.0,2.0,8.0,651.0,27.0,8.0,19.0,16.0,0.0,3.0,19.0,68.0,14.0,2.0,20.0,659.0,25.0,10.0,15.0,16.0,3.0,4.0,28.0,67.0
16.0,Sun,2023-01-22,15:30,Dortmund,2.9,1.7,Augsburg,81365.0,Signal Iduna Park,Frank Willenborg,142,4,3,6.0,7.0,23.0,755.0,16.0,7.0,16.0,7.0,1.0,10.0,25.0,52.0,9.0,3.0,13.0,436.0,22.0,7.0,15.0,29.0,1.0,15.0,14.0,54.0
16.0,Sun,2023-01-22,17:30,M'Gladbach,1.0,2.0,Leverkusen,53336.0,Stadion im Borussia-Park,Harm Osmers,143,2,3,12.0,2.0,19.0,841.0,13.0,9.0,10.0,8.0,4.0,3.0,22.0,39.0,14.0,3.0,3.0,578.0,14.0,5.0,4.0,24.0,2.0,8.0,8.0,55.0
17.0,Tue,2023-01-24,18:30,Schalke 04,0.7,2.7,RB Leipzig,56841.0,Veltins-Arena,Benjamin Cortus,144,1,6,16.0,1.0,10.0,546.0,19.0,14.0,6.0,18.0,3.0,5.0,20.0,56.0,13.0,6.0,11.0,674.0,14.0,9.0,11.0,18.0,5.0,8.0,16.0,57.0
17.0,Tue,2023-01-24,20:30,Hoffenheim,2.0,0.8,Stuttgart,23159.0,PreZero Arena,Florian Badstübner,145,2,2,12.0,6.0,22.0,602.0,25.0,9.0,22.0,17.0,4.0,4.0,24.0,80.0,4.0,4.0,11.0,620.0,15.0,3.0,15.0,25.0,3.0,8.0,24.0,82.0
17.0,Tue,2023-01-24,20:30,Hertha BSC,0.4,3.1,Wolfsburg,29483.0,Olympiastadion Berlin,Tobias Reichel,146,0,5,20.0,6.0,13.0,431.0,17.0,5.0,14.0,21.0,0.0,9.0,21.0,50.0,13.0,3.0,23.0,569.0,17.0,11.0,19.0,23.0,2.0,5.0,25.0,68.0
17.0,Tue,2023-01-24,20:30,Bayern Munich,1.4,0.8,Köln,75000.0,Allianz Arena,Tobias Stieler,147,1,1,7.0,9.0,33.0,1035.0,25.0,7.0,16.0,13.0,2.0,2.0,22.0,76.0,10.0,4.0,11.0,421.0,28.0,16.0,10.0,37.0,2.0,7.0,20.0,50.0
17.0,Wed,2023-01-25,18:30,Mainz 05,1.2,1.5,Dortmund,31500.0,Mewa Arena,Sascha Stegemann,148,1,2,15.0,2.0,11.0,562.0,24.0,25.0,12.0,19.0,2.0,7.0,15.0,57.0,7.0,3.0,15.0,827.0,14.0,8.0,21.0,17.0,0.0,7.0,29.0,81.0
17.0,Wed,2023-01-25,20:30,Werder Bremen,0.6,1.1,Union Berlin,41500.0,Wohninvest Weserstadion,Bastian Dankert,149,1,2,11.0,5.0,23.0,680.0,12.0,10.0,28.0,26.0,1.0,5.0,29.0,88.0,18.0,7.0,17.0,546.0,13.0,9.0,29.0,28.0,1.0,5.0,27.0,100.0
17.0,Wed,2023-01-25,20:30,Freiburg,1.9,0.2,Eint Frankfurt,34700.0,Europa-Park Stadion,Deniz Aytekin,150,1,1,15.0,4.0,18.0,560.0,26.0,15.0,29.0,13.0,4.0,6.0,13.0,85.0,16.0,3.0,12.0,691.0,11.0,4.0,18.0,37.0,2.0,4.0,24.0,54.0
