index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att_y,Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
8,Mathias Olesen,47.0,lu LUX,DM,22-158,22,0,0,0,0,1,0,0,0,25,0,2,0,0.0,0.0,0.0,0,0,14,18,77.8,2,16,1,0,0,,,,,,,,,,,,,,,,,,,,,1,13
9,Dejan Ljubicic,7.0,at AUT,DM,25-322,76,0,0,0,0,1,0,0,0,40,2,2,1,0.0,0.0,0.0,1,0,28,35,80.0,5,30,1,0,0,,,,,,,,,,,,,,,,,,,,,1,13
10,Linton Maina,37.0,de GER,DM,24-064,14,0,0,0,0,1,0,0,0,6,1,0,0,0.0,0.0,0.0,1,0,2,4,50.0,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,1,13
11,Leart Paqarada,17.0,xk KVX,LB,28-322,90,0,0,0,0,0,0,0,0,75,1,1,0,0.0,0.0,0.1,6,1,46,70,65.7,5,47,3,3,3,,,,,,,,,,,,,,,,,,,,,1,13
12,Julian Chabot,24.0,de GER,CB,25-195,90,0,0,0,0,0,0,0,0,72,1,2,1,0.0,0.0,0.0,1,0,49,63,77.8,6,43,0,1,0,,,,,,,,,,,,,,,,,,,,,1,13
13,Timo Hübers,4.0,de GER,CB,27-037,90,0,0,0,0,1,1,0,0,84,1,2,0,0.5,0.5,0.0,2,0,61,74,82.4,4,61,0,0,0,,,,,,,,,,,,,,,,,,,,,1,13
14,Benno Schmitz,2.0,de GER,RB,28-282,90,0,0,0,0,0,0,0,0,74,4,1,3,0.0,0.0,0.0,1,0,40,61,65.6,6,33,2,0,0,,,,,,,,,,,,,,,,,,,,,1,13
15,Marvin Schwäbe,1.0,de GER,GK,28-123,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,35,39,89.7,0,28,0,0,0,6.0,2.0,4.0,66.7,2.6,2.0,5.0,40.0,35.0,3.0,14.3,26.0,4.0,0.0,25.8,5.0,0.0,0.0,1.0,20.0,1,13
0,Jonas Wind,23.0,dk DEN,FW,24-200,90,2,0,0,0,5,5,1,0,36,0,0,2,1.4,1.4,0.0,3,2,7,19,36.8,2,19,0,3,2,,,,,,,,,,,,,,,,,,,,,0,13
1,Patrick Wimmer,39.0,at AUT,LW,22-088,89,0,0,0,0,1,0,0,0,45,1,1,1,0.2,0.2,0.0,3,0,22,31,71.0,4,23,1,3,1,,,,,,,,,,,,,,,,,,,,,0,13
2,Jakub Kamiński,16.0,pl POL,LW,21-082,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,0,13
3,Václav Černý,7.0,cz CZE,RW,25-313,84,0,0,0,0,0,0,1,0,32,1,1,0,0.0,0.0,0.2,2,0,15,25,60.0,2,21,2,2,2,,,,,,,,,,,,,,,,,,,,,0,13
4,Aster Vranckx,6.0,be BEL,LM,20-326,6,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13
5,Lovro Majer,19.0,hr CRO,LM,25-221,84,0,0,0,0,1,0,1,0,41,0,0,0,0.0,0.0,0.0,1,0,20,28,71.4,7,26,0,3,1,,,,,,,,,,,,,,,,,,,,,0,13
6,Tiago Tomás,11.0,pt POR,RW,21-071,6,0,0,0,0,0,0,0,0,6,1,0,1,0.0,0.0,0.0,0,0,2,3,66.7,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13
7,Yannick Gerhardt,31.0,de GER,CM,29-166,61,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,20,24,83.3,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13
8,Maximilian Arnold,27.0,de GER,CM,29-091,29,0,0,0,0,0,0,1,0,11,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13
9,Mattias Svanberg,32.0,se SWE,RM,24-233,90,0,1,0,0,1,0,0,0,49,3,1,0,0.0,0.0,0.3,2,1,24,41,58.5,1,23,1,1,1,,,,,,,,,,,,,,,,,,,,,0,13
10,Nicolas Cozza,8.0,fr FRA,LB,24-230,61,0,0,0,0,0,0,0,0,61,4,4,0,0.0,0.0,0.0,1,0,34,50,68.0,6,27,2,1,0,,,,,,,,,,,,,,,,,,,,,0,13
11,Ridle Baku,20.0,de GER,RB,25-140,29,0,0,0,0,0,0,0,0,38,1,0,3,0.0,0.0,0.0,0,0,21,30,70.0,0,13,0,2,2,,,,,,,,,,,,,,,,,,,,,0,13
12,Cedric Zesiger,5.0,ch SUI,CB,25-063,90,0,0,0,0,0,0,1,0,88,0,1,0,0.0,0.0,0.0,1,0,62,72,86.1,6,42,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13
13,Maxence Lacroix,4.0,fr FRA,CB,23-142,90,0,0,0,0,0,0,0,0,72,0,0,1,0.0,0.0,0.0,0,0,58,67,86.6,1,38,0,0,0,,,,,,,,,,,,,,,,,,,,,0,13
14,Joakim Mæhle,21.0,dk DEN,"RB,LB",26-098,90,0,0,0,0,1,1,0,0,73,5,0,2,0.0,0.0,0.5,3,0,55,63,87.3,10,43,4,5,3,,,,,,,,,,,,,,,,,,,,,0,13
15,Koen Casteels,1.0,be BEL,GK,31-062,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,40,46,87.0,0,18,0,0,0,2.0,1.0,1.0,50.0,0.5,7.0,13.0,53.8,29.0,2.0,27.6,30.7,17.0,29.4,36.7,17.0,0.0,0.0,2.0,21.0,0,13
0,Tim Kleindienst,10.0,de GER,FW,27-360,90,0,0,0,0,5,3,0,0,43,1,0,0,0.7,0.7,0.0,0,0,19,29,65.5,5,18,0,2,1,,,,,,,,,,,,,,,,,,,,,1,14
1,Marvin Pieringer,18.0,de GER,FW,23-326,77,1,0,0,0,4,2,0,0,24,1,0,2,0.4,0.4,0.0,1,1,10,15,66.7,1,11,2,0,0,,,,,,,,,,,,,,,,,,,,,1,14
2,Jan Schöppner,3.0,de GER,CM,24-075,13,0,0,0,0,0,0,0,0,7,1,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,14
3,Jan-Niklas Beste,37.0,de GER,LM,24-234,90,1,1,0,1,2,1,0,0,52,2,1,2,0.9,0.1,0.7,10,1,23,39,59.0,3,23,4,3,2,,,,,,,,,,,,,,,,,,,,,1,14
4,Denis Thomalla,11.0,de GER,"CM,FW",31-010,89,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.2,2,0,13,16,81.3,3,8,0,1,1,,,,,,,,,,,,,,,,,,,,,1,14
5,Nikola Dovedan,20.0,at AUT,FW,29-051,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,14
6,Lennard Maloney,33.0,us USA,CM,23-322,90,0,0,0,0,1,0,0,0,31,0,1,1,0.0,0.0,0.2,2,0,16,27,59.3,0,8,0,1,1,,,,,,,,,,,,,,,,,,,,,1,14
7,Eren Dinkçi,8.0,de GER,RM,21-256,77,0,0,0,0,1,0,1,0,47,2,2,1,0.1,0.1,0.1,6,0,20,33,60.6,4,25,4,4,1,,,,,,,,,,,,,,,,,,,,,1,14
8,Kevin Sessa,16.0,de GER,RM,23-051,13,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,1,6,1,0,0,,,,,,,,,,,,,,,,,,,,,1,14
9,Jonas Föhrenbach,19.0,de GER,LB,27-212,90,0,0,0,0,1,0,0,0,48,1,0,1,0.1,0.1,0.0,3,0,27,41,65.9,6,21,3,0,0,,,,,,,,,,,,,,,,,,,,,1,14
10,Tim Siersleben,4.0,de GER,CB,23-170,90,0,0,0,0,1,0,0,0,42,3,0,4,0.0,0.0,0.0,0,0,16,26,61.5,0,16,0,0,0,,,,,,,,,,,,,,,,,,,,,1,14
11,Patrick Mainka,6.0,de GER,CB,28-293,90,0,0,0,0,2,1,0,0,37,2,0,0,0.3,0.3,0.0,3,0,20,25,80.0,4,13,0,0,0,,,,,,,,,,,,,,,,,,,,,1,14
12,Omar Traoré,23.0,de GER,RB,25-203,89,0,0,0,0,1,0,0,0,53,1,2,2,0.0,0.0,0.1,3,2,27,42,64.3,5,19,4,4,0,,,,,,,,,,,,,,,,,,,,,1,14
13,Stefan Schimmer,9.0,de GER,RB,29-120,1,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,14
14,Kevin Müller,1.0,de GER,GK,32-164,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,1,0,28,36,77.8,0,20,0,0,0,6.0,3.0,3.0,66.7,2.3,10.0,18.0,55.6,26.0,2.0,50.0,42.8,10.0,50.0,48.8,19.0,0.0,0.0,2.0,16.4,1,14
0,Wout Weghorst,10.0,nl NED,FW,31-019,90,0,0,0,0,2,0,1,0,36,0,0,1,0.2,0.2,0.0,2,1,20,26,76.9,2,23,2,2,0,,,,,,,,,,,,,,,,,,,,,0,14
1,Andrej Kramarić,27.0,hr CRO,LW,32-068,90,1,0,1,1,2,1,0,0,50,0,0,0,0.9,0.1,0.2,4,0,34,44,77.3,1,19,1,2,1,,,,,,,,,,,,,,,,,,,,,0,14
2,Ihlas Bebou,9.0,tg TOG,RW,29-125,73,0,0,0,0,2,0,0,0,36,0,1,0,0.0,0.0,0.0,3,0,17,25,68.0,0,20,1,4,1,,,,,,,,,,,,,,,,,,,,,0,14
3,Tom Bischof,39.0,de GER,RW,18-059,17,0,1,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.6,1,1,12,14,85.7,1,8,0,1,0,,,,,,,,,,,,,,,,,,,,,0,14
4,Marius Bülter,21.0,de GER,LM,30-150,51,0,0,0,0,0,0,1,0,36,2,0,0,0.0,0.0,0.0,2,0,20,32,62.5,1,13,2,2,1,,,,,,,,,,,,,,,,,,,,,0,14
5,Robert Skov,29.0,dk DEN,LM,27-098,39,0,0,0,0,1,1,0,0,30,0,0,0,0.0,0.0,0.1,3,0,22,29,75.9,2,16,2,1,1,,,,,,,,,,,,,,,,,,,,,0,14
6,Florian Grillitsch,11.0,at AUT,CM,28-019,90,0,0,0,0,2,1,1,0,82,1,4,1,0.1,0.1,0.1,4,0,62,70,88.6,9,47,3,2,1,,,,,,,,,,,,,,,,,,,,,0,14
7,Grischa Prömel,6.0,de GER,CM,28-229,64,0,0,0,0,1,0,0,0,33,1,0,1,0.1,0.1,0.0,2,0,21,28,75.0,2,14,0,0,0,,,,,,,,,,,,,,,,,,,,,0,14
8,Finn Ole Becker,20.0,de GER,CM,23-079,26,0,0,0,0,1,0,0,0,18,1,0,1,0.0,0.0,0.0,1,1,12,15,80.0,1,9,1,1,1,,,,,,,,,,,,,,,,,,,,,0,14
9,Pavel Kadeřábek,3.0,cz CZE,RM,31-123,90,1,0,0,0,1,1,1,0,50,0,2,1,0.9,0.9,0.0,1,0,28,37,75.7,1,19,0,2,0,,,,,,,,,,,,,,,,,,,,,0,14
10,Kevin Akpoguma,25.0,ng NGA,CB,28-129,90,0,0,0,0,0,0,1,0,69,4,1,6,0.0,0.0,0.1,3,0,40,50,80.0,6,34,1,2,1,,,,,,,,,,,,,,,,,,,,,0,14
11,John Brooks,23.0,us USA,CB,30-210,52,0,0,0,0,1,0,0,0,46,0,3,2,0.1,0.1,0.0,0,0,31,38,81.6,5,21,1,0,0,,,,,,,,,,,,,,,,,,,,,0,14
12,Kevin Vogt,22.0,de GER,CB,31-337,38,0,0,0,0,0,0,0,0,39,0,1,1,0.0,0.0,0.0,0,0,30,33,90.9,9,21,1,0,0,,,,,,,,,,,,,,,,,,,,,0,14
13,Ozan Kabak,5.0,tr TUR,CB,23-154,63,0,0,0,0,1,0,0,0,60,1,1,2,0.1,0.1,0.0,0,0,47,52,90.4,11,32,1,0,0,,,,,,,,,,,,,,,,,,,,,0,14
14,Maximilian Beier,14.0,de GER,CB,20-313,27,1,0,0,0,1,1,0,0,15,0,0,0,0.6,0.6,0.0,2,1,7,9,77.8,1,9,1,2,2,,,,,,,,,,,,,,,,,,,,,0,14
15,Oliver Baumann,1.0,de GER,GK,33-085,90,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0,0,39,46,84.8,0,23,0,0,0,8.0,2.0,5.0,75.0,2.7,10.0,17.0,58.8,37.0,6.0,35.1,31.6,9.0,44.4,39.2,25.0,0.0,0.0,5.0,22.9,0,14
0,Tomáš Čvančara,31.0,cz CZE,FW,23-013,78,0,0,0,0,3,0,1,0,27,0,0,0,0.5,0.5,0.1,1,0,15,20,75.0,3,13,1,0,0,,,,,,,,,,,,,,,,,,,,,1,15
1,Grant Ranos,28.0,am ARM,CM,20-037,12,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,15
2,Alassane Pléa,14.0,fr FRA,"RM,LM",30-169,90,0,0,0,0,1,0,0,0,54,2,0,0,0.0,0.0,0.0,4,0,32,43,74.4,5,27,3,3,0,,,,,,,,,,,,,,,,,,,,,1,15
3,Florian Neuhaus,10.0,de GER,CM,26-163,66,0,0,0,0,0,0,0,0,42,0,2,0,0.0,0.0,0.0,2,0,27,35,77.1,2,12,1,1,0,,,,,,,,,,,,,,,,,,,,,1,15
4,Rocco Reitz,27.0,de GER,CM,21-089,24,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.0,1,0,17,20,85.0,2,10,0,0,0,,,,,,,,,,,,,,,,,,,,,1,15
5,Julian Weigl,8.0,de GER,CM,27-352,90,0,0,0,0,0,0,0,0,68,2,3,5,0.0,0.0,0.0,0,0,49,55,89.1,4,19,0,1,0,,,,,,,,,,,,,,,,,,,,,1,15
6,Nathan N'Goumou,19.0,fr FRA,"RM,LM",23-165,66,0,0,0,0,0,0,0,0,36,4,0,0,0.0,0.0,0.0,3,0,22,28,78.6,3,21,3,1,0,,,,,,,,,,,,,,,,,,,,,1,15
7,Robin Hack,25.0,de GER,LM,24-364,24,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,2,0,11,12,91.7,1,5,1,0,0,,,,,,,,,,,,,,,,,,,,,1,15
8,Joe Scally,29.0,us USA,LB,20-238,90,0,0,0,0,1,0,0,0,52,3,0,1,0.0,0.0,0.0,0,0,27,37,73.0,2,22,1,1,0,,,,,,,,,,,,,,,,,,,,,1,15
9,Maximilian Wöber,39.0,at AUT,CB,25-203,90,0,0,0,0,0,0,0,0,73,4,4,2,0.0,0.0,0.0,1,0,48,54,88.9,6,30,1,0,0,,,,,,,,,,,,,,,,,,,,,1,15
10,Ko Itakura,3.0,jp JPN,CB,26-211,87,0,0,0,0,1,1,1,0,54,2,3,3,0.1,0.1,0.0,0,0,36,41,87.8,0,26,0,0,0,,,,,,,,,,,,,,,,,,,,,1,15
11,Lukas Ullrich,26.0,de GER,CB,19-163,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,1,15
12,Marvin Friedrich,5.0,de GER,CB,27-256,90,0,0,0,0,4,0,0,0,68,2,2,3,0.2,0.2,0.0,1,0,43,49,87.8,6,22,1,0,0,,,,,,,,,,,,,,,,,,,,,1,15
13,Franck Honorat,9.0,fr FRA,RB,27-015,78,0,0,0,0,1,1,0,0,52,0,1,0,0.1,0.1,0.7,6,0,37,48,77.1,6,18,6,3,0,,,,,,,,,,,,,,,,,,,,,1,15
14,Yvandro Borges Sanches,38.0,lu LUX,RM,19-094,12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,1,15
15,Jonas Omlin,1.0,ch SUI,GK,29-228,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,29,38,76.3,0,24,0,0,0,11.0,3.0,8.0,72.7,3.3,6.0,12.0,50.0,34.0,10.0,32.4,33.5,4.0,25.0,26.5,7.0,1.0,14.3,1.0,15.3,1,15
0,Victor Boniface,22.0,ng NGA,FW,22-246,87,2,0,0,0,11,4,1,0,50,0,0,0,1.6,1.6,0.0,1,0,22,28,78.6,1,26,4,4,1,,,,,,,,,,,,,,,,,,,,,0,15
1,Gustavo Puerta,32.0,co COL,FW,20-034,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,0,15
2,Florian Wirtz,10.0,de GER,AM,20-115,90,0,1,0,0,1,1,0,0,95,1,0,1,0.0,0.0,1.2,14,2,61,78,78.2,14,48,5,3,1,,,,,,,,,,,,,,,,,,,,,0,15
3,Jonas Hofmann,7.0,de GER,AM,31-043,80,0,1,0,0,5,3,0,0,77,1,1,1,0.4,0.4,0.3,9,1,60,68,88.2,6,32,5,1,0,,,,,,,,,,,,,,,,,,,,,0,15
4,Adam Hložek,23.0,cz CZE,AM,21-032,10,0,0,0,0,1,1,0,0,3,0,0,0,0.3,0.3,0.0,0,0,2,2,100.0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,0,15
5,Granit Xhaka,34.0,ch SUI,CM,30-333,90,0,0,0,0,1,0,0,0,130,1,2,1,0.0,0.0,0.0,6,2,113,120,94.2,13,69,0,0,0,,,,,,,,,,,,,,,,,,,,,0,15
6,Exequiel Palacios,25.0,ar ARG,CM,24-325,69,0,0,0,0,2,0,0,0,82,3,2,0,0.0,0.0,0.0,2,0,69,74,93.2,6,42,1,1,1,,,,,,,,,,,,,,,,,,,,,0,15
7,Robert Andrich,8.0,de GER,CM,28-338,21,0,0,0,0,0,0,0,0,28,0,1,2,0.0,0.0,0.0,0,0,22,24,91.7,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,0,15
8,Álex Grimaldo,20.0,es ESP,WB,27-340,90,0,1,0,0,1,0,0,0,69,1,0,0,0.1,0.1,0.3,3,1,51,62,82.3,2,31,3,2,0,,,,,,,,,,,,,,,,,,,,,0,15
9,Jeremie Frimpong,30.0,nl NED,WB,22-259,69,0,0,0,0,1,1,1,0,33,2,0,0,0.0,0.0,0.4,4,0,22,25,88.0,0,18,5,1,0,,,,,,,,,,,,,,,,,,,,,0,15
10,Arthur,13.0,br BRA,WB,20-162,21,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,14,15,93.3,1,8,2,0,0,,,,,,,,,,,,,,,,,,,,,0,15
11,Edmond Tapsoba,12.0,bf BFA,CB,24-205,90,0,0,0,0,0,0,0,0,99,2,0,0,0.0,0.0,0.0,3,0,79,91,86.8,6,57,3,4,4,,,,,,,,,,,,,,,,,,,,,0,15
12,Jonathan Tah,4.0,de GER,CB,27-196,90,1,0,0,0,1,1,1,0,69,3,1,1,0.2,0.2,0.0,0,0,55,59,93.2,2,30,1,0,0,,,,,,,,,,,,,,,,,,,,,0,15
13,Odilon Kossonou,6.0,ci CIV,CB,22-234,80,0,0,0,0,0,0,0,0,59,1,2,3,0.0,0.0,0.0,1,0,45,51,88.2,3,36,2,0,0,,,,,,,,,,,,,,,,,,,,,0,15
14,Josip Stanišić,2.0,hr CRO,CB,23-146,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,15
15,Lukáš Hrádecký,1.0,fi FIN,GK,33-275,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,24,32,75.0,0,17,0,0,0,2.0,0.0,2.0,100.0,0.2,4.0,11.0,36.4,26.0,5.0,38.5,32.2,6.0,16.7,25.3,15.0,1.0,6.7,1.0,8.8,0,15
0,Nelson Weiper,44.0,de GER,FW,18-163,69,0,0,0,0,1,0,0,0,26,1,1,1,0.0,0.0,0.2,3,0,9,17,52.9,1,16,2,3,1,,,,,,,,,,,,,,,,,,,,,1,16
1,Brajan Gruda,43.0,de GER,FW,19-088,21,0,0,0,0,1,0,0,0,13,0,0,1,0.1,0.1,0.0,3,0,4,7,57.1,0,5,1,3,2,,,,,,,,,,,,,,,,,,,,,1,16
2,Lee Jae-sung,7.0,kr KOR,AM,31-017,77,1,0,0,0,2,2,0,0,37,0,0,2,0.2,0.2,0.0,2,0,17,25,68.0,4,15,0,4,1,,,,,,,,,,,,,,,,,,,,,1,16
3,Marco Richter,10.0,de GER,AM,25-276,13,0,0,0,0,1,1,0,0,3,0,0,1,0.1,0.1,0.0,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,16
4,Anton Stach,6.0,de GER,AM,24-285,90,0,0,0,0,1,1,0,0,45,0,2,3,0.1,0.1,0.1,5,0,19,33,57.6,4,19,1,4,2,,,,,,,,,,,,,,,,,,,,,1,16
5,Dominik Kohr,31.0,de GER,CM,29-208,90,0,0,0,0,3,1,1,0,54,3,2,2,0.4,0.4,0.0,0,0,20,37,54.1,5,18,1,2,1,,,,,,,,,,,,,,,,,,,,,1,16
6,Leandro Barreiro Martins,8.0,lu LUX,CM,23-236,90,0,0,0,0,2,1,0,0,39,4,0,2,0.2,0.2,0.0,2,1,16,23,69.6,1,13,0,2,1,,,,,,,,,,,,,,,,,,,,,1,16
7,Phillipp Mwene,2.0,at AUT,WB,29-210,77,0,0,0,0,0,0,0,0,45,2,1,2,0.0,0.0,0.2,3,0,22,34,64.7,3,19,4,2,2,,,,,,,,,,,,,,,,,,,,,1,16
8,Danny da Costa,21.0,de GER,WB,30-045,13,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,0,0,2,7,28.6,0,3,1,1,0,,,,,,,,,,,,,,,,,,,,,1,16
9,Anthony Caci,19.0,fr FRA,WB,26-057,90,0,0,0,0,0,0,0,0,41,2,0,1,0.0,0.0,0.2,2,0,18,33,54.5,6,13,0,2,1,,,,,,,,,,,,,,,,,,,,,1,16
10,Maxim Leitsch,5.0,de GER,CB,25-101,69,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,1,1,16,19,84.2,1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,1,16
11,Andreas Hanche-Olsen,25.0,no NOR,CB,26-222,21,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,16
12,Sepp van den Berg,3.0,nl NED,CB,21-250,90,0,0,0,0,0,0,1,0,51,3,2,1,0.0,0.0,0.0,0,0,32,42,76.2,5,18,1,0,0,,,,,,,,,,,,,,,,,,,,,1,16
13,Edimilson Fernandes,20.0,ch SUI,CB,27-134,78,0,0,0,0,1,0,1,0,45,5,2,0,0.1,0.1,0.1,1,0,20,32,62.5,0,17,1,0,0,,,,,,,,,,,,,,,,,,,,,1,16
14,Stefan Bell,16.0,de GER,CB,32-003,12,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,16
15,Robin Zentner,27.0,de GER,GK,28-303,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,20,33,60.6,0,20,0,0,0,1.0,1.0,0.0,0.0,0.8,5.0,18.0,27.8,29.0,5.0,48.3,38.1,4.0,100.0,68.0,10.0,1.0,10.0,0.0,15.0,1,16
0,Randal Kolo Muani,9.0,fr FRA,FW,24-265,70,0,0,0,0,2,0,0,0,32,0,0,0,0.4,0.4,0.0,1,0,9,15,60.0,2,23,4,8,2,,,,,,,,,,,,,,,,,,,,,0,16
1,Junior Dina Ebimbe,26.0,fr FRA,"WB,AM,FW",22-279,20,0,1,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.6,2,1,5,5,100.0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,0,16
2,Omar Marmoush,7.0,eg EGY,AM,24-201,90,1,0,0,0,3,1,1,0,29,1,0,0,0.7,0.7,0.3,1,0,11,17,64.7,0,23,5,2,1,,,,,,,,,,,,,,,,,,,,,0,16
3,Mario Götze,27.0,de GER,"AM,CM",31-085,82,0,0,0,0,0,0,0,0,38,1,0,3,0.0,0.0,0.0,2,0,22,30,73.3,1,28,0,3,2,,,,,,,,,,,,,,,,,,,,,0,16
4,Paxten Aaronson,30.0,us USA,CM,20-001,8,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,4,0,1,0,,,,,,,,,,,,,,,,,,,,,0,16
5,Ellyes Skhiri,15.0,tn TUN,CM,28-109,90,0,0,0,0,0,0,0,0,44,1,0,4,0.0,0.0,0.0,1,0,30,32,93.8,0,12,0,1,1,,,,,,,,,,,,,,,,,,,,,0,16
6,Kristijan Jakić,6.0,hr CRO,CM,26-105,69,0,0,0,0,0,0,0,0,47,0,0,1,0.0,0.0,0.0,0,0,29,42,69.0,0,23,1,0,0,,,,,,,,,,,,,,,,,,,,,0,16
7,Aurélio Buta,24.0,pt POR,"WB,CM",26-198,21,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,12,14,85.7,0,8,1,0,0,,,,,,,,,,,,,,,,,,,,,0,16
8,Philipp Max,31.0,de GER,WB,29-331,80,0,0,0,0,0,0,0,0,51,2,0,0,0.0,0.0,0.1,3,0,34,47,72.3,0,17,2,1,1,,,,,,,,,,,,,,,,,,,,,0,16
9,Jessic Ngankam,18.0,de GER,"AM,WB",23-038,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,16
10,Ansgar Knauff,36.0,de GER,WB,21-229,60,0,0,0,0,1,0,2,1,53,1,0,4,0.0,0.0,0.0,1,0,28,40,70.0,0,22,2,0,0,,,,,,,,,,,,,,,,,,,,,0,16
11,Willian Pacho,3.0,ec ECU,CB,21-315,90,0,0,0,0,0,0,0,0,93,2,2,1,0.0,0.0,0.0,0,0,59,78,75.6,5,53,1,2,2,,,,,,,,,,,,,,,,,,,,,0,16
12,Hrvoje Smolčić,5.0,hr CRO,CB,23-010,80,0,0,0,0,1,0,0,0,89,1,0,0,0.1,0.1,0.0,0,0,68,78,87.2,5,57,0,1,1,,,,,,,,,,,,,,,,,,,,,0,16
13,Christopher Lenz,25.0,de GER,CB,28-339,10,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,1,1,5,9,55.6,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,16
14,Robin Koch,4.0,de GER,CB,27-041,90,0,0,0,0,0,0,1,0,95,2,1,1,0.0,0.0,0.0,1,0,65,85,76.5,1,50,0,1,0,,,,,,,,,,,,,,,,,,,,,0,16
15,Kevin Trapp,1.0,de GER,GK,33-050,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,25,41,61.0,0,25,0,0,0,6.0,1.0,5.0,83.3,0.7,3.0,18.0,16.7,32.0,6.0,46.9,35.3,9.0,33.3,33.3,12.0,1.0,8.3,0.0,10.5,0,16
