color,start time,start date,end time,end date,duration
Red,19:15,12-Aug-14,20:30,12-Aug-14,01 15
Amber,5:25,13-Aug-14,5:55,13-Aug-14,00 30
Red,5:55,13-Aug-14,7:15,13-Aug-14,01 20
Amber,7:15,13-Aug-14,8:50,13-Aug-14,01 35
Amber,10:50,13-Aug-14,11:25,13-Aug-14,00 35
Red,11:25,13-Aug-14,13:00,13-Aug-14,01 35
Amber,13:00,13-Aug-14,15:55,13-Aug-14,02 55
Amber,5:00,20-Aug-14,6:50,20-Aug-14,01 50
Amber,1:55,1-Oct-14,3:30,1-Oct-14,01 35
Amber,20:05,3-Oct-14,21:45,3-Oct-14,01 40
Amber,17:25,11-May-15,19:35,11-May-15,02 10
Amber,16:45,20-May-15,17:30,20-May-15,00 45
Red,17:30,20-May-15,19:40,20-May-15,02 10
Amber,19:40,20-May-15,3:00,21-May-15,07 20
Amber,3:30,23-May-15,7:20,23-May-15,03 50
Amber,10:10,23-May-15,11:05,23-May-15,00 55
Amber,14:40,23-May-15,16:05,23-May-15,01 25
Red,16:05,23-May-15,18:30,23-May-15,02 25
Amber,18:30,23-May-15,19:20,23-May-15,00 50
Amber,16:30,24-May-15,17:40,24-May-15,01 10
Amber,9:40,26-May-15,10:00,26-May-15,00 20
Red,10:00,26-May-15,10:25,26-May-15,00 25
Black,10:25,26-May-15,11:30,26-May-15,01 05
Amber,11:30,26-May-15,12:30,26-May-15,01 00
Amber,3:00,12-Jun-15,4:20,12-Jun-15,01 20
Amber,7:05,21-Jul-15,8:25,21-Jul-15,01 20
Amber,3:35,22-Jul-15,15:30,22-Jul-15,11 55
Amber,19:30,9-Aug-15,21:30,9-Aug-15,02 00
Amber,6:45,15-Aug-15,8:00,15-Aug-15,01 15
Red,8:00,15-Aug-15,10:25,15-Aug-15,02 25
Amber,10:25,15-Aug-15,11:00,15-Aug-15,00 35
Amber,5:35,2-Sep-15,6:50,2-Sep-15,01 15
Amber,6:15,21-Sep-15,9:25,21-Sep-15,03 10
Amber,14:20,26-Sep-15,15:40,26-Sep-15,01 20
Amber,21:45,3-Oct-15,0:25,4-Oct-15,02 40
Amber,4:25,4-Oct-15,5:45,4-Oct-15,01 20
Amber,14:00,5-Jan-16,14:45,5-Jan-16,00 45
Amber,16:35,4-Apr-16,19:25,4-Apr-16,02 50
Amber,9:30,10-Apr-16,11:40,10-Apr-16,02 10
Amber,6:30,13-Apr-16,12:00,13-Apr-16,05 30
Amber,8:20,22-Apr-16,9:45,22-Apr-16,01 25
Amber,18:10,3-May-16,20:55,3-May-16,02 45
Amber,6:00,10-May-16,7:35,10-May-16,01 35
Red,7:35,10-May-16,9:35,10-May-16,02 00
Amber,9:35,10-May-16,11:20,10-May-16,01 45
Red,11:20,10-May-16,13:45,10-May-16,02 25
Amber,13:45,10-May-16,14:45,10-May-16,01 00
Amber,1:55,21-May-16,6:15,21-May-16,04 20
Amber,16:35,28-May-16,18:40,28-May-16,02 05
Amber,6:25,6-Jun-16,7:45,6-Jun-16,01 20
Amber,11:30,6-Jun-16,14:45,6-Jun-16,03 15
Amber,4:45,8-Jun-16,6:00,8-Jun-16,01 15
Amber,3:35,11-Jun-16,7:45,11-Jun-16,04 10
Amber,8:35,6-Jul-16,10:50,6-Jul-16,02 15
Amber,21:55,9-Jul-16,23:10,9-Jul-16,01 15
Amber,7:35,13-Jul-16,9:15,13-Jul-16,01 40
Amber,5:20,2-Aug-16,10:45,2-Aug-16,05 25
Amber,12:30,9-Aug-16,13:30,9-Aug-16,01 00
Amber,6:10,10-Aug-16,6:55,10-Aug-16,00 45
Red,6:55,10-Aug-16,8:35,10-Aug-16,01 40
Amber,8:35,10-Aug-16,10:10,10-Aug-16,01 35
Amber,2:20,21-Aug-16,4:10,21-Aug-16,01 50
Amber,0:05,28-Aug-16,0:30,28-Aug-16,00 25
Red,0:30,28-Aug-16,2:20,28-Aug-16,01 50
Amber,2:20,28-Aug-16,3:30,28-Aug-16,01 10
Amber,6:55,1-Sep-16,7:45,1-Sep-16,00 50
Amber,11:45,9-Sep-16,13:20,9-Sep-16,01 35
Amber,12:35,10-Sep-16,13:55,10-Sep-16,01 20
Amber,5:25,1-Oct-16,5:55,1-Oct-16,00 30
Red,5:55,1-Oct-16,7:00,1-Oct-16,01 05
Amber,7:00,1-Oct-16,7:35,1-Oct-16,00 35
Amber,15:25,18-Oct-16,18:15,18-Oct-16,02 50
Amber,13:00,19-Oct-16,15:30,19-Oct-16,02 30
Red,15:30,19-Oct-16,16:00,19-Oct-16,00 30
Black,16:00,19-Oct-16,17:15,19-Oct-16,01 15
Red,17:15,19-Oct-16,18:15,19-Oct-16,01 00
Amber,18:15,19-Oct-16,19:30,19-Oct-16,01 15
Amber,15:20,21-Apr-17,17:00,21-Apr-17,01 40
Amber,9:40,4-May-17,12:10,4-May-17,02 30
Amber,6:40,24-May-17,9:15,24-May-17,02 35
Red,9:15,24-May-17,11:30,24-May-17,02 15
Black,11:30,24-May-17,12:30,24-May-17,01 00
Amber,12:30,24-May-17,15:00,24-May-17,02 30
Amber,2:50,13-Jun-17,8:45,13-Jun-17,05 55
Red,8:45,13-Jun-17,11:50,13-Jun-17,03 05
Amber,11:50,13-Jun-17,12:30,13-Jun-17,00 40
Amber,1:50,17-Jun-17,2:25,17-Jun-17,00 35
Red,2:25,17-Jun-17,4:05,17-Jun-17,01 40
Amber,20:40,17-Jun-17,22:15,17-Jun-17,01 35
Amber,1:20,21-Jun-17,2:45,21-Jun-17,01 25
Amber,15:15,17-Jul-17,19:15,17-Jul-17,04 00
Amber,20:15,17-Jul-17,20:45,17-Jul-17,00 30
Red,20:45,17-Jul-17,22:30,17-Jul-17,01 45
Amber,22:30,17-Jul-17,23:25,17-Jul-17,00 55
Amber,8:20,18-Jul-17,11:30,18-Jul-17,03 10
Amber,16:20,18-Jul-17,20:00,18-Jul-17,03 40
Amber,22:45,18-Jul-17,1:20,19-Jul-17,02 35
Amber,22:30,23-Jul-17,0:45,24-Jul-17,02 15
Amber,5:05,3-Aug-17,5:30,3-Aug-17,00 25
Red,5:30,3-Aug-17,7:05,3-Aug-17,01 35
Amber,7:05,3-Aug-17,7:45,3-Aug-17,00 40
Amber,6:20,4-Aug-17,8:20,4-Aug-17,02 00
Amber,8:00,23-Aug-17,12:10,23-Aug-17,04 10
Amber,5:10,27-Aug-17,14:10,27-Aug-17,09 00
Amber,6:15,28-Aug-17,8:55,28-Aug-17,02 40
Amber,8:00,23-Sep-17,8:50,23-Sep-17,00 50
Amber,3:10,17-Oct-17,4:20,17-Oct-17,01 10
Amber,13:10,6-Jun-18,14:50,6-Jun-18,01 40
Amber,6:50,8-Jun-18,11:30,8-Jun-18,04 40
Red,11:30,8-Jun-18,12:30,8-Jun-18,01 00
Amber,12:30,8-Jun-18,14:15,8-Jun-18,01 45
Amber,2:10,13-Jun-18,5:45,13-Jun-18,03 35
Amber,15:00,13-Jun-18,18:15,13-Jun-18,03 15
Amber,12:15,22-Jun-18,16:15,22-Jun-18,04 00
Amber,11:15,23-Jun-18,13:40,23-Jun-18,02 25
Amber,12:15,2-Jul-18,13:15,2-Jul-18,01 00
Amber,12:35,15-Jul-18,14:00,15-Jul-18,01 25
Amber,16:15,10-Aug-18,18:50,10-Aug-18,02 35
Amber,7:15,11-Aug-18,12:05,11-Aug-18,04 50
Amber,5:15,12-Aug-18,6:45,12-Aug-18,01 30
Amber,10:20,17-Aug-18,11:25,17-Aug-18,01 05
Amber,6:25,19-Aug-18,9:15,19-Aug-18,02 50
Amber,5:10,20-Aug-18,7:45,20-Aug-18,02 35
Amber,18:10,22-Aug-18,19:45,22-Aug-18,01 35
Amber,22:15,26-Aug-18,23:05,26-Aug-18,00 50
Red,23:05,26-Aug-18,0:45,27-Aug-18,01 40
Amber,0:45,27-Aug-18,1:45,27-Aug-18,01 00
Amber,21:10,27-Aug-18,2:20,28-Aug-18,05 10
Amber,13:20,28-Aug-18,14:45,28-Aug-18,01 25
Amber,14:10,29-Aug-18,18:40,29-Aug-18,04 30
Red,18:40,29-Aug-18,21:50,29-Aug-18,03 10
Amber,21:50,29-Aug-18,22:30,29-Aug-18,00 40
Amber,12:55,1-Sep-18,14:15,1-Sep-18,01 20
Amber,7:40,2-Sep-18,9:45,2-Sep-18,02 05
Amber,9:10,16-Sep-18,10:55,16-Sep-18,01 45
Red,10:55,16-Sep-18,18:50,16-Sep-18,07 55
Amber,18:50,16-Sep-18,22:30,16-Sep-18,03 40
Amber,10:10,24-Sep-18,12:00,24-Sep-18,01 50
Amber,9:00,19-Feb-19,10:10,19-Feb-19,01 10
Amber,11:35,6-Mar-19,15:20,6-Mar-19,03 45
Amber,21:50,11-Apr-19,23:45,11-Apr-19,01 55
Amber,21:35,18-Apr-19,22:35,18-Apr-19,01 00
Amber,14:40,19-Apr-19,19:10,19-Apr-19,04 30
Amber,13:40,20-Apr-19,14:20,20-Apr-19,00 40
Red,14:20,20-Apr-19,15:20,20-Apr-19,01 00
Amber,15:20,20-Apr-19,16:45,20-Apr-19,01 25
Amber,16:00,27-Apr-19,18:10,27-Apr-19,02 10
Amber,22:05,20-May-19,24:00:00,20-May-19,01 55
Amber,20:15,21-May-19,21:45,21-May-19,01 30
Amber,10:40,26-May-19,12:15,26-May-19,01 35
Amber,5:00,27-May-19,8:15,27-May-19,03 15
Amber,10:15,28-May-19,11:45,28-May-19,01 30
Amber,2:50,1-Jun-19,4:05,1-Jun-19,01 15
Amber,9:05,4-Jun-19,10:05,4-Jun-19,01 00
Amber,5:25,11-Jun-19,7:40,11-Jun-19,02 15
Amber,8:45,13-Jun-19,10:00,13-Jun-19,01 15
Amber,14:30,13-Jun-19,17:20,13-Jun-19,02 50
Amber,0:45,14-Jun-19,1:45,14-Jun-19,01 00
Amber,16:15,25-Jun-19,17:55,25-Jun-19,01 40
Amber,0:45,3-Jul-19,2:05,3-Jul-19,01 20
Amber,14:05,19-Jul-19,15:15,19-Jul-19,01 10
Amber,18:45,19-Jul-19,19:45,19-Jul-19,01 00
Amber,12:10,20-Jul-19,13:30,20-Jul-19,01 20
Amber,11:55,31-Jul-19,14:35,31-Jul-19,02 40
Amber,17:30,31-Jul-19,20:00,31-Jul-19,02 30
Red,20:00,31-Jul-19,21:30,31-Jul-19,01 30
Amber,7:25,1-Aug-19,21:00,1-Aug-19,13 35
Amber,3:25,2-Aug-19,4:40,2-Aug-19,01 15
Amber,4:45,14-Aug-19,6:10,14-Aug-19,01 25
Amber,11:15,17-Aug-19,12:30,17-Aug-19,01 15
Amber,0:50,25-Aug-19,2:40,25-Aug-19,01 50
Amber,11:30,25-Aug-19,14:45,25-Aug-19,03 15
Amber,23:55,25-Aug-19,0:40,26-Aug-19,00 45
Red,0:40,26-Aug-19,3:25,26-Aug-19,02 45
Amber,3:25,26-Aug-19,5:00,26-Aug-19,01 35
Amber,12:25,2-Sep-19,14:00,2-Sep-19,01 35
Amber,23:00,6-Oct-19,0:30,7-Oct-19,01 30
Amber,3:15,14-Oct-19,10:00,14-Oct-19,06 45
Amber,10:10,13-Feb-20,11:15,13-Feb-20,01 05
Amber,10:45,18-Mar-20,11:45,18-Mar-20,01 00
Amber,21:25,11-May-20,23:10,11-May-20,01 45
Amber,10:10,18-May-20,11:15,18-May-20,01 05
Amber,1:10,21-May-20,2:30,21-May-20,01 20
Red,2:30,21-May-20,4:30,21-May-20,02 00
Amber,4:30,21-May-20,5:15,21-May-20,00 45
Amber,10:05,25-May-20,10:35,25-May-20,00 30
Red,10:35,25-May-20,11:40,25-May-20,01 05
Amber,11:40,25-May-20,12:40,25-May-20,01 00
Amber,4:30,30-May-20,9:00,30-May-20,04 30
Red,9:00,30-May-20,10:25,30-May-20,01 25
Amber,10:25,30-May-20,12:05,30-May-20,01 40
Amber,0:40,6-Jun-20,1:30,6-Jun-20,00 50
Red,1:30,6-Jun-20,2:55,6-Jun-20,01 25
Black,2:55,6-Jun-20,5:40,6-Jun-20,02 45
Red,5:40,6-Jun-20,6:30,6-Jun-20,00 50
Amber,6:30,6-Jun-20,8:05,6-Jun-20,01 35
Amber,6:20,7-Jun-20,7:30,7-Jun-20,01 10
Red,7:30,7-Jun-20,11:00,7-Jun-20,03 30
Amber,11:00,7-Jun-20,12:35,7-Jun-20,01 35
Amber,8:55,8-Jun-20,11:15,8-Jun-20,02 20
Amber,19:55,5-Aug-20,0:40,6-Aug-20,04 45
Amber,23:20,18-Aug-20,10:50,19-Aug-20,11 30
Amber,8:55,5-Sep-20,9:55,5-Sep-20,01 00
Red,9:55,5-Sep-20,10:55,5-Sep-20,01 00
Amber,10:55,5-Sep-20,11:15,5-Sep-20,00 20
Amber,4:25,8-Sep-20,10:00,8-Sep-20,05 35
Amber,14:10,12-Sep-20,16:00,12-Sep-20,01 50
Amber,21:30,12-Sep-20,22:30,12-Sep-20,01 00
Amber,12:10,15-Sep-20,17:15,15-Sep-20,05 05
Amber,14:30,21-Sep-20,18:00,21-Sep-20,03 30
Red,18:00,21-Sep-20,20:10,21-Sep-20,02 10
Amber,20:10,21-Sep-20,21:40,21-Sep-20,01 30
Amber,18:10,28-Sep-20,19:40,28-Sep-20,01 30
Amber,19:15,30-Sep-20,19:50,30-Sep-20,00 35
Red,19:50,30-Sep-20,20:10,30-Sep-20,00 20
Black,20:10,30-Sep-20,21:25,30-Sep-20,01 15
Red,21:25,30-Sep-20,22:45,30-Sep-20,01 20
Amber,22:45,30-Sep-20,23:30,30-Sep-20,00 45
Amber,7:25,5-Oct-20,8:05,5-Oct-20,00 40
Red,8:05,5-Oct-20,9:05,5-Oct-20,01 00
Amber,9:05,5-Oct-20,9:30,5-Oct-20,00 25
Amber,19:15,4-May-21,21:45,4-May-21,02 30
Amber,8:10,1-Jun-21,9:35,1-Jun-21,01 25
Amber,15:30,1-Jun-21,17:15,1-Jun-21,01 45
Red,17:15,1-Jun-21,18:15,1-Jun-21,01 00
Amber,18:15,1-Jun-21,21:10,1-Jun-21,02 55
Amber,20:25,11-Jun-21,22:45,11-Jun-21,02 20
Amber,6:50,22-Jun-21,8:30,22-Jun-21,01 40
Amber,14:10,23-Jun-21,15:30,23-Jun-21,01 20
Amber,7:00,24-Jun-21,8:20,24-Jun-21,01 20
Amber,13:30,24-Jun-21,14:45,24-Jun-21,01 15
Amber,6:00,26-Jun-21,8:25,26-Jun-21,02 25
Amber,5:05,28-Jun-21,5:55,28-Jun-21,00 50
Red,5:55,28-Jun-21,8:20,28-Jun-21,02 25
Black,8:20,28-Jun-21,11:05,28-Jun-21,02 45
Red,11:05,28-Jun-21,11:45,28-Jun-21,00 40
Amber,11:45,28-Jun-21,12:30,28-Jun-21,00 45
Amber,6:20,18-Jul-21,7:45,18-Jul-21,01 25
Amber,2:35,19-Jul-21,3:50,19-Jul-21,01 15
Amber,12:30,19-Jul-21,14:05,19-Jul-21,01 35
Amber,11:40,20-Jul-21,15:40,20-Jul-21,04 00
Amber,0:05,25-Jul-21,3:00,25-Jul-21,02 55
Amber,7:15,30-Jul-21,8:40,30-Jul-21,01 25
Amber,17:10,4-Aug-21,22:15,4-Aug-21,05 05
Amber,0:35,6-Aug-21,1:30,6-Aug-21,00 55
Red,1:30,6-Aug-21,3:55,6-Aug-21,02 25
Amber,3:55,6-Aug-21,4:35,6-Aug-21,00 40
Amber,0:40,9-Aug-21,2:55,9-Aug-21,02 15
Amber,10:05,29-Aug-21,12:15,29-Aug-21,02 10
Amber,23:20,7-Oct-21,11:20,8-Oct-21,12 00
Red,11:20,8-Oct-21,11:45,8-Oct-21,00 25
Black,11:45,8-Oct-21,12:45,8-Oct-21,01 00
Red,12:45,8-Oct-21,17:45,8-Oct-21,05 00
Amber,17:45,8-Oct-21,19:25,8-Oct-21,01 40
Amber,13:00,9-Oct-21,21:05,9-Oct-21,08 05
Amber,14:02,13-Oct-21,17:10,13-Oct-21,03 08
Amber,5:25,12-May-22,6:40,12-May-22,01 15
Amber,12:10,12-May-22,22:45,12-May-22,10 35
Amber,3:55,13-May-22,4:25,13-May-22,00 30
Red,4:25,13-May-22,7:05,13-May-22,02 40
Amber,7:05,13-May-22,7:40,13-May-22,00 35
Amber,19:05,13-May-22,22:30,13-May-22,03 25
Amber,3:45,7-Jun-22,6:40,7-Jun-22,02 55
Amber,19:35,7-Jun-22,20:45,7-Jun-22,01 10
Amber,9:45,8-Jun-22,10:45,8-Jun-22,01 00
Red,10:45,8-Jun-22,16:15,8-Jun-22,05 30
Amber,16:15,8-Jun-22,17:15,8-Jun-22,01 00
Amber,13:15,11-Jun-22,15:30,11-Jun-22,02 15
Amber,19:30,14-Jun-22,20:45,14-Jun-22,01 15
Amber,19:30,15-Jun-22,21:40,15-Jun-22,02 10
Amber,0:50,1-Jul-22,2:10,1-Jul-22,01 20
Amber,15:15,1-Jul-22,17:15,1-Jul-22,02 00
Amber,10:00,30-Jul-22,11:30,30-Jul-22,01 30
