Year,District,Neighbourhood,Place_of_origin,Amount
2020,Sants-Montjuic,la Marina del Prat Vermell,Aragon,0
2020,Sants-Montjuic,la Marina de Port,Aragon,5
2020,Sants-Montjuic,la Font de la Guatlla,Aragon,1
2020,Sants-Montjuic,Hostafrancs,Aragon,6
2020,Sants-Montjuic,la Bordeta,Aragon,6
2020,Sants-Montjuic,Sants - Badal,Aragon,7
2020,Sants-Montjuic,Sants,Aragon,15
2020,Les Corts,les Corts,Aragon,13
2020,Les Corts,la Maternitat i Sant Ramon,Aragon,9
2020,Les Corts,Pedralbes,Aragon,13
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Aragon,0
2020,Sarria-Sant Gervasi,Sarria,Aragon,7
2020,Sarria-Sant Gervasi,les Tres Torres,Aragon,7
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Aragon,6
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Aragon,14
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Aragon,2
2020,Gracia,Vallcarca i els Penitents,Aragon,3
2020,Gracia,el Coll,Aragon,2
2020,Gracia,la Salut,Aragon,4
2020,Gracia,la Vila de Gracia,Aragon,22
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Aragon,17
2020,Horta-Guinardo,el Baix Guinardo,Aragon,12
2020,Horta-Guinardo,Can Baro,Aragon,6
2020,Horta-Guinardo,el Guinardo,Aragon,10
2020,Horta-Guinardo,la Font d'en Fargues,Aragon,0
2020,Horta-Guinardo,el Carmel,Aragon,11
2020,Horta-Guinardo,la Teixonera,Aragon,4
2020,Horta-Guinardo,Sant Genis dels Agudells,Aragon,2
2020,Horta-Guinardo,Montbau,Aragon,2
2020,Horta-Guinardo,la Vall d'Hebron,Aragon,0
2020,Horta-Guinardo,la Clota,Aragon,0
2020,Horta-Guinardo,Horta,Aragon,10
2020,Nou Barris,Vilapicina i la Torre Llobeta,Aragon,5
2020,Nou Barris,Porta,Aragon,5
2020,Nou Barris,el Turo de la Peira,Aragon,7
2020,Nou Barris,Can Peguera,Aragon,0
2020,Nou Barris,la Guineueta,Aragon,2
2020,Nou Barris,Canyelles,Aragon,1
2020,Nou Barris,les Roquetes,Aragon,9
2020,Nou Barris,Verdun,Aragon,2
2020,Nou Barris,la Prosperitat,Aragon,14
2020,Nou Barris,la Trinitat Nova,Aragon,6
2020,Nou Barris,Torre Baro,Aragon,0
2020,Nou Barris,Ciutat Meridiana,Aragon,3
2020,Nou Barris,Vallbona,Aragon,1
2020,Sant Andreu,la Trinitat Vella,Aragon,1
2020,Sant Andreu,Baro de Viver,Aragon,0
2020,Sant Andreu,el Bon Pastor,Aragon,3
2020,Sant Andreu,Sant Andreu,Aragon,17
2020,Sant Andreu,la Sagrera,Aragon,12
2020,Sant Andreu,el Congres i els Indians,Aragon,8
2020,Sant Andreu,Navas,Aragon,8
2020,Sant Marti,el Camp de l'Arpa del Clot,Aragon,16
2020,Sant Marti,el Clot,Aragon,9
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Aragon,7
2020,Sant Marti,la Vila Olimpica del Poblenou,Aragon,3
2020,Sant Marti,el Poblenou,Aragon,2
2020,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Aragon,4
2020,Sant Marti,el Besos i el Maresme,Aragon,15
2020,Sant Marti,Provencals del Poblenou,Aragon,5
2020,Sant Marti,Sant Marti de Provencals,Aragon,12
2020,Sant Marti,la Verneda i la Pau,Aragon,4
2020,Ciutat Vella,el Raval,Asturias,20
2020,Ciutat Vella,el Barri Gotic,Asturias,10
2020,Ciutat Vella,la Barceloneta,Asturias,3
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Asturias,6
2020,Eixample,el Fort Pienc,Asturias,6
2020,Eixample,la Sagrada Familia,Asturias,6
2020,Eixample,la Dreta de l'Eixample,Asturias,7
2020,Eixample,l'Antiga Esquerra de l'Eixample,Asturias,7
2020,Eixample,la Nova Esquerra de l'Eixample,Asturias,12
2020,Eixample,Sant Antoni,Asturias,6
2020,Sants-Montjuic,el Poble Sec,Asturias,14
2020,Sants-Montjuic,la Marina del Prat Vermell,Asturias,0
2020,Sants-Montjuic,la Marina de Port,Asturias,10
2020,Sants-Montjuic,la Font de la Guatlla,Asturias,1
2020,Sants-Montjuic,Hostafrancs,Asturias,4
2020,Sants-Montjuic,la Bordeta,Asturias,1
2020,Sants-Montjuic,Sants - Badal,Asturias,3
2020,Sants-Montjuic,Sants,Asturias,10
2020,Les Corts,les Corts,Asturias,10
2020,Les Corts,la Maternitat i Sant Ramon,Asturias,3
2020,Les Corts,Pedralbes,Asturias,1
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Asturias,0
2020,Sarria-Sant Gervasi,Sarria,Asturias,1
2020,Sarria-Sant Gervasi,les Tres Torres,Asturias,0
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Asturias,7
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Asturias,2
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Asturias,2
2020,Gracia,Vallcarca i els Penitents,Asturias,0
2020,Gracia,el Coll,Asturias,1
2020,Gracia,la Salut,Asturias,4
2020,Gracia,la Vila de Gracia,Asturias,8
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Asturias,3
2020,Horta-Guinardo,el Baix Guinardo,Asturias,1
2020,Horta-Guinardo,Can Baro,Asturias,0
2020,Horta-Guinardo,el Guinardo,Asturias,1
2020,Horta-Guinardo,la Font d'en Fargues,Asturias,0
2020,Horta-Guinardo,el Carmel,Asturias,2
2020,Horta-Guinardo,la Teixonera,Asturias,3
2020,Horta-Guinardo,Sant Genis dels Agudells,Asturias,0
2020,Horta-Guinardo,Montbau,Asturias,0
2020,Horta-Guinardo,la Vall d'Hebron,Asturias,0
2020,Horta-Guinardo,la Clota,Asturias,0
2020,Horta-Guinardo,Horta,Asturias,2
2020,Nou Barris,Vilapicina i la Torre Llobeta,Asturias,3
2020,Nou Barris,Porta,Asturias,0
2020,Nou Barris,el Turo de la Peira,Asturias,4
2020,Nou Barris,Can Peguera,Asturias,0
2020,Nou Barris,la Guineueta,Asturias,0
2020,Nou Barris,Canyelles,Asturias,0
2020,Nou Barris,les Roquetes,Asturias,3
2020,Nou Barris,Verdun,Asturias,1
2020,Nou Barris,la Prosperitat,Asturias,3
2020,Nou Barris,la Trinitat Nova,Asturias,1
2020,Nou Barris,Torre Baro,Asturias,0
2020,Nou Barris,Ciutat Meridiana,Asturias,0
2020,Nou Barris,Vallbona,Asturias,0
2020,Sant Andreu,la Trinitat Vella,Asturias,4
2020,Sant Andreu,Baro de Viver,Asturias,0
2020,Sant Andreu,el Bon Pastor,Asturias,1
2020,Sant Andreu,Sant Andreu,Asturias,8
2020,Sant Andreu,la Sagrera,Asturias,0
2020,Sant Andreu,el Congres i els Indians,Asturias,0
2020,Sant Andreu,Navas,Asturias,6
2020,Sant Marti,el Camp de l'Arpa del Clot,Asturias,9
2020,Sant Marti,el Clot,Asturias,5
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Asturias,0
2020,Sant Marti,la Vila Olimpica del Poblenou,Asturias,2
2020,Sant Marti,el Poblenou,Asturias,5
2020,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Asturias,0
2020,Sant Marti,el Besos i el Maresme,Asturias,6
2020,Sant Marti,Provencals del Poblenou,Asturias,6
2020,Sant Marti,Sant Marti de Provencals,Asturias,2
2020,Sant Marti,la Verneda i la Pau,Asturias,1
2020,Ciutat Vella,el Raval,Balearic Islands,55
2020,Ciutat Vella,el Barri Gotic,Balearic Islands,31
2020,Ciutat Vella,la Barceloneta,Balearic Islands,10
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Balearic Islands,34
2020,Eixample,el Fort Pienc,Balearic Islands,32
2020,Eixample,la Sagrada Familia,Balearic Islands,45
2020,Eixample,la Dreta de l'Eixample,Balearic Islands,55
2020,Eixample,l'Antiga Esquerra de l'Eixample,Balearic Islands,48
2020,Eixample,la Nova Esquerra de l'Eixample,Balearic Islands,54
2020,Eixample,Sant Antoni,Balearic Islands,23
2020,Sants-Montjuic,el Poble Sec,Balearic Islands,48
2020,Sants-Montjuic,la Marina del Prat Vermell,Balearic Islands,1
2020,Sants-Montjuic,la Marina de Port,Balearic Islands,4
2020,Sants-Montjuic,la Font de la Guatlla,Balearic Islands,5
2020,Sants-Montjuic,Hostafrancs,Balearic Islands,10
2020,Sants-Montjuic,la Bordeta,Balearic Islands,16
2020,Sants-Montjuic,Sants - Badal,Balearic Islands,16
2020,Sants-Montjuic,Sants,Balearic Islands,41
2020,Les Corts,les Corts,Balearic Islands,37
2020,Les Corts,la Maternitat i Sant Ramon,Balearic Islands,13
2020,Les Corts,Pedralbes,Balearic Islands,6
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Balearic Islands,12
2020,Sarria-Sant Gervasi,Sarria,Balearic Islands,24
2020,Sarria-Sant Gervasi,les Tres Torres,Balearic Islands,19
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Balearic Islands,21
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Balearic Islands,41
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Balearic Islands,21
2020,Gracia,Vallcarca i els Penitents,Balearic Islands,11
2020,Gracia,el Coll,Balearic Islands,4
2020,Gracia,la Salut,Balearic Islands,5
2020,Gracia,la Vila de Gracia,Balearic Islands,49
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Balearic Islands,17
2020,Horta-Guinardo,el Baix Guinardo,Balearic Islands,17
2020,Horta-Guinardo,Can Baro,Balearic Islands,5
2020,Horta-Guinardo,el Guinardo,Balearic Islands,22
2020,Horta-Guinardo,la Font d'en Fargues,Balearic Islands,5
2020,Horta-Guinardo,el Carmel,Balearic Islands,14
2020,Horta-Guinardo,la Teixonera,Balearic Islands,7
2020,Horta-Guinardo,Sant Genis dels Agudells,Balearic Islands,3
2020,Horta-Guinardo,Montbau,Balearic Islands,2
2020,Horta-Guinardo,la Vall d'Hebron,Balearic Islands,2
2020,Horta-Guinardo,la Clota,Balearic Islands,0
2020,Horta-Guinardo,Horta,Balearic Islands,12
2020,Nou Barris,Vilapicina i la Torre Llobeta,Balearic Islands,9
2020,Nou Barris,Porta,Balearic Islands,7
2020,Nou Barris,el Turo de la Peira,Balearic Islands,5
2020,Nou Barris,Can Peguera,Balearic Islands,0
2020,Nou Barris,la Guineueta,Balearic Islands,0
2020,Nou Barris,Canyelles,Balearic Islands,1
2020,Nou Barris,les Roquetes,Balearic Islands,4
2020,Nou Barris,Verdun,Balearic Islands,4
2020,Nou Barris,la Prosperitat,Balearic Islands,8
2020,Nou Barris,la Trinitat Nova,Balearic Islands,1
2020,Nou Barris,Torre Baro,Balearic Islands,0
2020,Nou Barris,Ciutat Meridiana,Balearic Islands,0
2020,Nou Barris,Vallbona,Balearic Islands,0
2020,Sant Andreu,la Trinitat Vella,Balearic Islands,3
2020,Sant Andreu,Baro de Viver,Balearic Islands,0
2020,Sant Andreu,el Bon Pastor,Balearic Islands,3
2020,Sant Andreu,Sant Andreu,Balearic Islands,20
2020,Sant Andreu,la Sagrera,Balearic Islands,9
2020,Sant Andreu,el Congres i els Indians,Balearic Islands,4
2020,Sant Andreu,Navas,Balearic Islands,6
2020,Sant Marti,el Camp de l'Arpa del Clot,Balearic Islands,26
2020,Sant Marti,el Clot,Balearic Islands,13
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Balearic Islands,4
2020,Sant Marti,la Vila Olimpica del Poblenou,Balearic Islands,5
2020,Sant Marti,el Poblenou,Balearic Islands,32
2020,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Balearic Islands,7
2020,Sant Marti,el Besos i el Maresme,Balearic Islands,9
2020,Sant Marti,Provencals del Poblenou,Balearic Islands,11
2020,Sant Marti,Sant Marti de Provencals,Balearic Islands,8
2020,Sant Marti,la Verneda i la Pau,Balearic Islands,10
2020,Ciutat Vella,el Raval,Canary Islands,33
2020,Ciutat Vella,el Barri Gotic,Canary Islands,20
2020,Ciutat Vella,la Barceloneta,Canary Islands,9
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Canary Islands,18
2020,Eixample,el Fort Pienc,Canary Islands,21
2020,Eixample,la Sagrada Familia,Canary Islands,28
2020,Eixample,la Dreta de l'Eixample,Canary Islands,21
2020,Eixample,l'Antiga Esquerra de l'Eixample,Canary Islands,17
2020,Eixample,la Nova Esquerra de l'Eixample,Canary Islands,21
2020,Eixample,Sant Antoni,Canary Islands,27
2020,Sants-Montjuic,el Poble Sec,Canary Islands,26
2020,Sants-Montjuic,la Marina del Prat Vermell,Canary Islands,0
2020,Sants-Montjuic,la Marina de Port,Canary Islands,10
2020,Sants-Montjuic,la Font de la Guatlla,Canary Islands,1
2020,Sants-Montjuic,Hostafrancs,Canary Islands,4
2020,Sants-Montjuic,la Bordeta,Canary Islands,3
2020,Sants-Montjuic,Sants - Badal,Canary Islands,6
2020,Sants-Montjuic,Sants,Canary Islands,11
2020,Les Corts,les Corts,Canary Islands,16
2020,Les Corts,la Maternitat i Sant Ramon,Canary Islands,12
2020,Les Corts,Pedralbes,Canary Islands,3
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Canary Islands,4
2020,Sarria-Sant Gervasi,Sarria,Canary Islands,17
2020,Sarria-Sant Gervasi,les Tres Torres,Canary Islands,3
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Canary Islands,13
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Canary Islands,15
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Canary Islands,10
2020,Gracia,Vallcarca i els Penitents,Canary Islands,12
2020,Gracia,el Coll,Canary Islands,3
2020,Gracia,la Salut,Canary Islands,9
2020,Gracia,la Vila de Gracia,Canary Islands,19
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Canary Islands,16
2020,Horta-Guinardo,el Baix Guinardo,Canary Islands,11
2020,Horta-Guinardo,Can Baro,Canary Islands,2
2020,Horta-Guinardo,el Guinardo,Canary Islands,14
2020,Horta-Guinardo,la Font d'en Fargues,Canary Islands,0
2020,Horta-Guinardo,el Carmel,Canary Islands,18
2020,Horta-Guinardo,la Teixonera,Canary Islands,6
2020,Horta-Guinardo,Sant Genis dels Agudells,Canary Islands,2
2020,Horta-Guinardo,Montbau,Canary Islands,1
2020,Horta-Guinardo,la Vall d'Hebron,Canary Islands,2
2020,Horta-Guinardo,la Clota,Canary Islands,1
2020,Horta-Guinardo,Horta,Canary Islands,11
2020,Nou Barris,Vilapicina i la Torre Llobeta,Canary Islands,15
2020,Nou Barris,Porta,Canary Islands,17
2020,Nou Barris,el Turo de la Peira,Canary Islands,2
2020,Nou Barris,Can Peguera,Canary Islands,0
2020,Nou Barris,la Guineueta,Canary Islands,5
2020,Nou Barris,Canyelles,Canary Islands,2
2020,Nou Barris,les Roquetes,Canary Islands,3
2020,Nou Barris,Verdun,Canary Islands,2
2020,Nou Barris,la Prosperitat,Canary Islands,6
2020,Nou Barris,la Trinitat Nova,Canary Islands,7
2020,Nou Barris,Torre Baro,Canary Islands,2
2020,Nou Barris,Ciutat Meridiana,Canary Islands,2
2020,Nou Barris,Vallbona,Canary Islands,0
2020,Sant Andreu,la Trinitat Vella,Canary Islands,5
2020,Sant Andreu,Baro de Viver,Canary Islands,2
2020,Sant Andreu,el Bon Pastor,Canary Islands,3
2020,Sant Andreu,Sant Andreu,Canary Islands,14
2020,Sant Andreu,la Sagrera,Canary Islands,12
2020,Sant Andreu,el Congres i els Indians,Canary Islands,8
2020,Sant Andreu,Navas,Canary Islands,7
2020,Sant Marti,el Camp de l'Arpa del Clot,Canary Islands,21
2020,Sant Marti,el Clot,Canary Islands,12
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Canary Islands,6
2020,Sant Marti,la Vila Olimpica del Poblenou,Canary Islands,2
2020,Sant Marti,el Poblenou,Canary Islands,11
2020,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Canary Islands,3
2020,Sant Marti,el Besos i el Maresme,Canary Islands,5
2020,Sant Marti,Provencals del Poblenou,Canary Islands,6
2020,Sant Marti,Sant Marti de Provencals,Canary Islands,16
2020,Sant Marti,la Verneda i la Pau,Canary Islands,17
2020,Ciutat Vella,el Raval,Cantabria,7
2020,Ciutat Vella,el Barri Gotic,Cantabria,2
2020,Ciutat Vella,la Barceloneta,Cantabria,1
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Cantabria,2
2020,Eixample,el Fort Pienc,Cantabria,4
2020,Eixample,la Sagrada Familia,Cantabria,13
2020,Eixample,la Dreta de l'Eixample,Cantabria,3
2020,Eixample,l'Antiga Esquerra de l'Eixample,Cantabria,10
2020,Eixample,la Nova Esquerra de l'Eixample,Cantabria,3
2020,Eixample,Sant Antoni,Cantabria,4
2020,Sants-Montjuic,el Poble Sec,Cantabria,1
2020,Sants-Montjuic,la Marina del Prat Vermell,Cantabria,0
2020,Sants-Montjuic,la Marina de Port,Cantabria,1
2020,Sants-Montjuic,la Font de la Guatlla,Cantabria,0
2020,Sants-Montjuic,Hostafrancs,Cantabria,1
2020,Sants-Montjuic,la Bordeta,Cantabria,1
2020,Sants-Montjuic,Sants - Badal,Cantabria,1
2020,Sants-Montjuic,Sants,Cantabria,6
2020,Les Corts,les Corts,Cantabria,5
2020,Les Corts,la Maternitat i Sant Ramon,Cantabria,1
2020,Les Corts,Pedralbes,Cantabria,0
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Cantabria,0
2020,Sarria-Sant Gervasi,Sarria,Cantabria,0
2020,Sarria-Sant Gervasi,les Tres Torres,Cantabria,0
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Cantabria,4
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Cantabria,1
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Cantabria,2
2020,Gracia,Vallcarca i els Penitents,Cantabria,1
2020,Gracia,el Coll,Cantabria,0
2020,Gracia,la Salut,Cantabria,0
2020,Gracia,la Vila de Gracia,Cantabria,6
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Cantabria,1
2020,Horta-Guinardo,el Baix Guinardo,Cantabria,2
2020,Horta-Guinardo,Can Baro,Cantabria,1
2020,Horta-Guinardo,el Guinardo,Cantabria,2
2020,Horta-Guinardo,la Font d'en Fargues,Cantabria,1
2020,Horta-Guinardo,el Carmel,Cantabria,1
2020,Horta-Guinardo,la Teixonera,Cantabria,2
2020,Horta-Guinardo,Sant Genis dels Agudells,Cantabria,0
2020,Horta-Guinardo,Montbau,Cantabria,0
2020,Horta-Guinardo,la Vall d'Hebron,Cantabria,1
2020,Horta-Guinardo,la Clota,Cantabria,0
2020,Horta-Guinardo,Horta,Cantabria,0
2020,Nou Barris,Vilapicina i la Torre Llobeta,Cantabria,1
2020,Nou Barris,Porta,Cantabria,1
2020,Nou Barris,el Turo de la Peira,Cantabria,2
2020,Nou Barris,Can Peguera,Cantabria,0
2020,Nou Barris,la Guineueta,Cantabria,2
2020,Nou Barris,Canyelles,Cantabria,0
2020,Nou Barris,les Roquetes,Cantabria,2
2020,Nou Barris,Verdun,Cantabria,0
2020,Nou Barris,la Prosperitat,Cantabria,2
2020,Nou Barris,la Trinitat Nova,Cantabria,0
2020,Nou Barris,Torre Baro,Cantabria,0
2020,Nou Barris,Ciutat Meridiana,Cantabria,1
2020,Nou Barris,Vallbona,Cantabria,0
2020,Sant Andreu,la Trinitat Vella,Cantabria,2
2020,Sant Andreu,Baro de Viver,Cantabria,0
2020,Sant Andreu,el Bon Pastor,Cantabria,1
2020,Sant Andreu,Sant Andreu,Cantabria,2
2020,Sant Andreu,la Sagrera,Cantabria,4
2020,Sant Andreu,el Congres i els Indians,Cantabria,0
2020,Sant Andreu,Navas,Cantabria,0
2020,Sant Marti,el Camp de l'Arpa del Clot,Cantabria,7
2020,Sant Marti,el Clot,Cantabria,0
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Cantabria,1
2020,Sant Marti,la Vila Olimpica del Poblenou,Cantabria,4
2020,Sant Marti,el Poblenou,Cantabria,3
2020,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Cantabria,0
2020,Sant Marti,el Besos i el Maresme,Cantabria,8
2020,Sant Marti,Provencals del Poblenou,Cantabria,1
2020,Sant Marti,Sant Marti de Provencals,Cantabria,4
2020,Sant Marti,la Verneda i la Pau,Cantabria,0
2020,Ciutat Vella,el Raval,Castile and Leon,27
2020,Ciutat Vella,el Barri Gotic,Castile and Leon,12
2020,Ciutat Vella,la Barceloneta,Castile and Leon,7
2020,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Castile and Leon,15
2020,Eixample,el Fort Pienc,Castile and Leon,25
2020,Eixample,la Sagrada Familia,Castile and Leon,21
2020,Eixample,la Dreta de l'Eixample,Castile and Leon,16
2020,Eixample,l'Antiga Esquerra de l'Eixample,Castile and Leon,15
2020,Eixample,la Nova Esquerra de l'Eixample,Castile and Leon,28
2020,Eixample,Sant Antoni,Castile and Leon,11
2020,Sants-Montjuic,el Poble Sec,Castile and Leon,9
2020,Sants-Montjuic,la Marina del Prat Vermell,Castile and Leon,0
2020,Sants-Montjuic,la Marina de Port,Castile and Leon,7
2020,Sants-Montjuic,la Font de la Guatlla,Castile and Leon,5
2020,Sants-Montjuic,Hostafrancs,Castile and Leon,10
2020,Sants-Montjuic,la Bordeta,Castile and Leon,11
2020,Sants-Montjuic,Sants - Badal,Castile and Leon,8
2020,Sants-Montjuic,Sants,Castile and Leon,28
2020,Les Corts,les Corts,Castile and Leon,14
2020,Les Corts,la Maternitat i Sant Ramon,Castile and Leon,10
2020,Les Corts,Pedralbes,Castile and Leon,9
2020,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Castile and Leon,1
2020,Sarria-Sant Gervasi,Sarria,Castile and Leon,3
2020,Sarria-Sant Gervasi,les Tres Torres,Castile and Leon,2
2020,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Castile and Leon,5
2020,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Castile and Leon,14
2020,Sarria-Sant Gervasi,el Putxet i el Farro,Castile and Leon,6
2020,Gracia,Vallcarca i els Penitents,Castile and Leon,8
2020,Gracia,el Coll,Castile and Leon,5
2020,Gracia,la Salut,Castile and Leon,2
2020,Gracia,la Vila de Gracia,Castile and Leon,19
2020,Gracia,el Camp d'en Grassot i Gracia Nova,Castile and Leon,13
2020,Horta-Guinardo,el Baix Guinardo,Castile and Leon,8
2020,Horta-Guinardo,Can Baro,Castile and Leon,0
2020,Horta-Guinardo,el Guinardo,Castile and Leon,11
2020,Horta-Guinardo,la Font d'en Fargues,Castile and Leon,2
2020,Horta-Guinardo,el Carmel,Castile and Leon,5
2020,Horta-Guinardo,la Teixonera,Castile and Leon,6
2020,Horta-Guinardo,Sant Genis dels Agudells,Castile and Leon,0
2020,Horta-Guinardo,Montbau,Castile and Leon,2
2020,Horta-Guinardo,la Vall d'Hebron,Castile and Leon,4
2020,Horta-Guinardo,la Clota,Castile and Leon,0
2020,Horta-Guinardo,Horta,Castile and Leon,12
2020,Nou Barris,Vilapicina i la Torre Llobeta,Castile and Leon,7
2020,Nou Barris,Porta,Castile and Leon,15
2020,Nou Barris,el Turo de la Peira,Castile and Leon,2
2020,Nou Barris,Can Peguera,Castile and Leon,0
2020,Nou Barris,la Guineueta,Castile and Leon,4
2020,Nou Barris,Canyelles,Castile and Leon,0
2020,Nou Barris,les Roquetes,Castile and Leon,7
2020,Nou Barris,Verdun,Castile and Leon,5
2020,Nou Barris,la Prosperitat,Castile and Leon,3
2020,Nou Barris,la Trinitat Nova,Castile and Leon,2
2020,Nou Barris,Torre Baro,Castile and Leon,2
2020,Nou Barris,Ciutat Meridiana,Castile and Leon,2
2020,Nou Barris,Vallbona,Castile and Leon,0
2020,Sant Andreu,la Trinitat Vella,Castile and Leon,2
2020,Sant Andreu,Baro de Viver,Castile and Leon,1
2020,Sant Andreu,el Bon Pastor,Castile and Leon,1
2020,Sant Andreu,Sant Andreu,Castile and Leon,17
2020,Sant Andreu,la Sagrera,Castile and Leon,11
2020,Sant Andreu,el Congres i els Indians,Castile and Leon,3
2020,Sant Andreu,Navas,Castile and Leon,4
2020,Sant Marti,el Camp de l'Arpa del Clot,Castile and Leon,10
2020,Sant Marti,el Clot,Castile and Leon,8
2020,Sant Marti,el Parc i la Llacuna del Poblenou,Castile and Leon,4
