Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
2005-04-01,,,,1000,,,,,
2005-04-04,,,,1007.5,,,,,
2005-04-05,,,,998.77,,,,,
2005-04-06,,,,1017.08,,,,,
2005-04-07,,,,1018.96,,,,,
2005-04-08,,,,1011.39,,,,,
2005-04-11,,,,1003.75,,,,,
2005-04-12,,,,1011.74,,,,,
2005-04-13,,,,1009.74,,,,,
2005-04-15,,,,984.13,,,,,
2005-04-18,,,,979.05,,,,,
2005-04-19,,,,973.67,,,,,
2005-04-20,,,,980.67,,,,,
2005-04-21,,,,997.1,,,,,
2005-04-22,,,,1011.45,,,,,
2005-04-25,,,,1017.63,,,,,
2005-04-26,,,,1020.8,,,,,
2005-04-27,,,,1014.41,,,,,
2005-04-28,,,,1014.33,,,,,
2005-04-29,,,,994.01,,,,,
2005-05-02,,,,985.82,,,,,
2005-05-03,,,,991.87,,,,,
2005-05-04,,,,1010.35,,,,,
2005-05-05,,,,1023.33,,,,,
2005-05-06,,,,1029.39,,,,,
2005-05-09,,,,1044.64,,,,,
2005-05-10,,,,1049.7,,,,,
2005-05-11,,,,1054.01,,,,,
2005-05-12,,,,1074,,,,,
2005-05-13,,,,1089.11,,,,,
2005-05-16,,,,1104.24,,,,,
2005-05-17,,,,1091.12,,,,,
2005-05-18,,,,1093.87,,,,,
2005-05-19,,,,1108.16,,,,,
2005-05-20,,,,1111.15,,,,,
2005-05-23,,,,1119.48,,,,,
2005-05-24,,,,1117.5,,,,,
2005-05-25,,,,1123.98,,,,,
2005-05-26,,,,1119.84,,,,,
2005-05-27,,,,1109.82,,,,,
2005-05-30,,,,1098.3,,,,,
2005-05-31,,,,1108.69,,,,,
2005-06-01,,,,1118.06,,,,,
2005-06-02,,,,1110.03,,,,,
2005-06-03,,,,1124.28,,,,,
2005-06-04,,,,1136.34,,,,,
2005-06-06,,,,1141.5,,,,,
2005-06-07,,,,1147.21,,,,,
2005-06-08,,,,1150.16,,,,,
2005-06-09,,,,1153.46,,,,,
2005-06-10,,,,1147.9,,,,,
2005-06-13,,,,1151.01,,,,,
2005-06-14,,,,1154.87,,,,,
2005-06-15,,,,1162.31,,,,,
2005-06-16,,,,1137.27,,,,,
2005-06-17,,,,1116.66,,,,,
2005-06-20,,,,1103.99,,,,,
2005-06-21,,,,1111.54,,,,,
2005-06-22,,,,1112.59,,,,,
2005-06-23,,,,1117.72,,,,,
2005-06-24,,,,1129.66,,,,,
2005-06-27,,,,1125.03,,,,,
2005-06-28,,,,1103.09,,,,,
2005-06-29,,,,1114.13,,,,,
2005-06-30,,,,1122.95,,,,,
2005-07-01,,,,1139.85,,,,,
2005-07-04,,,,1156.58,,,,,
2005-07-05,,,,1149.27,,,,,
2005-07-06,,,,1170.55,,,,,
2005-07-07,,,,1156.74,,,,,
2005-07-08,,,,1178.69,,,,,
2005-07-11,,,,1198.27,,,,,
2005-07-12,,,,1203.08,,,,,
2005-07-13,,,,1215.39,,,,,
2005-07-14,,,,1218.22,,,,,
2005-07-15,,,,1236.13,,,,,
2005-07-18,,,,1258.74,,,,,
2005-07-19,,,,1263.13,,,,,
2005-07-20,,,,1269.26,,,,,
2005-07-21,,,,1264.55,,,,,
2005-07-22,,,,1279.86,,,,,
2005-07-25,,,,1282.23,,,,,
2005-07-26,,,,1273.58,,,,,
2005-07-27,,,,1267.94,,,,,
2005-07-29,,,,1255.36,,,,,
2005-08-01,,,,1256.78,,,,,
2005-08-02,,,,1283.93,,,,,
2005-08-03,,,,1282.15,,,,,
2005-08-04,,,,1299.13,,,,,
2005-08-05,,,,1315.96,,,,,
2005-08-08,,,,1305.87,,,,,
2005-08-09,,,,1310.1,,,,,
2005-08-10,,,,1342.85,,,,,
2005-08-11,,,,1359.07,,,,,
2005-08-12,,,,1368.47,,,,,
2005-08-16,,,,1393.14,,,,,
2005-08-17,,,,1415.41,,,,,
2005-08-18,,,,1408.75,,,,,
2005-08-19,,,,1424.18,,,,,
2005-08-22,,,,1427.8,,,,,
2005-08-23,,,,1386.45,,,,,
2005-08-24,,,,1374.47,,,,,
2005-08-25,,,,1400.99,,,,,
2005-08-26,,,,1413.09,,,,,
2005-08-29,,,,1425.59,,,,,
2005-08-30,,,,1442.24,,,,,
2005-08-31,,,,1465.98,,,,,
2005-09-01,,,,1480.81,,,,,
2005-09-02,,,,1482,,,,,
2005-09-05,,,,1490.09,,,,,
2005-09-06,,,,1488.51,,,,,
2005-09-08,,,,1501.89,,,,,
2005-09-09,,,,1492.39,,,,,
2005-09-12,,,,1512.62,,,,,
2005-09-13,,,,1523.83,,,,,
2005-09-14,,,,1515.95,,,,,
2005-09-15,,,,1539.51,,,,,
2005-09-16,,,,1552.82,,,,,
2005-09-19,,,,1562.67,,,,,
2005-09-20,,,,1555.2,,,,,
2005-09-21,,,,1509.52,,,,,
2005-09-22,,,,1404.54,,,,,
2005-09-23,,,,1417.41,,,,,
2005-09-26,,,,1479.75,,,,,
2005-09-27,,,,1494.05,,,,,
2005-09-28,,,,1499.91,,,,,
2005-09-29,,,,1481.86,,,,,
2005-09-30,,,,1463.97,,,,,
2005-10-03,,,,1490.22,,,,,
2005-10-04,,,,1510.91,,,,,
2005-10-05,,,,1502.86,,,,,
2005-10-06,,,,1482.84,,,,,
2005-10-07,,,,1480.06,,,,,
2005-10-10,,,,1468.77,,,,,
2005-10-11,,,,1455.4,,,,,
2005-10-13,,,,1443.85,,,,,
2005-10-14,,,,1406.78,,,,,
2005-10-17,,,,1387.35,,,,,
2005-10-18,,,,1385.72,,,,,
2005-10-19,,,,1332.86,,,,,
2005-10-20,,,,1305.27,,,,,
2005-10-21,,,,1318.86,,,,,
2005-10-24,,,,1320.45,,,,,
2005-10-25,,,,1322.38,,,,,
2005-10-26,,,,1323.12,,,,,
2005-10-27,,,,1305.18,,,,,
2005-10-28,,,,1276.82,,,,,
2005-10-31,,,,1299.93,,,,,
2005-11-01,,,,1325.56,,,,,
2005-11-02,,,,1328.75,,,,,
2005-11-07,,,,1357.36,,,,,
2005-11-08,,,,1374.9,,,,,
2005-11-09,,,,1373.19,,,,,
2005-11-10,,,,1381.6,,,,,
2005-11-11,,,,1406.35,,,,,
2005-11-14,,,,1410.18,,,,,
2005-11-16,,,,1422.47,,,,,
2005-11-17,,,,1427.25,,,,,
2005-11-18,,,,1430.02,,,,,
2005-11-21,,,,1417.21,,,,,
2005-11-22,,,,1408.83,,,,,
2005-11-23,,,,1422.98,,,,,
2005-11-24,,,,1434.55,,,,,
2005-11-25,,,,1445.87,,,,,
2005-11-26,,,,1455.36,,,,,
2005-11-28,,,,1467.78,,,,,
2005-11-29,,,,1461.58,,,,,
2005-11-30,,,,1455.22,,,,,
2005-12-01,,,,1467.6,,,,,
2005-12-02,,,,1475.26,,,,,
2005-12-05,,,,1476.33,,,,,
2005-12-06,,,,1484.82,,,,,
2005-12-07,,,,1494.93,,,,,
2005-12-08,,,,1507.95,,,,,
2005-12-09,,,,1526.84,,,,,
2005-12-12,,,,1527.77,,,,,
2005-12-13,,,,1526.31,,,,,
2005-12-14,,,,1520.81,,,,,
2005-12-15,,,,1509.03,,,,,
2005-12-16,,,,1515.81,,,,,
2005-12-19,,,,1522.49,,,,,
2005-12-20,,,,1515.55,,,,,
2005-12-21,,,,1517.79,,,,,
2005-12-22,,,,1519.95,,,,,
2005-12-23,,,,1507.92,,,,,
2005-12-26,,,,1475.61,,,,,
2005-12-27,,,,1502.37,,,,,
2005-12-28,,,,1506.44,,,,,
2005-12-29,,,,1523.57,,,,,
2005-12-30,,,,1537.75,,,,,
2006-01-02,,,,1562.08,,,,,
2006-01-03,,,,1591.64,,,,,
2006-01-04,,,,1598.88,,,,,
2006-01-05,,,,1596.55,,,,,
2006-01-06,,,,1608.64,,,,,
2006-01-09,,,,1616.55,,,,,
2006-01-10,,,,1604.62,,,,,
2006-01-12,,,,1612.44,,,,,
2006-01-13,,,,1622.82,,,,,
2006-01-16,,,,1609.89,,,,,
2006-01-17,,,,1596.01,,,,,
2006-01-18,,,,1580.45,,,,,
2006-01-19,,,,1621.1,,,,,
2006-01-20,,,,1632.18,,,,,
2006-01-23,,,,1636.14,,,,,
2006-01-24,,,,1648.41,,,,,
2006-01-25,,,,1637.26,,,,,
2006-01-27,,,,1640.49,,,,,
2006-01-30,,,,1616.42,,,,,
2006-01-31,,,,1615.59,,,,,
2006-02-01,,,,1590.76,,,,,
2006-02-02,,,,1590.05,,,,,
2006-02-03,,,,1586.72,,,,,
2006-02-06,,,,1598.26,,,,,
2006-02-07,,,,1597.37,,,,,
2006-02-08,,,,1599.73,,,,,
2006-02-10,,,,1613.72,,,,,
2006-02-13,,,,1631.92,,,,,
2006-02-14,,,,1622.48,,,,,
2006-02-15,,,,1625.36,,,,,
2006-02-16,,,,1630.26,,,,,
2006-02-17,,,,1606.84,,,,,
2006-02-20,,,,1594.14,,,,,
2006-02-21,,,,1608.94,,,,,
2006-02-22,,,,1603.29,,,,,
2006-02-23,,,,1595.31,,,,,
2006-02-24,,,,1594.1,,,,,
2006-02-27,,,,1602.98,,,,,
2006-02-28,,,,1601.12,,,,,
2006-03-01,,,,1627.29,,,,,
2006-03-02,,,,1633.28,,,,,
2006-03-03,,,,1641.85,,,,,
2006-03-06,,,,1664.44,,,,,
2006-03-07,,,,1675.76,,,,,
2006-03-08,,,,1657.45,,,,,
2006-03-09,,,,1663.42,,,,,
2006-03-10,,,,1684.11,,,,,
2006-03-13,,,,1691.7,,,,,
2006-03-14,,,,1684.62,,,,,
2006-03-16,,,,1686.52,,,,,
2006-03-17,,,,1675.71,,,,,
2006-03-20,,,,1688.47,,,,,
2006-03-21,,,,1685.02,,,,,
2006-03-22,,,,1670.55,,,,,
2006-03-23,,,,1672.96,,,,,
2006-03-24,,,,1683.17,,,,,
2006-03-27,,,,1702.97,,,,,
2006-03-28,,,,1693.23,,,,,
2006-03-29,,,,1715.01,,,,,
2006-03-30,,,,1737.06,,,,,
2006-03-31,,,,1762.19,,,,,
2006-04-03,,,,1816.8,,,,,
2006-04-04,,,,1831.52,,,,,
2006-04-05,,,,1858.82,,,,,
2006-04-07,,,,1836.5,,,,,
2006-04-10,,,,1856.42,,,,,
2006-04-12,,,,1832.52,,,,,
2006-04-13,,,,1793.66,,,,,
2006-04-17,,,,1830.02,,,,,
2006-04-18,,,,1851.27,,,,,
2006-04-19,,,,1860.5,,,,,
2006-04-20,,,,1873.86,,,,,
2006-04-21,,,,1876.9,,,,,
2006-04-24,,,,1898.9,,,,,
2006-04-25,,,,1886.31,,,,,
2006-04-26,,,,1922.74,,,,,
2006-04-27,,,,1940.18,,,,,
2006-04-28,,,,1924.87,,,,,
2006-04-29,,,,1977.06,,,,,
2006-05-02,,,,2000.5,,,,,
2006-05-03,,,,2011.66,,,,,
2006-05-04,,,,2018.41,,,,,
2006-05-05,,,,2026.73,,,,,
2006-05-08,,,,2051.28,,,,,
2006-05-09,,,,2065,,,,,
2006-05-10,,,,2095.39,,,,,
2006-05-11,,,,2086.41,,,,,
2006-05-12,,,,2082.26,,,,,
2006-05-15,,,,2027.5,,,,,
2006-05-16,,,,1997.44,,,,,
2006-05-17,,,,2072.68,,,,,
2006-05-18,,,,1928.74,,,,,
2006-05-19,,,,1854.23,,,,,
2006-05-22,,,,1724.78,,,,,
2006-05-23,,,,1793,,,,,
2006-05-24,,,,1804.28,,,,,
2006-05-25,,,,1801.04,,,,,
2006-05-26,,,,1844.9,,,,,
2006-05-29,,,,1864.29,,,,,
2006-05-30,,,,1870.18,,,,,
2006-05-31,,,,1814.58,,,,,
2006-06-01,,,,1770.62,,,,,
2006-06-02,,,,1739.68,,,,,
2006-06-05,,,,1707.3,,,,,
2006-06-06,,,,1644.41,,,,,
2006-06-07,,,,1531.15,,,,,
2006-06-08,,,,1401.88,,,,,
2006-06-09,,,,1469.01,,,,,
2006-06-12,,,,1437.67,,,,,
2006-06-13,,,,1353.47,,,,,
2006-06-14,,,,1305.26,,,,,
2006-06-15,,,,1356.2,,,,,
2006-06-16,,,,1415.74,,,,,
2006-06-19,,,,1453.68,,,,,
2006-06-20,,,,1476.47,,,,,
2006-06-21,,,,1525.05,,,,,
2006-06-22,,,,1569.23,,,,,
2006-06-23,,,,1582.28,,,,,
2006-06-25,,,,1603.95,,,,,
2006-06-26,,,,1548.77,,,,,
2006-06-27,,,,1525.61,,,,,
2006-06-28,,,,1512.59,,,,,
2006-06-29,,,,1518.22,,,,,
2006-06-30,,,,1564.95,,,,,
2006-07-03,,,,1569.86,,,,,
2006-07-04,,,,1563.48,,,,,
2006-07-05,,,,1572.6,,,,,
2006-07-06,,,,1565.45,,,,,
2006-07-07,,,,1542.03,,,,,
2006-07-10,,,,1542.79,,,,,
2006-07-11,,,,1547.66,,,,,
2006-07-12,,,,1558.52,,,,,
2006-07-13,,,,1561.4,,,,,
2006-07-14,,,,1554.62,,,,,
2006-07-17,,,,1521.73,,,,,
2006-07-18,,,,1495.02,,,,,
2006-07-19,,,,1444.17,,,,,
2006-07-20,,,,1465.26,,,,,
2006-07-21,,,,1428.93,,,,,
2006-07-24,,,,1415.97,,,,,
2006-07-25,,,,1444.85,,,,,
2006-07-26,,,,1474.66,,,,,
2006-07-27,,,,1518.29,,,,,
2006-07-28,,,,1532.19,,,,,
2006-07-31,,,,1545.83,,,,,
2006-08-01,,,,1536.88,,,,,
