Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
2000-01-03,,,,3042.55,,,,,
2000-01-04,,,,3024.52,,,,,
2000-01-05,,,,2970.1,,,,,
2000-01-06,,,,3126.57,,,,,
2000-01-07,,,,3268.81,,,,,
2000-01-10,,,,3363.99,,,,,
2000-01-11,,,,3314.28,,,,,
2000-01-12,,,,3520.11,,,,,
2000-01-13,,,,3576.05,,,,,
2000-01-14,,,,3523.19,,,,,
2000-01-17,,,,3389.05,,,,,
2000-01-18,,,,3372.25,,,,,
2000-01-19,,,,3342.19,,,,,
2000-01-20,,,,3302.19,,,,,
2000-01-21,,,,3358.57,,,,,
2000-01-24,,,,3334,,,,,
2000-01-25,,,,3250.35,,,,,
2000-01-27,,,,3280.31,,,,,
2000-01-28,,,,3189.83,,,,,
2000-01-31,,,,3087.37,,,,,
2000-02-01,,,,3013.22,,,,,
2000-02-02,,,,3096.95,,,,,
2000-02-03,,,,3086.15,,,,,
2000-02-04,,,,3006.57,,,,,
2000-02-07,,,,3005.16,,,,,
2000-02-08,,,,2999.05,,,,,
2000-02-09,,,,3149.95,,,,,
2000-02-10,,,,3142.71,,,,,
2000-02-11,,,,3235.86,,,,,
2000-02-14,,,,3125.93,,,,,
2000-02-15,,,,3170.5,,,,,
2000-02-16,,,,3186.57,,,,,
2000-02-17,,,,3241.91,,,,,
2000-02-18,,,,3320.57,,,,,
2000-02-21,,,,3457.66,,,,,
2000-02-22,,,,3563.77,,,,,
2000-02-23,,,,3475.88,,,,,
2000-02-24,,,,3607.53,,,,,
2000-02-25,,,,3572.22,,,,,
2000-02-28,,,,3510.76,,,,,
2000-02-29,,,,3303.59,,,,,
2000-03-01,,,,3406.78,,,,,
2000-03-02,,,,3220.32,,,,,
2000-03-03,,,,3011.22,,,,,
2000-03-06,,,,2925.69,,,,,
2000-03-07,,,,2953.92,,,,,
2000-03-08,,,,2986.28,,,,,
2000-03-09,,,,2933.1,,,,,
2000-03-10,,,,2973.31,,,,,
2000-03-13,,,,3051.06,,,,,
2000-03-14,,,,3241.52,,,,,
2000-03-15,,,,3370.84,,,,,
2000-03-16,,,,3329.42,,,,,
2000-03-21,,,,3198.89,,,,,
2000-03-22,,,,3133.43,,,,,
2000-03-23,,,,3070.82,,,,,
2000-03-24,,,,3061.87,,,,,
2000-03-27,,,,2971.45,,,,,
2000-03-28,,,,2970.6,,,,,
2000-03-29,,,,2960.31,,,,,
2000-03-30,,,,2982.52,,,,,
2000-03-31,,,,2934.8,,,,,
2000-04-03,,,,3116.48,,,,,
2000-04-04,,,,2905.45,,,,,
2000-04-05,,,,2962.45,,,,,
2000-04-06,,,,2954.22,,,,,
2000-04-07,,,,3155.47,,,,,
2000-04-10,,,,3140.06,,,,,
2000-04-11,,,,3116.38,,,,,
2000-04-12,,,,3050.45,,,,,
2000-04-13,,,,2981.37,,,,,
2000-04-17,,,,2846.95,,,,,
2000-04-18,,,,2799.5,,,,,
2000-04-19,,,,2816.12,,,,,
2000-04-20,,,,2814.66,,,,,
2000-04-24,,,,2775.28,,,,,
2000-04-25,,,,2683.79,,,,,
2000-04-26,,,,2773.92,,,,,
2000-04-27,,,,2758.03,,,,,
2000-04-28,,,,2692.55,,,,,
2000-05-02,,,,2500.88,,,,,
2000-05-03,,,,2508.05,,,,,
2000-05-04,,,,2702.35,,,,,
2000-05-05,,,,2796.33,,,,,
2000-05-08,,,,2669.13,,,,,
2000-05-09,,,,2738.89,,,,,
2000-05-10,,,,2707.62,,,,,
2000-05-11,,,,2620.91,,,,,
2000-05-12,,,,2595.46,,,,,
2000-05-15,,,,2653.35,,,,,
2000-05-16,,,,2703.79,,,,,
2000-05-17,,,,2699.48,,,,,
2000-05-18,,,,2699.83,,,,,
2000-05-19,,,,2630.2,,,,,
2000-05-22,,,,2605.79,,,,,
2000-05-23,,,,2602.83,,,,,
2000-05-24,,,,2593.75,,,,,
2000-05-25,,,,2656.94,,,,,
2000-05-26,,,,2889.47,,,,,
2000-05-29,,,,2949.25,,,,,
2000-05-30,,,,3015.17,,,,,
2000-05-31,,,,3007.07,,,,,
2000-06-01,,,,2914.85,,,,,
2000-06-02,,,,2946.91,,,,,
2000-06-05,,,,2946.4,,,,,
2000-06-06,,,,2961.83,,,,,
2000-06-07,,,,2958.77,,,,,
2000-06-08,,,,3004.19,,,,,
2000-06-09,,,,2991.73,,,,,
2000-06-12,,,,2932.41,,,,,
2000-06-13,,,,2905.5,,,,,
2000-06-14,,,,2945.79,,,,,
2000-06-15,,,,2917.49,,,,,
2000-06-16,,,,2926.2,,,,,
2000-06-19,,,,2970.14,,,,,
2000-06-20,,,,2966.37,,,,,
2000-06-21,,,,2992.55,,,,,
2000-06-22,,,,3051.55,,,,,
2000-06-23,,,,3159.48,,,,,
2000-06-26,,,,3100.15,,,,,
2000-06-27,,,,3141.38,,,,,
2000-06-28,,,,3228.79,,,,,
2000-06-29,,,,3262.04,,,,,
2000-06-30,,,,3227.16,,,,,
2000-07-03,,,,3161.66,,,,,
2000-07-04,,,,3195.16,,,,,
2000-07-05,,,,3253.86,,,,,
2000-07-06,,,,3215.86,,,,,
2000-07-07,,,,3219.22,,,,,
2000-07-10,,,,3230.49,,,,,
2000-07-11,,,,3241.54,,,,,
2000-07-12,,,,3277.96,,,,,
2000-07-13,,,,3345.47,,,,,
2000-07-14,,,,3386.64,,,,,
2000-07-17,,,,3232.05,,,,,
2000-07-18,,,,3260.64,,,,,
2000-07-19,,,,3168.57,,,,,
2000-07-20,,,,3084.6,,,,,
2000-07-21,,,,3053.72,,,,,
2000-07-24,,,,2900.92,,,,,
2000-07-25,,,,2938.43,,,,,
2000-07-26,,,,2934.41,,,,,
2000-07-27,,,,2936.94,,,,,
2000-07-28,,,,2928.64,,,,,
2000-07-31,,,,2961.34,,,,,
2000-08-01,,,,2963.23,,,,,
2000-08-02,,,,2954.35,,,,,
2000-08-03,,,,2916.63,,,,,
2000-08-04,,,,3038.03,,,,,
2000-08-07,,,,3041.29,,,,,
2000-08-08,,,,3005.66,,,,,
2000-08-09,,,,2945.08,,,,,
2000-08-10,,,,2935.52,,,,,
2000-08-11,,,,2863.16,,,,,
2000-08-14,,,,2921.73,,,,,
2000-08-16,,,,2980.32,,,,,
2000-08-17,,,,2964.38,,,,,
2000-08-18,,,,2974.96,,,,,
2000-08-21,,,,2967.52,,,,,
2000-08-22,,,,2929.1,,,,,
2000-08-23,,,,2971.71,,,,,
2000-08-24,,,,2943.97,,,,,
2000-08-25,,,,2916.77,,,,,
2000-08-28,,,,2920.96,,,,,
2000-08-29,,,,2898.35,,,,,
2000-08-30,,,,2898.08,,,,,
2000-08-31,,,,2910.87,,,,,
2000-09-04,,,,2956.85,,,,,
2000-09-05,,,,2951.3,,,,,
2000-09-06,,,,3021.29,,,,,
2000-09-07,,,,3023.56,,,,,
2000-09-08,,,,2996.89,,,,,
2000-09-11,,,,3006.45,,,,,
2000-09-12,,,,3075.61,,,,,
2000-09-13,,,,3055.92,,,,,
2000-09-14,,,,2999.72,,,,,
2000-09-15,,,,2975.81,,,,,
2000-09-18,,,,2920.76,,,,,
2000-09-19,,,,2843.72,,,,,
2000-09-20,,,,2869.92,,,,,
2000-09-21,,,,2876.93,,,,,
2000-09-22,,,,2743.99,,,,,
2000-09-25,,,,2711.4,,,,,
2000-09-26,,,,2686.3,,,,,
2000-09-27,,,,2711.59,,,,,
2000-09-28,,,,2578.29,,,,,
2000-09-29,,,,2634.84,,,,,
2000-10-03,,,,2652.96,,,,,
2000-10-04,,,,2683.31,,,,,
2000-10-05,,,,2686.05,,,,,
2000-10-06,,,,2696.99,,,,,
2000-10-09,,,,2614.86,,,,,
2000-10-10,,,,2496.97,,,,,
2000-10-11,,,,2497.48,,,,,
2000-10-12,,,,2540.55,,,,,
2000-10-13,,,,2509.62,,,,,
2000-10-16,,,,2452.25,,,,,
2000-10-17,,,,2401.37,,,,,
2000-10-18,,,,2401.37,,,,,
2000-10-19,,,,2456.29,,,,,
2000-10-20,,,,2415.33,,,,,
2000-10-23,,,,2387.86,,,,,
2000-10-24,,,,2393.06,,,,,
2000-10-25,,,,2435.82,,,,,
2000-10-26,,,,2439.6,,,,,
2000-10-27,,,,2397.6,,,,,
2000-10-30,,,,2418.41,,,,,
2000-10-31,,,,2460.24,,,,,
2000-11-01,,,,2497.71,,,,,
2000-11-02,,,,2548.44,,,,,
2000-11-03,,,,2558.8,,,,,
2000-11-06,,,,2511.95,,,,,
2000-11-07,,,,2528.14,,,,,
2000-11-08,,,,2574.03,,,,,
2000-11-09,,,,2572.51,,,,,
2000-11-10,,,,2530.56,,,,,
2000-11-13,,,,2495.35,,,,,
2000-11-14,,,,2526.02,,,,,
2000-11-15,,,,2540.37,,,,,
2000-11-16,,,,2491.55,,,,,
2000-11-17,,,,2506.95,,,,,
2000-11-20,,,,2518.66,,,,,
2000-11-21,,,,2523.91,,,,,
2000-11-22,,,,2511.2,,,,,
2000-11-23,,,,2455.29,,,,,
2000-11-24,,,,2449.48,,,,,
2000-11-27,,,,2482.2,,,,,
2000-11-28,,,,2547.42,,,,,
2000-11-29,,,,2588.41,,,,,
