Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2019-05-03,    16814.00,    16989.30,    16802.05,    16893.65,      129024142,         4471.23
2019-05-06,    16707.45,    16778.10,    16650.65,    16695.20,      151717522,         4237.60
2019-05-07,    16764.95,    16818.10,    16484.95,    16509.10,      137436634,         4615.02
2019-05-08,    16499.70,    16499.70,    16337.80,    16356.35,      118791615,         3913.41
2019-05-09,    16294.70,    16385.30,    16250.55,    16295.65,      157524195,         4504.73
2019-05-10,    16310.65,    16443.80,    16272.40,    16322.60,      127705812,         3927.75
2019-05-13,    16300.00,    16313.65,    16061.10,    16081.35,      157542478,         3607.90
2019-05-14,    16105.90,    16286.65,    16032.90,    16146.70,      173046974,         4708.11
2019-05-15,    16195.30,    16229.20,    15959.90,    15998.40,      159279250,         4025.54
2019-05-16,    16004.30,    16154.00,    15939.75,    16103.25,      137331902,         3663.15
2019-05-17,    16126.65,    16492.75,    16119.55,    16438.00,      188330121,         5288.50
2019-05-20,    16850.70,    17171.30,    16790.55,    17130.50,      208062817,         6838.41
2019-05-21,    17192.95,    17243.25,    16853.10,    16874.30,      124828587,         4220.34
2019-05-22,    16925.10,    17110.55,    16845.75,    17010.05,      138274212,         5989.70
2019-05-23,    17230.45,    17638.50,    16928.95,    16988.45,      265603075,        10081.87
2019-05-24,    17136.40,    17445.15,    17063.55,    17404.95,      161079578,         5714.71
2019-05-27,    17420.50,    17661.05,    17354.75,    17629.05,      144949682,         4709.27
2019-05-28,    17673.50,    17691.95,    17463.65,    17617.60,      160753053,         5027.63
2019-05-29,    17547.05,    17594.30,    17470.20,    17493.35,      109757279,         3426.58
2019-05-30,    17462.05,    17676.70,    17452.55,    17611.95,      120546659,         4320.97
2019-05-31,    17691.85,    17750.40,    17108.40,    17522.20,      137430952,         5355.06
2019-06-03,    17538.85,    17700.80,    17464.75,    17689.20,       86994637,         3232.27
2019-06-04,    17620.20,    17763.95,    17613.25,    17665.20,       97469178,         3406.77
2019-06-06,    17639.40,    17647.45,    17231.00,    17261.35,      164928588,         5693.64
2019-06-07,    17320.25,    17409.65,    17108.00,    17368.70,      128537472,         4065.30
2019-06-10,    17461.95,    17532.15,    17242.60,    17343.30,      132664238,         3648.15
2019-06-11,    17422.85,    17561.20,    17313.80,    17479.85,      124214951,         3356.37
2019-06-12,    17450.10,    17453.90,    17272.90,    17300.90,       93661240,         3028.73
2019-06-13,    17228.95,    17280.20,    17066.30,    17243.25,      256844674,         6459.16
2019-06-14,    17256.65,    17284.85,    16952.10,    17009.00,      205896607,         5647.90
2019-06-17,    17034.75,    17062.70,    16808.65,    16823.65,      136610500,         4623.55
2019-06-18,    16858.45,    16985.90,    16783.55,    16854.70,      175326829,         5014.15
2019-06-19,    16950.75,    17052.20,    16793.00,    16846.85,      185284118,         4823.41
2019-06-20,    16849.90,    17125.75,    16768.45,    17101.40,      233309628,         5925.29
2019-06-21,    17121.10,    17121.10,    16941.40,    16984.20,      170668689,         4840.98
2019-06-24,    17026.90,    17066.20,    16913.95,    16951.90,      113379362,         3130.39
2019-06-25,    16929.20,    17125.55,    16862.70,    17084.30,      101664466,         3364.89
2019-06-26,    17065.35,    17279.70,    17040.90,    17253.40,-0,-0
2019-06-27,    17272.45,    17441.40,    17252.85,    17314.35,      136285527,         5720.77
2019-06-28,    17324.55,    17340.30,    17163.10,    17197.00,      118012025,         3941.96
2019-07-01,    17294.10,    17410.95,    17290.40,    17358.90,       76910636,         2741.77
2019-07-02,    17386.45,    17393.95,    17189.10,    17259.50,      188632449,         3824.47
2019-07-03,    17299.30,    17386.35,    17242.90,    17330.90,      155794842,         3893.77
2019-07-04,    17379.00,    17468.05,    17351.45,    17377.30,      152762897,         3918.89
2019-07-05,    17396.05,    17453.60,    17287.95,    17353.50,      269251094,         4995.15
2019-07-08,    17282.80,    17293.70,    16892.45,    16926.30,      245705729,         4898.07
2019-07-09,    16899.75,    16976.60,    16776.60,    16902.55,      184853874,         4390.08
2019-07-10,    16930.10,    17009.25,    16865.65,    16902.75,      126338461,         3588.12
2019-07-11,    16997.65,    17047.20,    16910.90,    16990.15,      119618559,         3558.68
2019-07-12,    17039.30,    17079.20,    16887.05,    16913.20,      108311038,         4276.83
2019-07-15,    16980.70,    16983.20,    16763.15,    16811.25,      171087211,         4017.00
2019-07-16,    16872.00,    16892.25,    16788.50,    16868.25,      316749081,         5883.54
2019-07-17,    16902.40,    16968.20,    16837.25,    16891.00,      333728805,         6819.03
2019-07-18,    16852.35,    16888.75,    16678.90,    16707.85,      300021353,         5279.34
2019-07-19,    16754.60,    16771.40,    16260.60,    16298.35,      231402459,         5607.62
2019-07-22,    16213.75,    16221.95,    16003.55,    16061.95,      297370360,         6454.54
2019-07-23,    16097.75,    16149.90,    15973.80,    16037.10,      243433956,         6316.31
2019-07-24,    16012.90,    16106.35,    15855.60,    15899.80,      178675644,         4569.90
2019-07-25,    15904.75,    16067.35,    15880.95,    15963.10,      232680094,         5638.06
2019-07-26,    15982.15,    16192.15,    15937.45,    16161.35,      276593884,         4785.20
2019-07-29,    16311.35,    16319.05,    16060.10,    16151.30,      228174682,         5676.88
2019-07-30,    16232.00,    16285.45,    15819.55,    15852.90,      222621805,         6362.39
2019-07-31,    15724.65,    15969.35,    15686.10,    15917.05,      272591560,         9058.89
2019-08-01,    15785.50,    15903.60,    15514.00,    15687.40,      197999590,         6033.42
2019-08-02,    15610.15,    15797.35,    15441.25,    15636.40,      201848756,         6376.02
2019-08-05,    15466.60,    15481.55,    15213.95,    15342.70,-0,-0
2019-08-06,    15275.40,    15651.95,    15258.45,    15586.25,      216658175,         5777.37
2019-08-07,    15601.15,    15714.50,    15427.05,    15462.50,      248502245,         5824.26
2019-08-08,    15545.20,    15729.65,    15328.00,    15660.35,      206987218,         5644.53
2019-08-09,    15774.40,    15954.55,    15746.30,    15852.75,      271974692,         6325.57
2019-08-13,    15820.90,    15823.10,    15422.15,    15447.65,      272358787,         4962.99
2019-08-14,    15536.45,    15669.40,    15453.60,    15612.60,      232683001,         4245.71
2019-08-16,    15561.45,    15782.70,    15451.80,    15760.55,      205981969,         4189.91
2019-08-19,    15824.25,    15934.75,    15743.70,    15777.25,      183625699,         3643.63
2019-08-20,    15765.65,    15787.05,    15557.75,    15638.45,      222806805,         4063.38
2019-08-21,    15654.65,    15691.30,    15440.55,    15475.40,      281171520,         4115.99
2019-08-22,    15455.70,    15458.40,    15061.00,    15088.25,      386747526,         5295.19
2019-08-23,    14981.40,    15164.85,    14826.40,    15023.55,      403353759,         6527.77
2019-08-26,    15366.85,    15594.95,    14934.20,    15571.90,      380629014,         6544.36
2019-08-27,    15654.45,    15760.10,    15563.35,    15654.75,      284475550,         6031.03
2019-08-28,    15622.00,    15631.85,    15334.55,    15434.00,      323488286,         5791.79
2019-08-29,    15372.35,    15391.05,    15128.80,    15191.00,      307513206,         6231.59
2019-08-30,    15251.85,    15353.00,    15089.50,    15309.20,      317207954,         6304.10
2019-09-03,    15197.05,    15212.05,    14903.55,    14950.95,      275796806,         4942.69
2019-09-04,    14914.85,    15153.85,    14811.70,    15063.50,      219178420,         4777.73
2019-09-05,    15044.90,    15140.25,    14894.50,    14950.55,      248459421,         4743.26
2019-09-06,    14991.75,    15190.35,    14964.30,    15161.10,      196008140,         4113.88
2019-09-09,    15156.25,    15336.55,    15020.35,    15309.00,      227690419,         4378.49
2019-09-11,    15389.15,    15497.40,    15337.05,    15463.70,      400472043,         5718.83
2019-09-12,    15517.65,    15631.75,    15430.40,    15465.20,      296992417,         5330.17
2019-09-13,    15456.30,    15637.20,    15342.35,    15621.05,      357362881,         5516.52
2019-09-16,    15492.10,    15605.25,    15445.65,    15499.60,      182782179,         3670.53
2019-09-17,    15443.70,    15493.40,    15060.80,    15107.25,      220403319,         4557.51
2019-09-18,    15197.65,    15255.45,    15049.15,    15096.50,      245518014,         4308.11
2019-09-19,    15100.60,    15100.60,    14756.10,    14824.90,      391513520,         5136.49
2019-09-20,    14893.65,    16297.45,    14822.05,    16050.75,      644157033,        14767.35
2019-09-23,    16645.80,    17118.50,    16546.95,    16960.60,      418592056,        12063.92
2019-09-24,    16890.00,    17023.60,    16602.95,    16799.50,      267162333,         6587.32
2019-09-25,    16736.95,    16761.20,    16495.15,    16576.85,      238430197,         5689.30
2019-09-26,    16601.00,    17208.95,    16593.60,    16835.00,      383707770,         8545.58
2019-09-27,    16809.35,    16860.45,    16646.45,    16711.50,      381493054,         5598.76
2019-09-30,    16598.70,    16634.65,    16150.05,    16252.30,      490185234,         7944.83
2019-10-01,    16314.60,    16476.60,    15638.05,    16030.00,     1036882928,        12724.74
2019-10-03,    15976.35,    16044.45,    15761.35,    15867.50,      714434707,         8661.02
2019-10-04,    16009.40,    16045.30,    15470.25,    15517.70,      622114676,         7614.34
2019-10-07,    15622.95,    15760.00,    15418.40,    15554.90,      462719975,         6943.92
2019-10-09,    15626.70,    16148.85,    15528.60,    16095.00,      458149383,         6883.27
2019-10-10,    15970.80,    15978.00,    15587.10,    15640.55,      297723562,         5581.57
2019-10-11,    15763.00,    15951.40,    15464.85,    15639.65,      455002712,         6910.37
2019-10-14,    15750.40,    15929.80,    15630.75,    15722.90,      308920820,         4799.76
2019-10-15,    15767.00,    16006.40,    15715.00,    15927.75,      288300460,         4700.45
2019-10-16,    16001.00,    16043.05,    15794.95,    15932.20,      332598601,         5064.72
2019-10-17,    15962.85,    16238.20,    15907.95,    16204.20,      526155658,         6059.93
2019-10-18,    16180.70,    16339.95,    16126.95,    16254.80,      529838542,         6253.49
2019-10-22,    16412.20,    16551.85,    16306.70,    16402.40,      512138216,         7695.13
2019-10-23,    16427.45,    16482.75,    16250.30,    16377.50,      429813904,         6957.83
2019-10-24,    16462.75,    16514.20,    16141.75,    16218.45,      332946176,         5524.23
2019-10-25,    16275.00,    16309.45,    16069.85,    16280.45,-0,-0
2019-10-27,    16387.95,    16419.05,    16325.95,    16359.90,       93221688,         1109.61
2019-10-29,    16364.45,    16662.95,    16277.15,    16605.30,      480287138,         7080.38
2019-10-30,    16670.95,    16719.30,    16516.20,    16596.35,      342661238,         5323.02
2019-10-31,    16679.35,    16771.20,    16505.50,    16561.00,      978950326,        10950.12
2019-11-01,    16638.75,    16774.75,    16554.00,    16730.15,      533668827,         7246.95
2019-11-04,    16746.50,    16875.15,    16657.00,    16710.05,      509746193,         6132.24
2019-11-05,    16762.75,    16784.20,    16528.30,    16584.20,      373500219,         5334.48
2019-11-06,    16590.20,    16887.10,    16487.40,    16833.70,      307365227,         5338.76
2019-11-07,    16897.20,    16958.05,    16775.90,    16876.20,      267816559,         5605.38
2019-11-08,    16846.20,    17194.40,    16809.70,    16996.25,      540660066,         9549.10
2019-11-11,    16954.70,    17273.35,    16930.70,    17220.00,      345630434,         6242.05
2019-11-13,    17218.25,    17277.35,    16884.90,    16915.65,      402747670,         6663.54
2019-11-14,    16950.60,    17037.35,    16813.90,    17014.40,      292064526,         6200.10
2019-11-15,    17073.30,    17178.10,    17038.60,    17065.70,      226455034,         5717.72
2019-11-18,    17074.55,    17146.00,    16993.75,    17056.65,      255983298,         4706.41
2019-11-19,    17087.85,    17232.20,    17058.60,    17167.45,      324268883,         6117.08
2019-11-20,    17191.60,    17356.65,    17175.55,    17296.60,      333758787,         6256.19
2019-11-21,    17339.50,    17351.20,    17208.75,    17255.80,      225438936,         5400.15
2019-11-22,    17280.70,    17284.00,    17091.05,    17142.65,      195929671,         4090.43
2019-11-25,    17121.75,    17406.40,    17115.40,    17390.20,      258220049,         4926.53
2019-11-26,    17459.15,    17572.20,    17361.45,    17496.50,      769079995,        20861.03
2019-11-27,    17573.60,    17615.90,    17509.05,    17556.45,      348901208,         6436.69
2019-11-28,    17600.20,    17720.05,    17567.00,    17698.80,      365942451,         7613.24
2019-11-29,    17670.35,    17692.00,    17542.05,    17641.45,      586437194,         8068.99
2019-12-02,    17678.30,    17690.70,    17543.40,    17630.25,      446906497,         5948.51
2019-12-03,    17643.45,    17651.80,    17412.85,    17466.50,      365881588,         5036.70
2019-12-04,    17437.00,    17685.90,    17380.70,    17666.90,      439159767,         6663.03
2019-12-05,    17720.20,    17749.15,    17483.15,    17527.85,      314960328,         6039.91
2019-12-06,    17575.60,    17635.25,    17303.45,    17358.25,      378221737,         6435.72
2019-12-09,    17345.80,    17452.60,    17235.70,    17357.45,      392515091,         5341.74
2019-12-10,    17388.55,    17403.15,    17209.85,    17237.05,      412519874,         4975.22
2019-12-11,    17243.70,    17347.00,    17149.30,    17303.95,      730308531,         6434.56
2019-12-12,    17357.80,    17522.45,    17348.50,    17497.90,      459821499,         5083.61
2019-12-13,    17545.50,    17721.30,    17542.70,    17668.15,      285888310,         5539.42
2019-12-16,    17746.60,    17762.25,    17609.10,    17646.15,      230586694,         4290.60
2019-12-17,    17708.65,    17763.25,    17653.25,    17732.05,      193686480,         4157.73
2019-12-18,    17811.90,    17863.05,    17694.35,    17836.85,      189871701,         4491.22
2019-12-19,    17844.35,    17870.20,    17731.45,    17824.15,      372391550,         4954.28
2019-12-20,    17825.35,    17885.50,    17778.15,    17833.95,      439030864,         6410.89
2019-12-23,    17841.90,    17905.30,    17761.90,    17840.60,      329111530,         4399.84
2019-12-24,    17837.60,    17889.55,    17817.90,    17840.70,      284175641,         3670.25
2019-12-26,    17825.95,    17851.55,    17669.40,    17689.20,      278818702,         4105.80
2019-12-27,    17758.45,    17902.95,    17698.95,    17888.40,      226024764,         3614.47
2019-12-30,    17927.25,    18030.20,    17832.70,    17884.50,      220142428,         4006.85
2019-12-31,    17877.70,    17878.95,    17736.50,    17767.60,      201445904,         3762.26
2020-01-01,    17809.10,    17875.45,    17694.10,    17711.65,      146730922,         2437.77
2020-01-02,    17734.15,    17925.80,    17726.85,    17913.65,      188981488,         3272.11
2020-01-03,    17851.55,    17858.40,    17669.35,    17731.25,      156945003,         3471.55
2020-01-06,    17645.35,    17649.60,    17268.65,    17298.90,      166846836,         3476.16
2020-01-07,    17481.80,    17637.20,    17277.20,    17384.50,      192234071,         4585.67
2020-01-08,    17180.05,    17413.15,    17132.60,    17371.35,      211704039,         4371.22
2020-01-09,    17566.85,    17818.05,    17521.60,    17760.50,      228065896,         4380.19
2020-01-10,    17825.70,    17860.70,    17659.65,    17729.25,      362852346,         4639.25
2020-01-13,    17749.15,    17852.55,    17711.90,    17811.05,      239802750,         3395.69
2020-01-14,    17827.75,    17851.60,    17707.30,    17727.25,      384446019,         6098.85
2020-01-15,    17667.75,    17670.45,    17493.85,    17572.30,      483312016,         6446.91
2020-01-16,    17574.80,    17664.00,    17505.15,    17584.80,      200175237,         4541.06
2020-01-17,    17461.15,    17524.65,    17367.95,    17444.35,      215066845,         5281.88
2020-01-20,    17620.80,    17620.80,    17143.85,    17161.20,      215211741,         6536.22
2020-01-21,    17104.20,    17222.40,    17036.20,    17099.60,      167423970,         4928.02
2020-01-22,    17150.65,    17205.20,    16897.65,    16931.90,      144040372,         5055.39
2020-01-23,    16958.45,    17138.45,    16900.80,    17075.85,      278962672,         5928.18
2020-01-24,    17096.65,    17284.15,    17013.75,    17202.20,      370555502,         5550.56
2020-01-27,    17145.10,    17229.80,    16994.35,    17009.60,      231780733,         6008.18
2020-01-28,    17048.45,    17121.10,    16914.65,    16966.10,      177995245,         4596.20
2020-01-29,    17047.55,    17124.90,    16988.65,    17006.85,      219981536,         4156.77
2020-01-30,    17004.55,    17017.80,    16804.20,    16869.80,      261414992,         4052.29
2020-01-31,    17039.65,    17065.60,    16901.70,    16936.35,      203894295,         5683.20
2020-02-01,    16876.60,    16986.90,    16380.45,    16419.70,      163726859,         3289.90
2020-02-03,    16419.80,    16653.40,    16326.90,    16605.15,      235186806,         5105.36
2020-02-04,    16706.95,    16975.85,    16688.75,    16932.25,      217453684,         4739.91
2020-02-05,    16977.00,    17119.10,    16909.35,    17086.35,      351560599,         5028.15
2020-02-06,    17134.90,    17342.50,    17046.40,    17250.50,      218973290,         4778.59
2020-02-07,    17299.60,    17302.30,    17114.45,    17181.50,      184327016,         3324.67
2020-02-10,    17220.75,    17220.85,    17041.25,    17081.25,      189487665,         3113.95
2020-02-11,    17173.15,    17318.70,    17167.45,    17201.75,      148473714,         3431.36
2020-02-12,    17231.60,    17347.40,    17204.90,    17318.95,      155951181,         3940.99
2020-02-13,    17365.40,    17365.40,    17049.90,    17083.00,      215090915,         3571.57
2020-02-14,    17114.05,    17185.35,    16815.00,    16871.45,      263807675,         4984.48
2020-02-17,    16885.60,    16976.20,    16768.70,    16808.85,      174978908,         3676.50
2020-02-18,    16790.40,    16807.85,    16538.05,    16689.40,      310426512,         4824.41
2020-02-19,    16867.00,    16890.35,    16706.50,    16838.70,      199736911,         4448.23
2020-02-20,    16863.05,    16992.70,    16778.35,    16895.00,      201137589,         5142.79
2020-02-24,    16741.80,    16756.35,    16615.45,    16631.35,      174381041,         4325.00
2020-02-25,    16662.15,    16699.10,    16537.75,    16589.30,      147818110,         3622.44
2020-02-26,    16507.15,    16618.25,    16413.85,    16495.20,      214074027,         4246.71
2020-02-27,    16485.35,    16492.80,    16292.70,    16470.70,      261636946,         5506.51
2020-02-28,    16119.15,    16146.90,    15906.25,    15953.60,      265534390,         7081.73
2020-03-02,    16238.90,    16300.00,    15698.70,    15861.55,      236756614,         5621.75
2020-03-03,    15930.45,    16101.10,    15811.30,    16054.95,      252045440,         5067.04
2020-03-04,    16093.40,    16103.80,    15495.40,    15761.60,      304020521,         6297.16
2020-03-05,    15838.80,    16042.50,    15681.30,    15853.45,      870699167,         7478.69
2020-03-06,    15232.40,    15388.45,    14970.85,    15259.50,     1417313176,         8922.45
2020-03-09,    14836.80,    14870.95,    14212.45,    14480.40,      909973077,         9333.53
2020-03-11,    14365.00,    14684.60,    14343.65,    14548.00,      577064041,         8165.92
2020-03-12,    13804.80,    13861.50,    12996.75,    13232.30,      582345873,        11059.44
2020-03-13,    12491.65,    14009.80,    11757.60,    13740.55,      535715523,        12299.31
2020-03-16,    13147.95,    13164.10,    12504.60,    12557.10,      354372412,         7639.68
2020-03-17,    12691.95,    12817.65,    11981.75,    12053.05,      413762520,         8825.56
2020-03-18,    12193.65,    12263.00,    10895.80,    11069.65,      702752845,        14998.87
2020-03-19,    10430.35,    11248.10,     9994.65,    10789.75,      309005846,         9744.99
2020-03-20,    10676.90,    11234.25,    10300.05,    10927.90,      360418755,        11781.11
2020-03-23,     9859.85,    10104.35,     8906.05,     8974.30,      211859039,         6517.38
2020-03-24,     9400.05,     9478.50,     8487.25,     9050.50,      279625553,         8480.93
2020-03-25,     8852.30,     9906.70,     8794.90,     9775.85,      274667755,         8251.08
2020-03-26,     9959.10,    10990.00,     9779.60,    10556.20,      317203372,        11007.60
2020-03-27,    11241.15,    11586.75,    10505.10,    10738.15,      357598614,        12333.81
2020-03-30,    10317.85,    10599.85,    10007.15,    10089.40,      233395487,         7859.19
2020-03-31,    10358.65,    10371.80,    10021.25,    10173.70,      211857127,         6941.47
2020-04-01,    10206.10,    10225.85,     9590.25,     9685.10,      181390330,         6267.30
2020-04-03,     9753.15,     9753.15,     9094.95,     9157.10,      239020764,         7209.82
2020-04-07,     9823.80,    10234.75,     9569.80,    10169.40,      317960569,        10278.32
2020-04-08,    10042.45,    10909.45,     9857.65,    10158.40,      372426487,        11998.75
2020-04-09,    10503.60,    10732.60,    10276.00,    10695.00,      279415322,         8869.92
2020-04-13,    10658.80,    10693.00,    10354.85,    10500.90,      207422922,         6577.38
2020-04-15,    10845.95,    10894.60,    10130.95,    10278.95,      277192358,         9692.39
2020-04-16,    10220.70,    10508.55,    10069.10,    10442.65,      251539282,         9134.27
2020-04-17,    11009.80,    11317.70,    10672.40,    11212.10,      324847018,        10641.24
2020-04-20,    11458.25,    11467.85,    11039.25,    11082.90,      269133739,         9792.58
2020-04-21,    10673.75,    10723.00,    10349.95,    10430.70,      215059293,         7100.31
2020-04-22,    10368.05,    10641.10,    10233.65,    10580.65,      243752658,         7777.23
2020-04-23,    10689.75,    10964.20,    10533.65,    10915.55,      239686473,         7913.73
2020-04-24,    10588.90,    10740.40,    10505.50,    10542.60,      209507838,         6733.63
2020-04-27,    10691.10,    10910.60,    10679.65,    10857.55,      230395176,         7213.77
2020-04-28,    11091.90,    11298.55,    10979.25,    11243.55,      290369741,         9327.43
2020-04-29,    11091.75,    11601.90,    11064.95,    11455.70,      299844010,        11091.73
2020-04-30,    11739.85,    11981.60,    11639.00,    11743.45,      339292572,         9688.92
2020-05-04,    11179.20,    11189.00,    10675.15,    10733.65,      228635342,         6456.15
2020-05-05,    10964.65,    11018.05,    10492.85,    10526.95,      246137257,         7346.27
2020-05-06,    10538.65,    10851.65,    10342.10,    10787.10,      272467522,         8375.79
2020-05-07,    10690.40,    10832.25,    10587.95,    10692.60,      226592190,         6877.79
2020-05-08,    10897.70,    10976.85,    10571.95,    10613.45,      241396654,         6919.30
2020-05-11,    10765.40,    10838.40,    10348.10,    10379.25,      252812903,         7582.08
2020-05-12,    10271.75,    10381.55,    10006.80,    10310.75,      279119222,         9094.23
2020-05-13,    10944.30,    11008.40,    10609.50,    10718.90,      344310985,        10285.03
2020-05-14,    10483.05,    10599.40,    10420.50,    10444.75,      240409314,         6820.51
2020-05-15,    10468.90,    10479.90,    10229.60,    10315.10,      162874486,         4862.88
2020-05-18,    10293.40,    10293.40,     9569.95,     9603.20,      294752011,         8558.89
2020-05-19,     9867.40,     9947.05,     9507.35,     9568.85,      275989542,         8213.45
2020-05-20,     9560.45,     9849.70,     9520.80,     9764.85,      215133088,         6373.69
2020-05-21,     9800.85,     9947.15,     9652.80,     9697.45,      207368631,         6542.37
2020-05-22,     9586.65,     9798.65,     9317.15,     9421.55,      319894771,         8421.24
2020-05-26,     9564.10,     9648.75,     9439.35,     9511.20,      238411818,         5959.20
2020-05-27,     9606.60,    10311.35,     9585.40,    10220.45,      381182654,        11317.54
2020-05-28,    10344.60,    10658.00,    10291.20,    10505.40,      392163277,        12854.26
2020-05-29,    10385.45,    10614.15,    10253.30,    10583.15,      455734640,         9786.60
2020-06-01,    10822.05,    11081.50,    10770.45,    10925.50,      315127415,         8182.14
2020-06-02,    11027.35,    11326.25,    10880.05,    11275.05,      293121271,         9845.93
2020-06-03,    11526.90,    11866.35,    11417.65,    11485.10,      349409537,        11687.20
2020-06-04,    11469.05,    11578.15,    11095.45,    11128.70,      305918072,         9683.58
2020-06-05,    11185.40,    11485.90,    11113.85,    11399.70,      263844388,         7635.84
2020-06-08,    11712.05,    11826.20,    11378.35,    11545.60,      419931504,        11194.46
2020-06-09,    11613.85,    11781.05,    11261.90,    11312.90,      410442689,        11910.18
2020-06-10,    11335.15,    11640.70,    11294.95,    11546.35,      388464494,        10401.17
2020-06-11,    11547.80,    11654.70,    11275.10,    11313.25,      505665226,        12758.97
2020-06-12,    10730.30,    11437.35,    10728.45,    11383.50,      411221330,        11964.64
2020-06-15,    11278.35,    11287.85,    10860.65,    10946.30,      300770931,         9213.34
2020-06-16,    11279.00,    11358.20,    10702.20,    11155.00,      379089374,        12373.89
2020-06-17,    11065.30,    11346.90,    10983.90,    11114.55,      293111723,         9413.19
2020-06-18,    11079.00,    11550.60,    11014.35,    11513.75,      232936883,         8175.12
2020-06-19,    11511.30,    11767.50,    11450.25,    11680.25,      360342013,        11504.19
2020-06-22,    11777.15,    12108.10,    11743.15,    11902.40,      432602524,        10119.51
2020-06-23,    11986.85,    12263.90,    11880.35,    12230.05,      317641941,         9028.72
2020-06-24,    12344.95,    12346.20,    11682.65,    11739.45,      415160013,        12199.97
2020-06-25,    11629.20,    11894.40,    11461.00,    11782.60,      396893239,        13772.46
2020-06-26,    11905.75,    11950.65,    11697.35,    11854.60,      253623212,         8673.18
2020-06-29,    11684.60,    11764.75,    11530.90,    11718.70,      215728946,         7435.80
2020-06-30,    11821.35,    11883.80,    11636.20,    11721.25,      203528097,         7242.85
2020-07-01,    11712.90,    12089.15,    11670.25,    12042.30,      240047766,         8903.18
2020-07-02,    12137.30,    12252.85,    12011.60,    12043.50,      274351500,         9796.15
2020-07-03,    12127.30,    12145.00,    11936.80,    11987.65,      173078970,         6188.12
2020-07-06,    12219.15,    12292.45,    12157.60,    12175.65,      187768347,         6846.57
2020-07-07,    12222.30,    12530.95,    12117.65,    12499.00,      334649378,        10370.18
2020-07-08,    12550.40,    12740.10,    12407.50,    12460.15,      357314007,        12784.66
2020-07-09,    12558.45,    12655.60,    12495.75,    12606.55,      194481701,         6947.44
2020-07-10,    12504.90,    12544.05,    12258.45,    12306.55,      209636547,         6243.59
2020-07-13,    12423.15,    12448.15,    12089.20,    12143.50,      173653523,         6078.40
2020-07-14,    12020.45,    12036.90,    11645.35,    11740.15,      220787356,         6747.07
2020-07-15,    11880.65,    12054.60,    11646.95,    11713.00,      248691172,         7455.59
2020-07-16,    11785.95,    11895.55,    11536.90,    11855.75,      263595905,         6834.57
2020-07-17,    11868.75,    12108.15,    11836.60,    12057.80,      210470129,         6377.98
2020-07-20,    12241.00,    12352.25,    12177.45,    12245.25,      253471708,         9095.25
2020-07-21,    12422.30,    12528.50,    12392.10,    12489.45,      209278446,         8425.35
2020-07-22,    12715.15,    12749.75,    12439.95,    12571.40,      297802045,         9937.40
2020-07-23,    12554.20,    12669.25,    12488.60,    12643.05,      196493536,         6490.12
2020-07-24,    12512.75,    12514.30,    12296.10,    12457.80,      333651598,         8539.16
2020-07-27,    12464.60,    12469.30,    11978.65,    12004.40,      242151884,         8263.26
2020-07-28,    12057.55,    12228.45,    11889.05,    12155.70,      284398951,        10345.61
2020-07-29,    12161.85,    12288.50,    12058.45,    12147.40,      268442912,         8527.52
2020-07-30,    12203.95,    12230.25,    11864.45,    11906.95,      201402902,         6564.88
2020-07-31,    11946.25,    11969.55,    11737.25,    11874.75,      189724173,         6312.43
2020-08-03,    11802.80,    11802.80,    11471.70,    11493.00,      303106056,         9557.34
2020-08-04,    11597.00,    11772.00,    11469.60,    11725.20,      208584360,         8142.24
2020-08-05,    11839.90,    11973.10,    11715.80,    11749.25,      227676460,         7317.33
2020-08-06,    11824.80,    11977.75,    11663.25,    11827.40,      281838607,         8260.71
2020-08-07,    11812.85,    11949.65,    11718.70,    11930.40,      280818345,         6624.05
2020-08-10,    11965.10,    12082.35,    11913.20,    11969.90,      167915050,         4816.59
2020-08-11,    12059.25,    12195.95,    12050.40,    12169.90,      282816560,         7071.27
2020-08-12,    12103.20,    12167.10,    12016.95,    12124.45,      217221827,         5592.58
2020-08-13,    12189.05,    12217.25,    12062.55,    12090.45,      174304297,         4876.06
2020-08-14,    12176.30,    12176.30,    11706.50,    11831.95,      206305071,         5878.61
2020-08-17,    11954.65,    11956.05,    11709.35,    11882.25,      164527566,         4930.58
2020-08-18,    11885.20,    12172.45,    11847.50,    12143.55,      209383209,         5725.17
2020-08-19,    12217.30,    12258.20,    12155.90,    12192.15,      199491679,         5335.57
2020-08-20,    12037.90,    12085.00,    11973.05,    12032.50,      215071145,         6275.70
2020-08-21,    12122.55,    12210.95,    12106.20,    12185.80,      193849122,         5818.54
2020-08-24,    12262.00,    12527.10,    12249.40,    12484.50,      218010247,         6656.01
2020-08-25,    12557.45,    12655.70,    12491.20,    12596.30,      254140362,         7862.80
2020-08-26,    12652.80,    12844.55,    12605.85,    12818.50,      236699999,         8076.10
2020-08-27,    12878.95,    13009.75,    12853.45,    12936.85,      278557459,         9688.58
2020-08-28,    12947.35,    13575.60,    12922.15,    13501.90,      540371683,        17121.63
2020-08-31,    13792.95,    13901.95,    12839.50,    13052.25,      471994423,        15681.65
2020-09-01,    13132.25,    13311.05,    12879.70,    13045.60,      328733252,         9757.43
2020-09-02,    13027.45,    13155.15,    12885.05,    13126.95,      185508430,         6084.76
