Date,Open,High,Low,Close,Adj Close,Volume
2018-03-26,0.227291,0.229743,0.203576,0.213217,0.213217,392938192
2018-03-27,0.212319,0.212778,0.201444,0.204229,0.204229,339980382
2018-03-28,0.203543,0.211457,0.202204,0.204612,0.204612,320031133
2018-03-29,0.206568,0.207009,0.179547,0.184041,0.184041,366605111
2018-03-30,0.183055,0.188159,0.172379,0.179904,0.179904,350190228
2018-03-31,0.179151,0.188603,0.175734,0.183570,0.183570,228211201
2018-04-01,0.183502,0.186806,0.168974,0.177013,0.177013,219669420
2018-04-02,0.177823,0.183202,0.176054,0.182155,0.182155,327814080
2018-04-03,0.181952,0.194502,0.181030,0.193642,0.193642,430109019
2018-04-04,0.193822,0.195387,0.176744,0.180179,0.180179,346679460
2018-04-05,0.181129,0.181420,0.172297,0.176056,0.176056,313315252
2018-04-06,0.176143,0.177577,0.169927,0.173337,0.173337,184910987
2018-04-07,0.174111,0.185976,0.173240,0.181886,0.181886,196981562
2018-04-08,0.180889,0.188726,0.180889,0.184551,0.184551,239112046
2018-04-09,0.185362,0.190293,0.176911,0.179439,0.179439,313529887
2018-04-10,0.179194,0.199536,0.177940,0.197585,0.197585,663173774
2018-04-11,0.197333,0.228317,0.195689,0.221633,0.221633,1650455562
2018-04-12,0.220166,0.247944,0.212662,0.247944,0.247944,905936256
2018-04-13,0.246877,0.280207,0.244606,0.260666,0.260666,1184313600
2018-04-14,0.258243,0.275253,0.256059,0.270819,0.270819,886479975
2018-04-15,0.269815,0.301088,0.269815,0.298271,0.298271,774354375
2018-04-16,0.299353,0.321010,0.287335,0.300103,0.300103,1457964396
2018-04-17,0.300325,0.319637,0.295573,0.311508,0.311508,1125550965
2018-04-18,0.309461,0.359309,0.309178,0.355627,0.355627,1427234342
2018-04-19,0.354609,0.383559,0.350058,0.383559,0.383559,1779043250
2018-04-20,0.384254,0.392398,0.376821,0.390093,0.390093,1529928340
2018-04-21,0.389117,0.389699,0.343825,0.358357,0.358357,1655470020
2018-04-22,0.360276,0.382156,0.352690,0.366665,0.366665,1221846780
2018-04-23,0.367109,0.379609,0.358668,0.364646,0.364646,2233495476
2018-04-24,0.365106,0.392267,0.364671,0.385130,0.385130,2432696800
2018-04-25,0.390339,0.392997,0.331321,0.340781,0.340781,2560645700
2018-04-26,0.343137,0.379186,0.327572,0.375858,0.375858,2762761160
2018-04-27,0.372924,0.383118,0.352765,0.361128,0.361128,2595778378
2018-04-28,0.357291,0.374477,0.353990,0.356846,0.356846,2392404726
2018-04-29,0.364361,0.370217,0.347864,0.363629,0.363629,2523439918
2018-04-30,0.360028,0.368646,0.341313,0.346233,0.346233,2419564110
2018-05-01,0.350313,0.350313,0.325541,0.343586,0.343586,778604425
2018-05-02,0.341589,0.361088,0.336708,0.351596,0.351596,3331226112
2018-05-03,0.355697,0.376857,0.347518,0.376028,0.376028,3365323434
2018-05-04,0.368812,0.370284,0.347792,0.351991,0.351991,964348902
2018-05-05,0.351873,0.357224,0.335784,0.346106,0.346106,2026734798
2018-05-06,0.347548,0.351373,0.315689,0.332016,0.332016,2234587389
2018-05-07,0.331773,0.336895,0.310713,0.323394,0.323394,1738096395
2018-05-08,0.324451,0.359530,0.321290,0.356155,0.356155,2730732316
2018-05-09,0.354151,0.357530,0.313581,0.342958,0.342958,2260253093
2018-05-10,0.324913,0.356111,0.304648,0.327452,0.327452,2345230340
2018-05-11,0.338620,0.338620,0.269162,0.293927,0.293927,1858804892
2018-05-12,0.299870,0.314597,0.264001,0.301466,0.301466,1849815066
2018-05-13,0.290233,0.311465,0.267225,0.291714,0.291714,1335905665
2018-05-14,0.303210,0.307201,0.284343,0.301270,0.301270,837599735
2018-05-15,0.300144,0.325897,0.298428,0.307339,0.307339,1434704583
2018-05-16,0.304566,0.309738,0.289952,0.297195,0.297195,651380165
2018-05-17,0.296051,0.303592,0.282762,0.283798,0.283798,1173196640
2018-05-18,0.270778,0.297221,0.254423,0.273102,0.273102,926091670
2018-05-19,0.286669,0.301048,0.272268,0.291365,0.291365,1020278089
2018-05-20,0.288953,0.304302,0.265615,0.300680,0.300680,1081634552
2018-05-21,0.298935,0.301051,0.268755,0.290893,0.290893,1256935995
2018-05-22,0.286864,0.291557,0.259986,0.261911,0.261911,694089657
2018-05-23,0.262387,0.291530,0.234817,0.245277,0.245277,1017757521
2018-05-24,0.245245,0.253659,0.221907,0.238854,0.238854,714013252
2018-05-25,0.237155,0.244466,0.230372,0.238016,0.238016,718859128
2018-05-26,0.240473,0.241745,0.234278,0.234521,0.234521,430333392
2018-05-27,0.234621,0.235679,0.230361,0.231899,0.231899,236707545
2018-05-28,0.232543,0.233464,0.216863,0.217387,0.217387,505651206
2018-05-29,0.217416,0.233768,0.215279,0.233103,0.233103,627057827
2018-05-30,0.233820,0.237436,0.224056,0.226129,0.226129,503291451
2018-05-31,0.231211,0.236571,0.223696,0.229098,0.229098,604830214
2018-06-01,0.231072,0.232578,0.223851,0.229321,0.229321,364209892
2018-06-02,0.228989,0.240117,0.227733,0.238344,0.238344,396479645
2018-06-03,0.239572,0.251221,0.237465,0.247213,0.247213,1311007698
2018-06-04,0.247262,0.251872,0.235625,0.236870,0.236870,1486197132
2018-06-05,0.237237,0.249825,0.236185,0.245142,0.245142,1262613673
2018-06-06,0.245223,0.254131,0.238958,0.253073,0.253073,1421721371
2018-06-07,0.250484,0.257216,0.247769,0.251561,0.251561,411923635
2018-06-08,0.252492,0.255060,0.245230,0.247031,0.247031,467315373
2018-06-09,0.247006,0.250573,0.242624,0.242624,0.242624,315514883
2018-06-10,0.242736,0.242736,0.212784,0.214875,0.214875,502317066
2018-06-11,0.214718,0.219078,0.209451,0.218197,0.218197,326654736
2018-06-12,0.218416,0.220577,0.207481,0.208444,0.208444,335033618
2018-06-13,0.208604,0.210216,0.187910,0.190529,0.190529,749106236
2018-06-14,0.190442,0.204135,0.190163,0.199252,0.199252,667993478
2018-06-15,0.199856,0.202779,0.193105,0.197427,0.197427,825207708
2018-06-16,0.196795,0.201144,0.192558,0.197006,0.197006,452049213
2018-06-17,0.197793,0.200422,0.195494,0.195494,0.195494,425591470
2018-06-18,0.198418,0.209761,0.192636,0.205961,0.205961,554003666
2018-06-19,0.205939,0.209983,0.201054,0.207193,0.207193,304658742
2018-06-20,0.207300,0.207338,0.200478,0.205547,0.205547,220868524
2018-06-21,0.205591,0.206247,0.201654,0.202989,0.202989,268498880
2018-06-22,0.202653,0.204098,0.176418,0.181018,0.181018,630549691
2018-06-23,0.181223,0.184194,0.175429,0.179207,0.179207,674422538
2018-06-24,0.178811,0.183949,0.158180,0.170317,0.170317,670429656
2018-06-25,0.168968,0.174839,0.162914,0.169278,0.169278,387795864
2018-06-26,0.170335,0.175702,0.167408,0.169391,0.169391,278236821
2018-06-27,0.169801,0.171771,0.160305,0.167272,0.167272,395678029
2018-06-28,0.165092,0.172197,0.160608,0.162227,0.162227,253160181
2018-06-29,0.165795,0.170857,0.157325,0.166140,0.166140,262326411
2018-06-30,0.166644,0.173960,0.165696,0.171072,0.171072,419112505
2018-07-01,0.171689,0.174795,0.168143,0.170385,0.170385,577377803
2018-07-02,0.170195,0.186978,0.166737,0.185733,0.185733,399397488
2018-07-03,0.185443,0.190443,0.179460,0.180823,0.180823,386837820
2018-07-04,0.180754,0.187113,0.177213,0.184087,0.184087,328406338
2018-07-05,0.184027,0.185120,0.177578,0.178995,0.178995,261173635
2018-07-06,0.179722,0.180357,0.175701,0.178645,0.178645,296320912
2018-07-07,0.178939,0.182072,0.175249,0.181951,0.181951,289325328
2018-07-08,0.181785,0.183793,0.177000,0.179608,0.179608,344330240
2018-07-09,0.179696,0.181913,0.178511,0.178753,0.178753,290674856
2018-07-10,0.178949,0.180069,0.154129,0.165789,0.165789,463477437
2018-07-11,0.165403,0.170099,0.161693,0.166662,0.166662,672724971
2018-07-12,0.164576,0.166670,0.153759,0.157921,0.157921,289040384
2018-07-13,0.157993,0.161513,0.151169,0.159753,0.159753,424083916
2018-07-14,0.157769,0.163310,0.149809,0.161768,0.161768,286284775
2018-07-15,0.162329,0.165385,0.158876,0.163018,0.163018,265046711
2018-07-16,0.162071,0.196637,0.162071,0.195647,0.195647,1067592748
2018-07-17,0.192739,0.223133,0.191432,0.220850,0.220850,1055665864
2018-07-18,0.220474,0.296021,0.218172,0.254746,0.254746,2695482806
2018-07-19,0.252717,0.272924,0.238888,0.265265,0.265265,1749375896
2018-07-20,0.264245,0.264753,0.226385,0.234369,0.234369,1238370267
2018-07-21,0.237103,0.242693,0.221088,0.224749,0.224749,917057517
2018-07-22,0.229515,0.246213,0.225274,0.237677,0.237677,780552864
2018-07-23,0.238386,0.250027,0.235372,0.236190,0.236190,576384929
2018-07-24,0.237214,0.252864,0.233344,0.249538,0.249538,746585227
2018-07-25,0.247672,0.252362,0.227692,0.243473,0.243473,906867610
2018-07-26,0.242601,0.250519,0.230285,0.232959,0.232959,474848875
2018-07-27,0.232612,0.237438,0.225279,0.234450,0.234450,349197324
2018-07-28,0.233816,0.238067,0.232455,0.233235,0.233235,229225528
2018-07-29,0.234172,0.238504,0.225446,0.226874,0.226874,404090358
2018-07-30,0.227253,0.229942,0.207916,0.224503,0.224503,942028920
2018-07-31,0.228083,0.228083,0.195681,0.201566,0.201566,975658920
2018-08-01,0.206575,0.215920,0.193967,0.215920,0.215920,1013461698
2018-08-02,0.210516,0.216189,0.200870,0.202150,0.202150,476376509
2018-08-03,0.203076,0.203526,0.195229,0.199983,0.199983,654347953
2018-08-04,0.198486,0.203239,0.187565,0.188157,0.188157,546956739
2018-08-05,0.190718,0.199812,0.187330,0.194460,0.194460,780273068
2018-08-06,0.196858,0.199392,0.188508,0.191231,0.191231,390061183
2018-08-07,0.190913,0.194317,0.182499,0.183287,0.183287,392885182
2018-08-08,0.183149,0.183149,0.164452,0.165757,0.165757,334946096
2018-08-09,0.165326,0.178263,0.163574,0.175686,0.175686,506963187
2018-08-10,0.175619,0.179747,0.162925,0.164776,0.164776,323297282
2018-08-11,0.163977,0.169464,0.161516,0.165572,0.165572,350201007
2018-08-12,0.165017,0.168059,0.162577,0.165612,0.165612,236546957
2018-08-13,0.165801,0.171129,0.159986,0.163233,0.163233,348751016
2018-08-14,0.162464,0.162756,0.150065,0.158104,0.158104,525492380
2018-08-15,0.157793,0.168657,0.157267,0.161035,0.161035,376104946
2018-08-16,0.160728,0.166104,0.156419,0.160600,0.160600,410694730
2018-08-17,0.162289,0.173704,0.160104,0.172058,0.172058,366846855
2018-08-18,0.173619,0.175123,0.165939,0.167811,0.167811,472332305
2018-08-19,0.169147,0.173359,0.165831,0.173359,0.173359,186796859
2018-08-20,0.172732,0.174200,0.164746,0.165353,0.165353,169227817
2018-08-21,0.165065,0.169777,0.164321,0.169349,0.169349,149071775
2018-08-22,0.169231,0.175836,0.161539,0.161694,0.161694,416527675
2018-08-23,0.161715,0.168060,0.161592,0.167211,0.167211,181997826
2018-08-24,0.167578,0.170406,0.165023,0.169731,0.169731,227503624
2018-08-25,0.169538,0.170653,0.164782,0.165816,0.165816,281850650
2018-08-26,0.165649,0.168825,0.160043,0.168217,0.168217,203739611
2018-08-27,0.168173,0.173140,0.166971,0.172723,0.172723,253885186
2018-08-28,0.173623,0.183543,0.171816,0.182712,0.182712,365551591
2018-08-29,0.182698,0.184770,0.177340,0.183769,0.183769,323619852
2018-08-30,0.183212,0.231072,0.183107,0.226826,0.226826,2402860950
2018-08-31,0.227471,0.344258,0.227267,0.340363,0.340363,5477685500
2018-09-01,0.336616,0.479436,0.307915,0.445718,0.445718,13761646000
2018-09-02,0.448001,0.465328,0.322897,0.354935,0.354935,9899459000
2018-09-03,0.356833,0.394081,0.353914,0.375026,0.375026,4070278148
2018-09-04,0.375908,0.381039,0.361851,0.377131,0.377131,2325999258
2018-09-05,0.376448,0.387022,0.345075,0.353779,0.353779,3625958000
2018-09-06,0.353411,0.366284,0.334744,0.360393,0.360393,2336704722
2018-09-07,0.359445,0.390622,0.359445,0.380956,0.380956,2700270286
2018-09-08,0.380270,0.420494,0.380270,0.408552,0.408552,3463262974
2018-09-09,0.409865,0.419418,0.409302,0.418400,0.418400,2338018160
2018-09-10,0.419173,0.502305,0.419173,0.499354,0.499354,5570796420
2018-09-11,0.502176,0.502176,0.431304,0.459667,0.459667,6528195027
2018-09-12,0.459419,0.465849,0.449796,0.465756,0.465756,4316308815
2018-09-13,0.466683,0.476853,0.461647,0.472081,0.472081,3297715043
2018-09-14,0.472373,0.479533,0.436733,0.444144,0.444144,3012071700
2018-09-15,0.444673,0.450383,0.440871,0.443098,0.443098,1218656468
2018-09-16,0.444928,0.469383,0.441349,0.469383,0.469383,1552291382
2018-09-17,0.470031,0.470528,0.446495,0.452783,0.452783,1913769327
2018-09-18,0.451900,0.455000,0.420849,0.434799,0.434799,2885426650
2018-09-19,0.435046,0.438417,0.387814,0.405810,0.405810,2795987455
2018-09-20,0.405556,0.426897,0.405556,0.408473,0.408473,1818556483
2018-09-21,0.408489,0.430541,0.400679,0.410457,0.410457,1613665878
2018-09-22,0.410352,0.420173,0.404785,0.415938,0.415938,1077587741
2018-09-23,0.416439,0.426686,0.414312,0.426279,0.426279,899025784
2018-09-24,0.426524,0.438230,0.411154,0.412689,0.412689,1253439616
2018-09-25,0.412897,0.420778,0.407184,0.413212,0.413212,1279038356
2018-09-26,0.413696,0.417724,0.411516,0.412380,0.412380,845355440
2018-09-27,0.412883,0.428803,0.413694,0.426897,0.426897,1096225625
2018-09-28,0.425829,0.432758,0.419269,0.422801,0.422801,1048682889
2018-09-29,0.422909,0.427631,0.417989,0.425268,0.425268,1133177364
2018-09-30,0.425461,0.428451,0.422559,0.428250,0.428250,971442935
2018-10-01,0.427916,0.438480,0.428856,0.435930,0.435930,1474409261
2018-10-02,0.434869,0.437969,0.422116,0.426997,0.426997,1125989875
2018-10-03,0.426242,0.424818,0.413516,0.421306,0.421306,1176885794
2018-10-04,0.421873,0.422986,0.410536,0.415664,0.415664,1069811319
2018-10-05,0.415780,0.422590,0.416800,0.420066,0.420066,931155418
2018-10-06,0.421338,0.425597,0.404451,0.410828,0.410828,967281979
2018-10-07,0.411875,0.411242,0.406557,0.410993,0.410993,573066069
2018-10-08,0.411803,0.418593,0.409359,0.412146,0.412146,899717486
2018-10-09,0.413285,0.419138,0.413690,0.418914,0.418914,668777752
2018-10-10,0.418412,0.419794,0.410628,0.412217,0.412217,762874746
2018-10-11,0.411890,0.411835,0.362857,0.371090,0.371090,1393000330
2018-10-12,0.369743,0.389829,0.367039,0.386627,0.386627,710008801
2018-10-13,0.386463,0.387997,0.379999,0.381825,0.381825,596497732
2018-10-14,0.381257,0.384376,0.378637,0.380092,0.380092,584388130
2018-10-15,0.379732,0.403769,0.377121,0.384926,0.384926,1370644840
2018-10-16,0.385224,0.385168,0.364805,0.368601,0.368601,866496167
2018-10-17,0.368041,0.369112,0.330292,0.338207,0.338207,1775597568
2018-10-18,0.338647,0.348037,0.318802,0.322459,0.322459,1679371993
2018-10-19,0.322681,0.335252,0.313542,0.328441,0.328441,1269232175
2018-10-20,0.330689,0.334427,0.325965,0.334409,0.334409,556545381
2018-10-21,0.334486,0.337673,0.330811,0.331913,0.331913,552612826
2018-10-22,0.331193,0.332720,0.320474,0.321634,0.321634,781148740
2018-10-23,0.322189,0.323620,0.304166,0.305495,0.305495,945643074
2018-10-24,0.304792,0.306143,0.282328,0.286429,0.286429,1305868226
2018-10-25,0.286486,0.287063,0.269188,0.272202,0.272202,903375061
2018-10-26,0.271177,0.292679,0.271139,0.291364,0.291364,1185714552
2018-10-27,0.293329,0.311186,0.293329,0.306786,0.306786,1703050161
2018-10-28,0.306297,0.306297,0.295063,0.297147,0.297147,855291892
2018-10-29,0.296034,0.298484,0.281437,0.283213,0.283213,1034382807
2018-10-30,0.283885,0.287338,0.281125,0.283618,0.283618,871316777
2018-10-31,0.282519,0.285294,0.273111,0.278845,0.278845,1057453343
2018-11-01,0.278511,0.291806,0.275229,0.276911,0.276911,735694617
2018-11-02,0.277028,0.278852,0.271257,0.275140,0.275140,825649678
2018-11-03,0.275325,0.276066,0.272008,0.272225,0.272225,569845129
2018-11-04,0.273335,0.276225,0.268113,0.268113,0.268113,655917225
2018-11-05,0.267271,0.272890,0.263610,0.263933,0.263933,848534767
2018-11-06,0.264668,0.272734,0.264245,0.270132,0.270132,1136740322
2018-11-07,0.270289,0.271525,0.262580,0.263297,0.263297,767541610
2018-11-08,0.263264,0.264921,0.245554,0.246713,0.246713,986758567
2018-11-09,0.245598,0.245951,0.224232,0.227592,0.227592,1351317098
2018-11-10,0.227237,0.242622,0.224134,0.238064,0.238064,1159455294
2018-11-11,0.237585,0.238150,0.227970,0.229364,0.229364,594964006
2018-11-12,0.229560,0.230015,0.221631,0.223485,0.223485,758549107
2018-11-13,0.223599,0.225104,0.212899,0.213730,0.213730,530430791
2018-11-14,0.213883,0.214341,0.188527,0.195094,0.195094,1111604336
2018-11-15,0.195647,0.202445,0.181127,0.201351,0.201351,1637676285
2018-11-16,0.201555,0.202253,0.191513,0.197122,0.197122,1777316494
2018-11-17,0.197124,0.198913,0.183961,0.186790,0.186790,1334045943
2018-11-18,0.186907,0.189842,0.184875,0.189743,0.189743,829575807
2018-11-19,0.189610,0.195548,0.172920,0.173347,0.173347,1181695005
2018-11-20,0.173119,0.174501,0.156003,0.161026,0.161026,1470555059
2018-11-21,0.161848,0.178092,0.155251,0.174242,0.174242,2019084944
2018-11-22,0.174672,0.176407,0.165619,0.170877,0.170877,939702236
2018-11-23,0.170583,0.171342,0.161551,0.166844,0.166844,800197897
2018-11-24,0.167076,0.168946,0.154816,0.156967,0.156967,798786204
2018-11-25,0.157412,0.159700,0.146345,0.156829,0.156829,833200671
2018-11-26,0.156709,0.159320,0.144307,0.148617,0.148617,849224796
2018-11-27,0.148399,0.149264,0.141895,0.147949,0.147949,832170156
