Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2018-05-22,-0,-0,-0,     4607.45,-0,-0
2018-05-23,-0,-0,-0,     4467.60,-0,-0
2018-05-24,-0,-0,-0,     4419.52,-0,-0
2018-05-25,-0,-0,-0,     4525.22,-0,-0
2018-05-28,-0,-0,-0,     4616.49,-0,-0
2018-05-29,-0,-0,-0,     4628.85,-0,-0
2018-05-30,-0,-0,-0,     4598.65,-0,-0
2018-05-31,-0,-0,-0,     4654.13,-0,-0
2018-06-01,-0,-0,-0,     4637.65,-0,-0
2018-06-04,-0,-0,-0,     4645.22,-0,-0
2018-06-05,-0,-0,-0,     4647.24,-0,-0
2018-06-06,-0,-0,-0,     4661.01,-0,-0
2018-06-07,-0,-0,-0,     4723.66,-0,-0
