Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2018-06-08,-0,-0,-0,     4762.64,-0,-0
2018-06-11,-0,-0,-0,     4749.80,-0,-0
2018-06-12,-0,-0,-0,     4775.47,-0,-0
2018-06-13,-0,-0,-0,     4779.07,-0,-0
2018-06-14,-0,-0,-0,     4759.28,-0,-0
2018-06-15,-0,-0,-0,     4726.64,-0,-0
2018-06-18,-0,-0,-0,     4768.36,-0,-0
2018-06-19,-0,-0,-0,     4697.89,-0,-0
2018-06-20,-0,-0,-0,     4712.58,-0,-0
2018-06-21,-0,-0,-0,     4749.79,-0,-0
2018-06-22,-0,-0,-0,     4716.20,-0,-0
2018-06-25,-0,-0,-0,     4650.17,-0,-0
2018-06-26,-0,-0,-0,     4623.83,-0,-0
2018-06-27,-0,-0,-0,     4475.18,-0,-0
2018-06-28,-0,-0,-0,     4368.54,-0,-0
2018-06-29,-0,-0,-0,     4490.46,-0,-0
2018-07-02,-0,-0,-0,     4441.79,-0,-0
2018-07-03,-0,-0,-0,     4482.34,-0,-0
2018-07-04,-0,-0,-0,     4499.50,-0,-0
2018-07-05,-0,-0,-0,     4463.71,-0,-0
2018-07-06,-0,-0,-0,     4500.10,-0,-0
2018-07-09,-0,-0,-0,     4559.42,-0,-0
2018-07-10,-0,-0,-0,     4619.92,-0,-0
2018-07-11,-0,-0,-0,     4613.27,-0,-0
2018-07-12,-0,-0,-0,     4706.89,-0,-0
2018-07-13,-0,-0,-0,     4716.17,-0,-0
2018-07-16,-0,-0,-0,     4653.63,-0,-0
2018-07-17,-0,-0,-0,     4754.39,-0,-0
2018-07-18,-0,-0,-0,     4795.56,-0,-0
2018-07-19,-0,-0,-0,     4810.80,-0,-0
2018-07-20,-0,-0,-0,     4802.84,-0,-0
2018-07-23,-0,-0,-0,     4801.38,-0,-0
2018-07-24,-0,-0,-0,     4832.65,-0,-0
2018-07-25,-0,-0,-0,     4844.65,-0,-0
2018-07-26,-0,-0,-0,     4845.22,-0,-0
2018-07-27,-0,-0,-0,     4927.67,-0,-0
2018-07-30,-0,-0,-0,     4975.20,-0,-0
2018-07-31,-0,-0,-0,     5020.23,-0,-0
2018-08-01,-0,-0,-0,     5065.82,-0,-0
2018-08-02,-0,-0,-0,     5044.03,-0,-0
2018-08-03,-0,-0,-0,     5063.72,-0,-0
2018-08-06,-0,-0,-0,     5076.08,-0,-0
2018-08-07,-0,-0,-0,     5035.58,-0,-0
2018-08-08,-0,-0,-0,     5086.29,-0,-0
2018-08-09,-0,-0,-0,     5071.50,-0,-0
2018-08-10,-0,-0,-0,     5053.17,-0,-0
2018-08-13,-0,-0,-0,     4963.42,-0,-0
2018-08-14,-0,-0,-0,     4994.16,-0,-0
2018-08-16,-0,-0,-0,     4968.38,-0,-0
2018-08-17,-0,-0,-0,     4962.36,-0,-0
2018-08-20,-0,-0,-0,     5034.18,-0,-0
2018-08-21,-0,-0,-0,     5047.18,-0,-0
2018-08-23,-0,-0,-0,     5060.61,-0,-0
2018-08-24,-0,-0,-0,     5082.29,-0,-0
2018-08-27,-0,-0,-0,     5134.19,-0,-0
2018-08-28,-0,-0,-0,     5126.42,-0,-0
2018-08-29,-0,-0,-0,     5115.83,-0,-0
2018-08-30,-0,-0,-0,     5101.16,-0,-0
2018-08-31,-0,-0,-0,     5067.92,-0,-0
2018-09-03,-0,-0,-0,     5023.10,-0,-0
2018-09-04,-0,-0,-0,     4974.42,-0,-0
2018-09-05,-0,-0,-0,     4942.96,-0,-0
2018-09-06,-0,-0,-0,     5021.48,-0,-0
2018-09-07,-0,-0,-0,     5059.55,-0,-0
2018-09-10,-0,-0,-0,     4974.99,-0,-0
2018-09-11,-0,-0,-0,     4915.00,-0,-0
2018-09-12,-0,-0,-0,     4926.48,-0,-0
2018-09-14,-0,-0,-0,     5009.98,-0,-0
2018-09-17,-0,-0,-0,     4983.88,-0,-0
2018-09-18,-0,-0,-0,     4934.64,-0,-0
2018-09-19,-0,-0,-0,     4965.89,-0,-0
2018-09-21,-0,-0,-0,     5035.73,-0,-0
2018-09-24,-0,-0,-0,     5003.37,-0,-0
2018-09-25,-0,-0,-0,     4983.22,-0,-0
2018-09-26,-0,-0,-0,     5027.51,-0,-0
2018-09-27,-0,-0,-0,     5006.99,-0,-0
2018-09-28,-0,-0,-0,     5011.50,-0,-0
2018-10-01,-0,-0,-0,     4976.28,-0,-0
2018-10-03,-0,-0,-0,     4983.04,-0,-0
2018-10-04,-0,-0,-0,     4638.75,-0,-0
2018-10-05,-0,-0,-0,     4138.44,-0,-0
2018-10-08,-0,-0,-0,     4283.41,-0,-0
2018-10-09,-0,-0,-0,     4202.19,-0,-0
2018-10-10,-0,-0,-0,     4271.32,-0,-0
2018-10-11,-0,-0,-0,     4359.48,-0,-0
2018-10-12,-0,-0,-0,     4499.69,-0,-0
2018-10-15,-0,-0,-0,     4527.72,-0,-0
2018-10-16,-0,-0,-0,     4609.67,-0,-0
2018-10-17,-0,-0,-0,     4511.48,-0,-0
2018-10-19,-0,-0,-0,     4450.93,-0,-0
2018-10-22,-0,-0,-0,     4340.08,-0,-0
2018-10-23,-0,-0,-0,     4321.74,-0,-0
2018-10-24,-0,-0,-0,     4392.63,-0,-0
2018-10-25,-0,-0,-0,     4360.66,-0,-0
2018-10-26,-0,-0,-0,     4356.62,-0,-0
2018-10-29,-0,-0,-0,     4469.66,-0,-0
2018-10-30,-0,-0,-0,     4385.60,-0,-0
2018-10-31,-0,-0,-0,     4455.51,-0,-0
2018-11-01,-0,-0,-0,     4475.66,-0,-0
2018-11-02,-0,-0,-0,     4578.94,-0,-0
2018-11-05,-0,-0,-0,     4537.54,-0,-0
2018-11-06,-0,-0,-0,     4528.72,-0,-0
2018-11-07,-0,-0,-0,     4562.64,-0,-0
2018-11-09,-0,-0,-0,     4570.97,-0,-0
2018-11-12,-0,-0,-0,     4487.77,-0,-0
2018-11-13,-0,-0,-0,     4564.73,-0,-0
2018-11-14,-0,-0,-0,     4606.00,-0,-0
2018-11-15,-0,-0,-0,     4596.88,-0,-0
2018-11-16,-0,-0,-0,     4599.31,-0,-0
2018-11-19,-0,-0,-0,     4609.43,-0,-0
2018-11-20,-0,-0,-0,     4589.52,-0,-0
2018-11-21,-0,-0,-0,     4568.82,-0,-0
2018-11-22,-0,-0,-0,     4525.49,-0,-0
2018-11-26,-0,-0,-0,     4525.25,-0,-0
2018-11-27,-0,-0,-0,     4571.77,-0,-0
2018-11-28,-0,-0,-0,     4536.72,-0,-0
2018-11-29,-0,-0,-0,     4562.58,-0,-0
2018-11-30,-0,-0,-0,     4535.04,-0,-0
2018-12-03,-0,-0,-0,     4533.53,-0,-0
2018-12-04,-0,-0,-0,     4562.98,-0,-0
2018-12-05,-0,-0,-0,     4529.45,-0,-0
2018-12-06,-0,-0,-0,     4446.03,-0,-0
2018-12-07,-0,-0,-0,     4427.35,-0,-0
2018-12-10,-0,-0,-0,     4370.18,-0,-0
2018-12-11,-0,-0,-0,     4365.04,-0,-0
2018-12-12,-0,-0,-0,     4442.40,-0,-0
2018-12-13,-0,-0,-0,     4468.21,-0,-0
2018-12-14,-0,-0,-0,     4531.10,-0,-0
2018-12-17,-0,-0,-0,     4587.59,-0,-0
2018-12-18,-0,-0,-0,     4608.34,-0,-0
2018-12-19,-0,-0,-0,     4646.22,-0,-0
2018-12-20,-0,-0,-0,     4654.42,-0,-0
2018-12-21,-0,-0,-0,     4583.07,-0,-0
2018-12-24,-0,-0,-0,     4536.03,-0,-0
2018-12-26,-0,-0,-0,     4554.65,-0,-0
2018-12-27,-0,-0,-0,     4602.48,-0,-0
2018-12-28,-0,-0,-0,     4634.49,-0,-0
2018-12-31,-0,-0,-0,     4626.10,-0,-0
2019-01-01,-0,-0,-0,     4640.35,-0,-0
2019-01-02,-0,-0,-0,     4582.73,-0,-0
2019-01-03,-0,-0,-0,     4507.21,-0,-0
2019-01-04,-0,-0,-0,     4542.66,-0,-0
2019-01-07,-0,-0,-0,     4558.04,-0,-0
2019-01-08,-0,-0,-0,     4549.85,-0,-0
2019-01-09,-0,-0,-0,     4490.01,-0,-0
2019-01-10,-0,-0,-0,     4459.22,-0,-0
2019-01-11,-0,-0,-0,     4459.08,-0,-0
2019-01-14,-0,-0,-0,     4438.47,-0,-0
2019-01-15,-0,-0,-0,     4523.94,-0,-0
2019-01-16,-0,-0,-0,     4557.38,-0,-0
2019-01-17,-0,-0,-0,     4580.16,-0,-0
2019-01-18,-0,-0,-0,     4632.42,-0,-0
2019-01-21,-0,-0,-0,     4691.62,-0,-0
2019-01-22,-0,-0,-0,     4702.62,-0,-0
2019-01-23,-0,-0,-0,     4696.13,-0,-0
2019-01-24,-0,-0,-0,     4712.88,-0,-0
2019-01-25,-0,-0,-0,     4717.36,-0,-0
2019-01-28,-0,-0,-0,     4664.80,-0,-0
2019-01-29,-0,-0,-0,     4615.35,-0,-0
2019-01-30,-0,-0,-0,     4576.03,-0,-0
2019-01-31,-0,-0,-0,     4654.59,-0,-0
2019-02-01,-0,-0,-0,     4686.08,-0,-0
2019-02-04,-0,-0,-0,     4725.05,-0,-0
2019-02-05,-0,-0,-0,     4717.17,-0,-0
2019-02-06,-0,-0,-0,     4790.46,-0,-0
2019-02-07,-0,-0,-0,     4779.43,-0,-0
2019-02-08,-0,-0,-0,     4705.79,-0,-0
2019-02-11,-0,-0,-0,     4628.37,-0,-0
2019-02-12,-0,-0,-0,     4630.40,-0,-0
2019-02-13,-0,-0,-0,     4544.73,-0,-0
2019-02-14,-0,-0,-0,     4454.76,-0,-0
2019-02-15,-0,-0,-0,     4513.94,-0,-0
2019-02-18,-0,-0,-0,     4486.14,-0,-0
2019-02-19,-0,-0,-0,     4505.13,-0,-0
2019-02-20,-0,-0,-0,     4594.00,-0,-0
2019-02-21,-0,-0,-0,     4635.49,-0,-0
2019-02-22,-0,-0,-0,     4666.70,-0,-0
2019-02-25,-0,-0,-0,     4658.70,-0,-0
2019-02-26,-0,-0,-0,     4663.59,-0,-0
2019-02-27,-0,-0,-0,     4658.92,-0,-0
2019-02-28,-0,-0,-0,     4707.88,-0,-0
2019-03-01,-0,-0,-0,     4747.85,-0,-0
2019-03-05,-0,-0,-0,     4860.52,-0,-0
2019-03-06,-0,-0,-0,     4914.33,-0,-0
2019-03-07,-0,-0,-0,     4889.24,-0,-0
2019-03-08,-0,-0,-0,     4883.88,-0,-0
2019-03-11,-0,-0,-0,     5020.91,-0,-0
2019-03-12,-0,-0,-0,     5068.01,-0,-0
2019-03-13,-0,-0,-0,     5060.18,-0,-0
2019-03-14,-0,-0,-0,     5067.14,-0,-0
2019-03-15,-0,-0,-0,     5106.79,-0,-0
2019-03-18,-0,-0,-0,     5181.20,-0,-0
2019-03-19,-0,-0,-0,     5246.77,-0,-0
2019-03-20,-0,-0,-0,     5154.86,-0,-0
2019-03-22,-0,-0,-0,     5077.39,-0,-0
2019-03-25,-0,-0,-0,     5121.86,-0,-0
2019-03-26,-0,-0,-0,     5199.77,-0,-0
2019-03-27,-0,-0,-0,     5153.33,-0,-0
2019-03-28,-0,-0,-0,     5178.53,-0,-0
2019-03-29,-0,-0,-0,     5231.28,-0,-0
2019-04-01,-0,-0,-0,     5233.71,-0,-0
2019-04-02,-0,-0,-0,     5209.16,-0,-0
2019-04-03,-0,-0,-0,     5109.58,-0,-0
2019-04-04,-0,-0,-0,     5057.90,-0,-0
2019-04-05,-0,-0,-0,     5101.49,-0,-0
2019-04-08,-0,-0,-0,     5024.98,-0,-0
2019-04-09,-0,-0,-0,     5052.82,-0,-0
2019-04-10,-0,-0,-0,     5042.18,-0,-0
2019-04-11,-0,-0,-0,     5090.08,-0,-0
2019-04-12,-0,-0,-0,     5095.47,-0,-0
2019-04-15,-0,-0,-0,     5074.54,-0,-0
2019-04-16,-0,-0,-0,     5115.27,-0,-0
2019-04-18,-0,-0,-0,     5178.16,-0,-0
2019-04-22,-0,-0,-0,     5015.18,-0,-0
2019-04-23,-0,-0,-0,     5053.60,-0,-0
2019-04-24,-0,-0,-0,     5163.22,-0,-0
2019-04-25,-0,-0,-0,     5151.36,-0,-0
2019-04-26,-0,-0,-0,     5221.13,-0,-0
2019-04-30,-0,-0,-0,     5271.29,-0,-0
2019-05-02,-0,-0,-0,     5255.19,-0,-0
2019-05-03,-0,-0,-0,     5252.29,-0,-0
2019-05-06,-0,-0,-0,     5239.89,-0,-0
2019-05-07,-0,-0,-0,     5157.33,-0,-0
2019-05-08,-0,-0,-0,     5070.54,-0,-0
2019-05-09,-0,-0,-0,     4999.31,-0,-0
2019-05-10,-0,-0,-0,     4949.90,-0,-0
2019-05-13,-0,-0,-0,     4846.72,-0,-0
2019-05-14,-0,-0,-0,     4920.62,-0,-0
2019-05-15,-0,-0,-0,     4894.11,-0,-0
2019-05-16,-0,-0,-0,     4961.05,-0,-0
2019-05-17,-0,-0,-0,     4984.78,-0,-0
2019-05-20,-0,-0,-0,     5200.51,-0,-0
2019-05-21,-0,-0,-0,     5153.85,-0,-0
2019-05-22,-0,-0,-0,     5181.01,-0,-0
2019-05-23,-0,-0,-0,     5163.82,-0,-0
2019-05-24,-0,-0,-0,     5225.44,-0,-0
2019-05-27,-0,-0,-0,     5259.70,-0,-0
2019-05-28,-0,-0,-0,     5288.81,-0,-0
2019-05-29,-0,-0,-0,     5243.28,-0,-0
2019-05-30,-0,-0,-0,     5286.33,-0,-0
2019-05-31,-0,-0,-0,     5329.00,-0,-0
2019-06-03,-0,-0,-0,     5390.52,-0,-0
2019-06-04,-0,-0,-0,     5342.72,-0,-0
2019-06-06,-0,-0,-0,     5200.08,-0,-0
2019-06-07,-0,-0,-0,     5173.78,-0,-0
2019-06-10,-0,-0,-0,     5130.54,-0,-0
2019-06-11,-0,-0,-0,     5180.19,-0,-0
2019-06-12,-0,-0,-0,     5174.82,-0,-0
2019-06-13,-0,-0,-0,     5159.52,-0,-0
2019-06-14,-0,-0,-0,     5132.01,-0,-0
2019-06-17,-0,-0,-0,     5011.89,-0,-0
2019-06-18,-0,-0,-0,     5054.33,-0,-0
2019-06-19,-0,-0,-0,     5022.41,-0,-0
2019-06-20,-0,-0,-0,     5093.31,-0,-0
2019-06-21,-0,-0,-0,     5049.15,-0,-0
2019-06-24,-0,-0,-0,     4967.51,-0,-0
2019-06-25,-0,-0,-0,     5053.99,-0,-0
2019-06-26,-0,-0,-0,     5057.36,-0,-0
2019-06-27,-0,-0,-0,     5057.23,-0,-0
2019-06-28,-0,-0,-0,     5013.86,-0,-0
2019-07-01,-0,-0,-0,     4954.92,-0,-0
2019-07-02,-0,-0,-0,     5006.01,-0,-0
2019-07-03,-0,-0,-0,     5016.31,-0,-0
2019-07-04,-0,-0,-0,     5030.40,-0,-0
2019-07-05,-0,-0,-0,     4934.45,-0,-0
2019-07-08,-0,-0,-0,     4812.93,-0,-0
2019-07-09,-0,-0,-0,     4880.26,-0,-0
2019-07-10,-0,-0,-0,     4842.65,-0,-0
2019-07-11,-0,-0,-0,     4869.10,-0,-0
2019-07-12,-0,-0,-0,     4837.41,-0,-0
2019-07-15,-0,-0,-0,     4835.27,-0,-0
2019-07-16,-0,-0,-0,     4905.58,-0,-0
2019-07-17,-0,-0,-0,     4869.46,-0,-0
2019-07-18,-0,-0,-0,     4788.46,-0,-0
2019-07-19,-0,-0,-0,     4753.98,-0,-0
2019-07-22,-0,-0,-0,     4815.40,-0,-0
2019-07-23,-0,-0,-0,     4801.15,-0,-0
2019-07-24,-0,-0,-0,     4729.59,-0,-0
2019-07-25,-0,-0,-0,     4663.61,-0,-0
2019-07-26,-0,-0,-0,     4626.53,-0,-0
2019-07-29,-0,-0,-0,     4585.17,-0,-0
2019-07-30,-0,-0,-0,     4488.54,-0,-0
2019-07-31,-0,-0,-0,     4522.49,-0,-0
2019-08-01,-0,-0,-0,     4514.57,-0,-0
2019-08-02,-0,-0,-0,     4486.45,-0,-0
2019-08-05,-0,-0,-0,     4387.46,-0,-0
2019-08-06,-0,-0,-0,     4382.02,-0,-0
2019-08-07,-0,-0,-0,     4314.32,-0,-0
2019-08-08,-0,-0,-0,     4406.71,-0,-0
2019-08-09,-0,-0,-0,     4421.02,-0,-0
2019-08-13,-0,-0,-0,     4528.02,-0,-0
2019-08-14,-0,-0,-0,     4579.23,-0,-0
2019-08-16,-0,-0,-0,     4577.13,-0,-0
2019-08-19,-0,-0,-0,     4566.37,-0,-0
2019-08-20,-0,-0,-0,     4527.80,-0,-0
2019-08-21,-0,-0,-0,     4456.28,-0,-0
2019-08-22,-0,-0,-0,     4349.62,-0,-0
2019-08-23,-0,-0,-0,     4477.84,-0,-0
2019-08-26,-0,-0,-0,     4525.86,-0,-0
2019-08-27,-0,-0,-0,     4591.00,-0,-0
2019-08-28,-0,-0,-0,     4554.22,-0,-0
2019-08-29,-0,-0,-0,     4543.07,-0,-0
2019-08-30,-0,-0,-0,     4546.24,-0,-0
2019-09-03,-0,-0,-0,     4426.52,-0,-0
2019-09-04,-0,-0,-0,     4452.79,-0,-0
2019-09-05,-0,-0,-0,     4538.48,-0,-0
2019-09-06,-0,-0,-0,     4585.46,-0,-0
2019-09-09,-0,-0,-0,     4602.36,-0,-0
2019-09-11,-0,-0,-0,     4601.09,-0,-0
2019-09-12,-0,-0,-0,     4550.27,-0,-0
2019-09-13,-0,-0,-0,     4659.03,-0,-0
2019-09-16,-0,-0,-0,     4593.36,-0,-0
2019-09-17,-0,-0,-0,     4530.93,-0,-0
2019-09-18,-0,-0,-0,     4570.06,-0,-0
2019-09-19,-0,-0,-0,     4480.35,-0,-0
2019-09-20,-0,-0,-0,     4746.54,-0,-0
2019-09-23,-0,-0,-0,     4857.26,-0,-0
2019-09-24,-0,-0,-0,     4888.38,-0,-0
2019-09-25,-0,-0,-0,     4877.54,-0,-0
2019-09-26,-0,-0,-0,     4985.66,-0,-0
2019-09-27,-0,-0,-0,     4957.83,-0,-0
2019-09-30,-0,-0,-0,     4993.74,-0,-0
2019-10-01,-0,-0,-0,     4970.50,-0,-0
2019-10-03,-0,-0,-0,     5042.60,-0,-0
2019-10-04,-0,-0,-0,     5015.68,-0,-0
2019-10-07,-0,-0,-0,     4946.47,-0,-0
2019-10-09,-0,-0,-0,     4990.28,-0,-0
2019-10-10,-0,-0,-0,     5022.15,-0,-0
2019-10-11,-0,-0,-0,     5000.01,-0,-0
2019-10-14,-0,-0,-0,     5055.85,-0,-0
2019-10-15,-0,-0,-0,     5097.32,-0,-0
2019-10-16,-0,-0,-0,     5148.95,-0,-0
2019-10-17,-0,-0,-0,     5191.32,-0,-0
2019-10-18,-0,-0,-0,     5249.07,-0,-0
2019-10-22,-0,-0,-0,     5274.31,-0,-0
2019-10-23,-0,-0,-0,     5199.12,-0,-0
2019-10-24,-0,-0,-0,     5208.15,-0,-0
2019-10-25,-0,-0,-0,     5220.01,-0,-0
2019-10-27,-0,-0,-0,     5239.15,-0,-0
2019-10-29,-0,-0,-0,     5314.13,-0,-0
2019-10-30,-0,-0,-0,     5379.35,-0,-0
2019-10-31,-0,-0,-0,     5393.62,-0,-0
2019-11-01,-0,-0,-0,     5360.44,-0,-0
2019-11-04,-0,-0,-0,     5371.17,-0,-0
2019-11-05,-0,-0,-0,     5330.21,-0,-0
2019-11-06,-0,-0,-0,     5315.02,-0,-0
2019-11-07,-0,-0,-0,     5296.71,-0,-0
2019-11-08,-0,-0,-0,     5217.89,-0,-0
2019-11-11,-0,-0,-0,     5242.32,-0,-0
2019-11-13,-0,-0,-0,     5247.18,-0,-0
2019-11-14,-0,-0,-0,     5235.08,-0,-0
2019-11-15,-0,-0,-0,     5221.57,-0,-0
2019-11-18,-0,-0,-0,     5214.27,-0,-0
2019-11-19,-0,-0,-0,     5282.18,-0,-0
2019-11-20,-0,-0,-0,     5363.36,-0,-0
2019-11-21,-0,-0,-0,     5270.82,-0,-0
2019-11-22,-0,-0,-0,     5275.07,-0,-0
2019-11-25,-0,-0,-0,     5289.84,-0,-0
2019-11-26,-0,-0,-0,     5272.12,-0,-0
2019-11-27,-0,-0,-0,     5320.81,-0,-0
2019-11-28,-0,-0,-0,     5356.84,-0,-0
2019-11-29,-0,-0,-0,     5304.77,-0,-0
2019-12-02,-0,-0,-0,     5319.31,-0,-0
2019-12-03,-0,-0,-0,     5276.18,-0,-0
2019-12-04,-0,-0,-0,     5249.21,-0,-0
2019-12-05,-0,-0,-0,     5209.26,-0,-0
2019-12-06,-0,-0,-0,     5174.11,-0,-0
2019-12-09,-0,-0,-0,     5226.02,-0,-0
2019-12-10,-0,-0,-0,     5150.36,-0,-0
2019-12-11,-0,-0,-0,     5192.31,-0,-0
2019-12-12,-0,-0,-0,     5216.24,-0,-0
2019-12-13,-0,-0,-0,     5253.96,-0,-0
2019-12-16,-0,-0,-0,     5220.71,-0,-0
2019-12-17,-0,-0,-0,     5224.26,-0,-0
2019-12-18,-0,-0,-0,     5222.51,-0,-0
2019-12-19,-0,-0,-0,     5273.15,-0,-0
2019-12-20,-0,-0,-0,     5257.95,-0,-0
2019-12-23,-0,-0,-0,     5225.65,-0,-0
2019-12-24,-0,-0,-0,     5177.11,-0,-0
2019-12-26,-0,-0,-0,     5121.90,-0,-0
2019-12-27,-0,-0,-0,     5193.81,-0,-0
2019-12-30,-0,-0,-0,     5199.80,-0,-0
2019-12-31,-0,-0,-0,     5174.19,-0,-0
2020-01-01,-0,-0,-0,     5173.30,-0,-0
2020-01-02,-0,-0,-0,     5224.22,-0,-0
2020-01-03,-0,-0,-0,     5217.22,-0,-0
2020-01-06,-0,-0,-0,     5099.56,-0,-0
2020-01-07,-0,-0,-0,     5119.10,-0,-0
2020-01-08,-0,-0,-0,     5082.28,-0,-0
2020-01-09,-0,-0,-0,     5165.84,-0,-0
2020-01-10,-0,-0,-0,     5167.16,-0,-0
2020-01-13,-0,-0,-0,     5192.69,-0,-0
2020-01-14,-0,-0,-0,     5196.52,-0,-0
2020-01-15,-0,-0,-0,     5209.55,-0,-0
2020-01-16,-0,-0,-0,     5203.19,-0,-0
2020-01-17,-0,-0,-0,     5242.03,-0,-0
2020-01-20,-0,-0,-0,     5157.92,-0,-0
2020-01-21,-0,-0,-0,     5153.74,-0,-0
2020-01-22,-0,-0,-0,     5089.66,-0,-0
2020-01-23,-0,-0,-0,     5162.29,-0,-0
2020-01-24,-0,-0,-0,     5165.39,-0,-0
2020-01-27,-0,-0,-0,     5128.09,-0,-0
2020-01-28,-0,-0,-0,     5110.97,-0,-0
2020-02-01,-0,-0,-0,     4790.21,-0,-0
2020-02-03,-0,-0,-0,     4803.57,-0,-0
2020-02-04,-0,-0,-0,     4954.18,-0,-0
2020-02-05,-0,-0,-0,     5021.57,-0,-0
2020-02-06,-0,-0,-0,     5064.00,-0,-0
2020-02-07,-0,-0,-0,     5037.22,-0,-0
2020-02-10,-0,-0,-0,     4994.88,-0,-0
2020-02-11,-0,-0,-0,     5020.22,-0,-0
2020-02-12,-0,-0,-0,     5043.71,-0,-0
2020-02-13,-0,-0,-0,     5017.05,-0,-0
2020-02-14,-0,-0,-0,     5000.86,-0,-0
2020-02-17,-0,-0,-0,     4919.52,-0,-0
2020-02-18,-0,-0,-0,     4921.62,-0,-0
2020-02-19,-0,-0,-0,     5006.37,-0,-0
2020-02-20,-0,-0,-0,     4971.79,-0,-0
2020-02-24,-0,-0,-0,     4846.22,-0,-0
2020-02-25,-0,-0,-0,     4780.63,-0,-0
2020-02-26,-0,-0,-0,     4697.16,-0,-0
2020-02-27,-0,-0,-0,     4644.55,-0,-0
2020-02-28,-0,-0,-0,     4487.76,-0,-0
2020-03-02,-0,-0,-0,     4409.07,-0,-0
2020-03-03,-0,-0,-0,     4533.21,-0,-0
2020-03-04,-0,-0,-0,     4506.16,-0,-0
2020-03-05,-0,-0,-0,     4462.48,-0,-0
2020-03-06,-0,-0,-0,     4343.43,-0,-0
2020-03-09,-0,-0,-0,     4059.32,-0,-0
2020-03-11,-0,-0,-0,     4021.20,-0,-0
2020-03-12,-0,-0,-0,     3637.84,-0,-0
2020-03-13,-0,-0,-0,     3825.33,-0,-0
2020-03-16,-0,-0,-0,     3596.80,-0,-0
2020-03-17,-0,-0,-0,     3563.51,-0,-0
2020-03-18,-0,-0,-0,     3445.94,-0,-0
2020-03-19,-0,-0,-0,     3279.86,-0,-0
2020-03-20,-0,-0,-0,     3577.14,-0,-0
2020-03-23,-0,-0,-0,     3158.58,-0,-0
2020-03-24,-0,-0,-0,     3203.12,-0,-0
2020-03-25,-0,-0,-0,     3379.32,-0,-0
2020-03-26,-0,-0,-0,     3437.01,-0,-0
2020-03-27,-0,-0,-0,     3400.19,-0,-0
2020-03-30,-0,-0,-0,     3338.22,-0,-0
2020-03-31,-0,-0,-0,     3615.06,-0,-0
2020-04-01,-0,-0,-0,     3530.41,-0,-0
2020-04-03,-0,-0,-0,     3588.60,-0,-0
2020-04-07,-0,-0,-0,     3873.52,-0,-0
2020-04-08,-0,-0,-0,     3882.02,-0,-0
2020-04-09,-0,-0,-0,     3984.38,-0,-0
2020-04-13,-0,-0,-0,     3925.59,-0,-0
2020-04-15,-0,-0,-0,     3887.01,-0,-0
2020-04-16,-0,-0,-0,     3958.65,-0,-0
2020-04-17,-0,-0,-0,     4038.81,-0,-0
2020-04-20,-0,-0,-0,     4084.05,-0,-0
2020-04-21,-0,-0,-0,     3965.15,-0,-0
2020-04-22,-0,-0,-0,     4093.52,-0,-0
2020-04-23,-0,-0,-0,     4113.49,-0,-0
2020-04-24,-0,-0,-0,     4123.58,-0,-0
2020-04-27,-0,-0,-0,     4172.84,-0,-0
2020-04-28,-0,-0,-0,     4201.18,-0,-0
2020-04-29,-0,-0,-0,     4247.42,-0,-0
2020-04-30,-0,-0,-0,     4422.85,-0,-0
2020-05-04,-0,-0,-0,     4268.75,      115152706,         4827.35
2020-05-05,-0,-0,-0,     4286.50,-0,-0
2020-05-06,-0,-0,-0,     4280.18,-0,-0
2020-05-07,-0,-0,-0,     4276.78,-0,-0
2020-05-08,-0,-0,-0,     4326.87,-0,-0
2020-05-11,-0,-0,-0,     4362.63,       98550309,         6146.94
2020-05-12,-0,-0,-0,     4214.45,      112100347,         7919.31
2020-05-13,-0,-0,-0,     4272.96,      106494135,         5585.62
2020-05-14,-0,-0,-0,     4154.32,       74560300,         4047.97
2020-05-15,-0,-0,-0,     4185.22,      103258288,         5293.50
2020-05-18,-0,-0,-0,     4033.61,      106905123,         5330.21
2020-05-19,-0,-0,-0,     4041.48,      121911867,         4088.25
2020-05-20,-0,-0,-0,     4130.93,       92306578,         4593.51
2020-05-21,-0,-0,-0,     4160.20,       85325685,         3580.84
2020-05-22,-0,-0,-0,     4147.75,       78816201,         3447.22
2020-05-26,-0,-0,-0,     4161.79,       76334766,         3127.11
2020-05-27,-0,-0,-0,     4213.68,       74514385,         3295.55
2020-05-28,-0,-0,-0,     4263.08,       84784803,         3746.07
2020-05-29,-0,-0,-0,     4367.34,      184142190,         5981.36
2020-06-01,-0,-0,-0,     4448.45,      115677780,         4283.27
2020-06-02,-0,-0,-0,     4485.44,       87873912,         2717.36
2020-06-03,-0,-0,-0,     4555.77,      124101978,         3746.38
2020-06-04,-0,-0,-0,     4607.72,      122892443,         4730.22
2020-06-05,-0,-0,-0,     4661.86,      104434272,         4052.52
2020-06-08,-0,-0,-0,     4748.41,      169776124,         4812.33
2020-06-09,-0,-0,-0,     4661.83,      105430556,         3539.53
2020-06-10,-0,-0,-0,     4668.99,       84617681,         2815.30
2020-06-11,-0,-0,-0,     4599.94,      140342077,         3572.18
2020-06-12,-0,-0,-0,     4662.87,      120784541,         4562.47
2020-06-15,-0,-0,-0,     4669.56,      133733399,         5470.24
2020-06-16,-0,-0,-0,     4664.53,      114905814,         5441.34
